FID,access,bridge,from_,highway,junction,key,lanes,length,maxspeed,name,oneway,osmid,ref,service,to,tunnel,width,out_pgh,river_bge
5749, , ,106012135,residential, ,0, ,66.854, ,Glenroy Street,False,11944984, , ,104625466, , ,0,0
5750, , ,104625477,residential, ,0, ,29.784, ,Carrick Avenue,False,11693642, , ,104625466, , ,0,0
5751, , ,104625484,residential, ,0, ,12.913, ,Carrick Avenue,False,11693642, , ,104625477, , ,0,0
5752, , ,1025987184,residential, ,0, ,27.849, ,Eiler Avenue,False,11836559, , ,104625477, , ,0,0
5753, , ,1025987191,residential, ,0, ,86.042, ,Eiler Avenue,False,11836559, , ,104625477, , ,0,0
5754, , ,105946637,residential, ,0, ,167.171, ,Diehl Avenue,False,11827775, , ,104625511, , ,0,0
5755, , ,104625520,residential, ,0, ,52.6, ,Carrick Avenue,False,88325898, , ,104625511, , ,0,0
5756, , ,104665674,residential, ,0, ,351.737, ,"['Radiant Street', 'Carrick Avenue', 'Raven Street']",False,"[11802890, 11836619, 88325898]", , ,104625511, , ,0,0
5757, , ,105869183,residential, ,0, ,53.005, ,Ruralton Street,False,11837647, , ,104625520, , ,0,0
5758, , ,1025986200,residential, ,0, ,94.60499999999999, ,Carrick Avenue,False,88325898, , ,104625520, , ,0,0
5759, , ,1025986200,residential, ,0, ,4.176, ,Hopeland Street,False,11946148, , ,104625527, , ,0,0
5760, , ,104665704,residential, ,0, ,106.469, ,Hopeland Street,False,11946148, , ,104625527, , ,0,0
5761, , ,105994788,residential, ,0, ,104.11500000000001, ,Custer Avenue,False,11953004, , ,104625527, , ,0,0
5762, , ,104625601,residential, ,0, ,66.717, ,Faber Street,False,11693653, , ,104625582, , ,1,0
5763, , ,104625686,residential, ,0, ,365.657, ,Faber Street,False,11693660, , ,104625582, , ,1,0
5764, , ,105195863,residential, ,0, ,81.867, ,Faber Terrace,False,11813730, , ,104625582, , ,1,0
5765, , ,104792666,residential, ,0, ,102.592, ,Colby Street,False,11708064, , ,104625638, , ,0,0
5766, , ,104625662,residential, ,0, ,91.855, ,Elm Way,False,11813005, , ,104625638, , ,0,0
5767, , ,104801725,residential, ,0, ,249.18100000000004, ,"['Faber Street', 'Sirius Street']",False,"[11951826, 11693655]", , ,104625638, , ,0,0
5768, , ,104792656,residential, ,0, ,171.4, ,Colby Street,False,11708064, , ,104625638, , ,0,0
5769, , ,104625686,residential, ,0, ,96.37299999999999, ,Faber Street,False,11693660, , ,104625662, , ,0,0
5770, , ,104792666,"['residential', 'service']", ,0, ,191.503, ,"['Manuel Street', 'Chute Way']",False,"[11948392, 11729353]", , ,104625662, , ,0,0
5771, , ,107505847,residential, ,0, ,97.264, ,Arlor Drive,False,11958759, , ,104625686, , ,1,0
5772, , ,104625953,residential, ,0, ,99.815, ,Memory Lane,False,11693691, , ,104625944, , ,0,0
5773, , ,105775843,residential, ,0, ,59.367, ,Kirkpatrick Street,False,109348804, , ,104625944, , ,0,0
5774, , ,104939624,tertiary, ,0,2,168.657,25 mph,Bedford Avenue,False,344435163, , ,104625944, , ,0,0
5775, , ,106044431,tertiary, ,0,2,72.689,25 mph,Bedford Avenue,False,344435163, , ,104625944, , ,0,0
5776, , ,5180972751,residential, ,0, ,45.226, ,Memory Lane,False,11693691, , ,104625953, , ,0,0
5777, , ,5180972745,residential, ,0, ,38.793, ,White Hill Drive,False,231007570, , ,104625953, , ,0,0
5778, , ,5180972757,residential, ,0, ,47.296, ,Memory Lane,False,11693691, , ,104625973, , ,0,0
5779, , ,5180972746,residential, ,0, ,41.441, ,White Hill Drive,False,231007570, , ,104625973, , ,0,0
5780, , ,1252057904,residential, ,0, ,78.084, ,Memory Lane,False,11693691, , ,104625973, , ,0,0
5781, , ,5180972757,residential, ,0, ,55.694, ,Memory Lane,False,11693691, , ,104625983, , ,0,0
5782, , ,106044431,tertiary, ,0,2,83.773,25 mph,Bedford Avenue,False,344435163, , ,104625983, , ,0,0
5783, , ,5180972767,tertiary, ,0,2,72.304,25 mph,Bedford Avenue,False,344435163, , ,104625983, , ,0,0
5784, , ,104626006,residential, ,0, ,89.456, ,Janero Street,False,11693694, , ,104625997, , ,0,0
5785, , ,105255682,residential, ,0, ,91.308, ,Portland Street,False,11755813, , ,104625997, , ,0,0
5786, , ,105255675,residential, ,0, ,61.128, ,Portland Street,False,11755813, , ,104625997, , ,0,0
5787, , ,104626016,residential, ,0, ,86.273, ,Janero Street,False,11693694, , ,104626006, , ,0,0
5788, , ,105737021,residential, ,0, ,90.667, ,Mellon Street,False,11811641, , ,104626006, , ,0,0
5789, , ,105737010,residential, ,0, ,64.657, ,Mellon Street,False,11811641, , ,104626006, , ,0,0
5790, , ,104704923,residential, ,0, ,66.984, ,North Saint Clair Street,False,329776221, , ,104626016, , ,0,0
5791, , ,104626030,residential, ,0, ,6.991, ,North Saint Clair Street,False,329776221, , ,104626016, , ,0,0
5792, , ,104704929,residential, ,0, ,83.629, ,North Saint Clair Street,False,329776221, , ,104626030, , ,0,0
5793, , ,104949244,residential, ,0, ,89.487, ,North Euclid Avenue,False,11722630, , ,104626042, , ,0,0
5794, , ,107491056,residential, ,0, ,52.359, ,Path Way,False,11944106, , ,104626226, , ,0,0
5795, , ,104820781,residential, ,0, ,96.565, ,Path Way,False,11944106, , ,104626226, , ,0,0
5796, , ,104626231,residential, ,0, ,46.942, ,Lytle Street,False,357240424, , ,104626226, , ,0,0
5797, , ,104626237,residential, ,0, ,179.617, ,Lytle Street,False,357240424, , ,104626231, , ,0,0
5798, , ,105875753,tertiary, ,0, ,48.964, ,West Elizabeth Street,False,423532155, , ,104626231, , ,0,0
5799, ,yes,107628176,tertiary, ,0, ,176.507, ,West Elizabeth Street,False,"[55103457, 11955154, 11823407]", , ,104626231, , ,0,0
5800, , ,107527605,residential, ,0, ,48.854, ,Courtland Street,False,11947051, , ,104626237, , ,0,0
5801, , ,5558254222,residential, ,0, ,188.765, ,"['Melancthon Street', 'Lytle Street']",False,"[357240424, 130301845]", , ,104626237, , ,0,0
5802, , ,104626265,residential, ,0, ,45.56, ,Eastchester Street,False,11693727, , ,104626256, , ,0,0
5803, , ,104731691,tertiary, ,0, ,22.384, ,Lemington Avenue,False,11853244, , ,104626256, , ,0,0
5804, , ,104626270,residential, ,0, ,47.98, ,Eastchester Street,False,11693727, , ,104626265, , ,0,0
5805, , ,105005708,service, ,0, ,103.107, ,Flath Way,False,11728333, , ,104626265, , ,0,0
5806, , ,104626277,residential, ,0, ,45.089, ,Eastchester Street,False,11693727, , ,104626270, , ,0,0
5807, , ,106061364,residential, ,0, ,247.189, ,Churchland Street,False,11965541, , ,104626270, , ,0,0
5808, , ,105911727,residential, ,0, ,103.171, ,Churchland Street,False,11965541, , ,104626270, , ,0,0
5809, , ,104626294,residential, ,0, ,43.995, ,Eastchester Street,False,11693727, , ,104626277, , ,0,0
5810, , ,104942890,service, ,0, ,105.745, ,Mc Clary Way,False,11722006, , ,104626277, , ,0,0
5811, , ,104626303,residential, ,0, ,46.173, ,Eastchester Street,False,11693727, , ,104626294, , ,0,0
5812, , ,4598567340,tertiary, ,0, ,106.945, ,Wiltsie Street,False,11741690, , ,104626294, , ,0,0
5813, , ,105130789,tertiary, ,0, ,104.219, ,Wiltsie Street,False,11741690, , ,104626294, , ,0,0
5814, , ,105772387,residential, ,0, ,102.062, ,Undercliff Way,False,11815390, , ,104626303, , ,0,0
5815, , ,4598567339,residential, ,0, ,132.598, ,"['Ross Garden Road', 'Eastchester Street']",False,"[11694180, 11693727]", , ,104626303, , ,0,0
5816, , ,5010207741,residential, ,0,2,311.55400000000003, ,Perryview Avenue,False,"[512394265, 11693737]", , ,104626357, , ,0,0
5817, , ,4386687888,residential, ,0, ,47.091, ,34th Street,False,11737792, , ,104626376, , ,0,0
5818, , ,105095621,residential, ,0, ,35.139, ,34th Street,False,11737792, , ,104626376, , ,0,0
5819, , ,1252080442,service, ,0, ,161.27, ,Spruce Way,False,11693741, , ,104626405, , ,0,0
5820, , ,105705443,residential, ,0, ,47.589, ,30th Street,False,11807136, , ,104626405, , ,0,0
5821, , ,105705428,residential, ,0, ,53.631, ,30th Street,False,11807136, , ,104626405, , ,0,0
5822, , ,106115732,residential, ,0, ,46.877, ,32nd Street,False,11839852, , ,104626430, , ,0,0
5823, , ,3390027067,residential, ,0, ,53.977999999999994, ,32nd Street,False,11839852, , ,104626430, , ,0,0
5824, , ,104626438,service, ,0, ,134.556, ,Spruce Way,False,"[331015000, 331904900]", , ,104626430, , ,0,0
5825, , ,5711437588,service, ,0, ,160.78, ,Spruce Way,False,"[331015000, 11693742]", , ,104626430, , ,0,0
5826, , ,105690249,residential, ,0, ,47.464, ,33rd Street,False,11805010, , ,104626438, , ,0,0
5827, , ,3390005170,service, ,0, ,4.737, ,Spruce Way,False,331904900, , ,104626438, , ,0,0
5828, , ,3390027068,residential, ,0, ,49.93, ,33rd Street,False,11805010, , ,104626438, , ,0,0
5829, , ,106316111,residential, ,0, ,49.405, ,25th Street,False,11853601, , ,104626460, , ,0,0
5830, , ,1252108277,service, ,0, ,92.068, ,Spruce Way,False,11693743, , ,104626460, , ,0,0
5831, , ,106099937,residential, ,0, ,51.823, ,25th Street,False,11853601, , ,104626460, , ,0,0
5832, , ,104626643,service, ,0, ,161.876, ,Spruce Way,False,11693763, , ,104626638, , ,0,0
5833, , ,105775003,residential, ,0, ,48.747, ,26th Street,False,11815687, , ,104626638, , ,0,0
5834, , ,105774981,residential, ,0, ,52.488, ,26th Street,False,11815687, , ,104626638, , ,0,0
5835, , ,104626653,service, ,0, ,161.118, ,Spruce Way,False,11693763, , ,104626643, , ,0,0
5836, , ,104932390,residential, ,0, ,48.747, ,27th Street,False,11720771, , ,104626643, , ,0,0
5837, , ,104932371,residential, ,0, ,52.482, ,27th Street,False,11720771, , ,104626643, , ,0,0
5838, , ,106316118,residential, ,0,2,48.746, ,28th Street,False,11959257, , ,104626653, , ,0,0
5839, , ,106099951,residential, ,0,2,52.48, ,28th Street,False,11959257, , ,104626653, , ,0,0
5840, , ,4579992999,primary, ,0,3,34.153,35 mph,Butler Street,False,54581512,PA 8, ,104626678, , ,0,0
5841, ,yes,104626678,motorway, ,0,2,27.275,45 mph,62nd Street Bridge,True,"[28388353, 28388358]", , ,687153341, , ,0,0
5842, , ,4579993011,secondary, ,0,3,32.545,35 mph,Butler Street,False,462622065, , ,104626678, , ,0,0
5843, ,yes,687153353,motorway, ,0,2,28.45,45 mph,62nd Street Bridge,True,"[122747122, 54581514]",PA 8, ,104626678, , ,0,0
5844, , ,104626721,service, ,0, ,210.661, ,Mascot Way,False,11693773, ,alley,104626713, , ,0,0
5845, , ,105173576,service, ,0, ,57.5, ,Metz Way,False,11807778, , ,104626713, , ,0,0
5846, , ,105709742,service, ,0, ,60.769, ,Metz Way,False,11807778, , ,104626713, , ,0,0
5847, , ,105137366,residential, ,0, ,51.152, ,Berwin Avenue,False,11742349, , ,104626721, , ,0,0
5848, , ,107493815,residential, ,0, ,63.888, ,Milton Street,False,11944384, , ,104626755, , ,0,0
5849, , ,104626783,service, ,0, ,189.94400000000002, ,Kappa Alley,False,11693781, , ,104626755, , ,0,0
5850, , ,107493823,residential, ,0, ,154.678, ,Milton Street,False,11944384, , ,104626755, , ,0,0
5851, , ,104626791,service, ,0, ,169.337, ,Kappa Alley,False,11693781, , ,104626783, , ,1,0
5852, , ,106034175,residential, ,0, ,47.399, ,Overton Street,False,11949192, , ,104626783, , ,1,0
5853, , ,107493823,residential, ,0, ,46.04, ,Overton Street,False,11949192, , ,104626783, , ,0,0
5854, , ,104626803,service, ,0, ,139.295, ,Kappa Alley,False,11693781, , ,104626791, , ,1,0
5855, , ,106034192,residential, ,0, ,48.147, ,Hutchinson Avenue,False,11837620, , ,104626791, , ,1,0
5856, , ,105822909,residential, ,0, ,47.764, ,Hutchinson Avenue,False,11837620, , ,104626791, , ,1,0
5857, , ,104738996,residential, ,0, ,47.449, ,Sanders Street,False,319966555, , ,104626803, , ,1,0
5858, , ,104738992,residential, ,0, ,47.907, ,Sanders Street,False,319966555, , ,104626803, , ,1,0
5859, , ,104626855,residential, ,0, ,24.731, ,Clairhaven Street,False,11693787, , ,104626850, , ,0,0
5860, , ,105807191,residential, ,0, ,78.06, ,Arnold Street,False,294921082, , ,104626855, , ,0,0
5861, , ,105009806,residential, ,0, ,281.241, ,Arnold Street,False,294921082, , ,104626855, , ,0,0
5862, , ,104627043,service, ,0, ,198.904, ,Sorg Way,False,11693799, ,alley,104627036, , ,0,0
5863, , ,105187540,residential, ,0,2,37.871, ,Thornton Street,False,11747858, , ,104627036, , ,0,0
5864, , ,105183039,residential, ,0,2,38.343, ,Ashlyn Street,False,11962715, , ,104627043, , ,0,0
5865, , ,105187540,residential, ,0,2,216.863, ,Ashlyn Street,False,11962715, , ,104627043, , ,0,0
5866, , ,104644429,residential, ,0, ,53.613, ,Leaside Drive,False,11695291, , ,104627059, , ,0,0
5867, , ,104627132,residential, ,0, ,185.281, ,Delehanty Street,False,11693801, , ,104627059, , ,0,0
5868, , ,104644416,residential, ,0, ,160.2, ,Leaside Drive,False,11695291, , ,104627059, , ,0,0
5869, , ,3158858137,residential, ,0, ,17.395, ,Oakleaf Drive,False,310461586, , ,104627132, , ,0,0
5870, , ,3158858117,residential, ,0, ,70.893, ,Oakleaf Drive,False,310461586, , ,104627132, , ,0,0
5871, , ,3167104165,residential, ,0,2,5.858, ,Ridge Place,False,11693818, , ,104627333, , ,0,0
5872, , ,1459443075,residential, ,0,2,7.929, ,Ridge Place,False,11693818, , ,104627333, , ,0,0
5873, , ,104627333,tertiary, ,0,1,77.836, ,Ridge Avenue,True,11947910, , ,105123151, , ,0,0
5874, , ,3115687081,tertiary, ,0,1,39.629000000000005, ,Ridge Avenue,True,67091789, , ,104627333, , ,0,0
5875, , ,106012065,residential, ,0, ,27.814, ,Tyndall Street,False,11833188, , ,104627853, , ,0,0
5876, , ,105984974,residential, ,0, ,58.917, ,Tyndall Street,False,11833188, , ,104627853, , ,0,0
5877, , ,104627875,residential, ,0, ,31.804, ,Allendale Street,False,11693863, , ,104627864, , ,0,0
5878, , ,105702278,residential, ,0, ,101.29, ,Adon Street,False,11806664, , ,104627864, , ,0,0
5879, , ,105187591,residential, ,0, ,74.459, ,Adon Street,False,11806664, , ,104627864, , ,0,0
5880, , ,104627884,residential, ,0, ,45.382, ,Allendale Street,False,11693863, , ,104627875, , ,0,0
5881, , ,107492773,residential, ,0, ,102.776, ,Vania Way,False,11944279, , ,104627875, , ,0,0
5882, , ,104627890,residential, ,0, ,39.337, ,Allendale Street,False,11693863, , ,104627884, , ,0,0
5883, , ,104977652,residential, ,0, ,101.955, ,Sutherland Street,False,11725348, , ,104627884, , ,0,0
5884, , ,104627901,residential, ,0, ,41.513, ,Allendale Street,False,11693863, , ,104627890, , ,0,0
5885, , ,107534315,residential, ,0, ,102.999, ,Fuller Way,False,11947574, , ,104627890, , ,0,0
5886, , ,104627907,residential, ,0, ,39.357, ,Allendale Street,False,11693863, , ,104627901, , ,0,0
5887, , ,105743731,residential, ,0, ,102.093, ,Fairdale Street,False,11812449, , ,104627901, , ,0,0
5888, , ,105216112,residential, ,0, ,90.065, ,Fairdale Street,False,11812449, , ,104627901, , ,0,0
5889, , ,104627915,residential, ,0, ,38.224, ,Allendale Street,False,11693863, , ,104627907, , ,0,0
5890, , ,107544239,service, ,0, ,101.573, ,Furman Way,False,11957335, ,alley,104627907, , ,0,0
5891, , ,104627927,residential, ,0, ,40.191, ,Allendale Street,False,11693863, , ,104627915, , ,0,0
5892, , ,105098197,residential, ,0, ,100.276, ,Faulkner Street,False,11738062, , ,104627915, , ,0,0
5893, , ,104627932,residential, ,0, ,10.589, ,Allendale Street,False,11693863, , ,104627927, , ,0,0
5894, , ,107544248,service, ,0, ,100.374, ,Trout Way,False,11959315, ,alley,104627927, , ,0,0
5895, , ,104627937,residential, ,0, ,29.403, ,Allendale Street,False,11693863, , ,104627932, , ,0,0
5896, , ,106125006,residential, ,0, ,39.599, ,Tweed Street,False,11840615, , ,104627932, , ,0,0
5897, , ,104627943,residential, ,0, ,39.2, ,Allendale Street,False,11693863, , ,104627937, , ,0,0
5898, , ,106125018,residential, ,0, ,100.87, ,Tweed Street,False,11840618, , ,104627937, , ,0,0
5899, , ,104627951,residential, ,0, ,39.787, ,Allendale Street,False,11693863, , ,104627943, , ,0,0
5900, , ,106106916,service, ,0, ,99.239, ,Stroud Way,False,11839052, ,alley,104627943, , ,0,0
5901, , ,104627955,residential, ,0, ,39.88, ,Allendale Street,False,11693863, , ,104627951, , ,0,0
5902, , ,105142152,residential, ,0, ,101.624, ,Stanhope Street,False,11742858, , ,104627951, , ,0,0
5903, , ,105142148,residential, ,0, ,40.476, ,Stanhope Street,False,11742858, , ,104627951, , ,0,0
5904, , ,104627964,residential, ,0, ,38.126, ,Allendale Street,False,11693863, , ,104627955, , ,0,0
5905, , ,105907833,service, ,0, ,102.218, ,Bellevoir Way,False,11825294, ,alley,104627955, , ,0,0
5906, , ,104627969,residential, ,0, ,42.375, ,Allendale Street,False,11693863, , ,104627964, , ,0,0
5907, , ,105261665,residential, ,0, ,100.858, ,Faust Street,False,11756546, , ,104627964, , ,0,0
5908, , ,104627975,residential, ,0, ,38.183, ,Allendale Street,False,11693863, , ,104627969, , ,0,0
5909, , ,105045756,residential, ,0, ,102.841, ,Ashtola Way,False,11732726, , ,104627969, , ,0,0
5910, , ,104627982,residential, ,0, ,39.805, ,Allendale Street,False,11693863, , ,104627975, , ,0,0
5911, , ,107523793,residential, ,0, ,102.802, ,Moyer Street,False,11946798, , ,104627975, , ,0,0
5912, , ,107511923,residential, ,0, ,38.556, ,Moyer Street,False,11946798, , ,104627975, , ,0,0
5913, , ,107544255,residential, ,0, ,102.706, ,Apex Street,False,11949609, , ,104627982, , ,0,0
5914, , ,2993482419,residential, ,0, ,74.13499999999999, ,Allendale Street,False,11693863, , ,104628026, , ,0,0
5915, , ,105013749,service, ,0, ,424.41799999999984, ,Allendale Circle,False,11729164, , ,104628026, , ,0,0
5916, , ,1025853317,service, ,0, ,387.05600000000004, ,"['Buffington Avenue', 'Shannon Way']",False,"[11733976, 11693868]", , ,104628132, , ,0,0
5917, , ,1808948455,residential, ,0, ,34.029,25 mph,Marlow Street,False,11693921, , ,104628936, , ,0,0
5918, , ,106011431,tertiary, ,0,2,45.166, ,Chartiers Avenue,False,294921100, , ,104628936, , ,0,0
5919, , ,104710033,tertiary, ,0,2,39.945, ,Chartiers Avenue,False,294921100, , ,104628936, , ,0,0
5920, , ,1808948455,residential, ,0, ,13.182,25 mph,Marlow Street,False,11693921, , ,104628945, , ,0,0
5921, , ,104678790,residential, ,0, ,81.97, ,Valier Street,False,11698450, , ,104628945, , ,0,0
5922, , ,104628973,residential, ,0,2,36.631,25 mph,Marlow Street,False,11693930, , ,104628962, , ,0,0
5923, , ,2993405901,service, ,0, ,23.928, ,Payne Way,False,11839053, ,alley,104628962, , ,0,0
5924, , ,105690043,service, ,0, ,83.608, ,Payne Way,False,11839053, ,alley,104628962, , ,0,0
5925, , ,105690051,residential, ,0,2,82.783, ,Gibson Street,False,11829588, , ,104628973, , ,0,0
5926, , ,104628989,residential, ,0,2,34.726,25 mph,Marlow Street,False,11693930, , ,104628982, , ,0,0
5927, , ,105690060,residential, ,0, ,81.894, ,Wilhelm Street,False,11820415, , ,104628982, , ,0,0
5928, , ,105690072,residential, ,0,2,84.953, ,Uvilla Street,False,295600408, , ,104628989, , ,0,0
5929, , ,104709948,residential, ,0,2,59.113, ,Uvilla Street,False,295600408, , ,104628989, , ,0,0
5930, , ,104628996,residential, ,0,2,39.585,25 mph,Marlow Street,False,11693930, , ,104628989, , ,0,0
5931, , ,104819836,service, ,0, ,94.588, ,Averilla Way,False,169734822, ,alley,104628996, , ,0,0
5932, , ,104629008,residential, ,0,2,40.547,25 mph,Marlow Street,False,11693930, , ,104628996, , ,0,0
5933, , ,104629018,residential, ,0,2,39.496,25 mph,Marlow Street,False,11693930, , ,104629008, , ,0,0
5934, , ,104709959,residential, ,0,2,40.309, ,Marena Street,False,294921179, , ,104629008, , ,0,0
5935, , ,104855620,residential, ,0,2,100.47200000000001, ,Marena Street,False,294921179, , ,104629008, , ,0,0
5936, , ,104629024,residential, ,0,2,40.149,25 mph,Marlow Street,False,11693930, , ,104629018, , ,0,0
5937, , ,105690081,service, ,0, ,100.699, ,Plover Way,False,169734821, ,alley,104629018, , ,0,0
5938, , ,104629029,residential, ,0,2,38.425,25 mph,Marlow Street,False,11693930, , ,104629024, , ,0,0
5939, , ,105690091,residential, ,0,2,102.826, ,Valonia Street,False,169733738, , ,104629024, , ,0,0
5940, , ,104709975,residential, ,0,2,39.853, ,Valonia Street,False,169733738, , ,104629024, , ,0,0
5941, , ,104629041,residential, ,0,2,40.118,25 mph,Marlow Street,False,11693930, , ,104629029, , ,0,0
5942, , ,105690102,service, ,0, ,102.521, ,Cameron Way,False,169734826, ,alley,104629029, , ,0,0
5943, , ,104629049,residential, ,0,2,40.865,25 mph,Marlow Street,False,11693930, , ,104629041, , ,0,0
5944, , ,104710005,residential, ,0,2,42.196, ,Elkton Street,False,11804656, , ,104629041, , ,0,0
5945, , ,105687744,residential, ,0, ,99.314, ,Elkton Street,False,294921112, , ,104629041, , ,0,0
5946, , ,105690114,service, ,0, ,99.145, ,Paula Way,False,11819409, ,alley,104629049, , ,0,0
5947, , ,2924129229,residential, ,0,2,15.741,25 mph,Lucerne Avenue,False,11835256, , ,104629080, , ,1,0
5948, , ,2924129229,residential, ,1,2,238.65400000000002, ,Sylvia Avenue,False,11693933, , ,104629080, , ,1,0
5949, , ,1731323519,residential, ,0, ,39.243, ,6th Street,False,11693961, , ,104629299, , ,1,0
5950, ,yes,105690687,residential, ,0, ,112.95599999999999, ,Killarney Drive,False,"[318681988, 318681987, 319678868]", , ,104629299, , ,1,0
5951, , ,104629299,secondary, ,1,1,258.743,35 mph,Library Road,True,461421355,PA 88, ,107683184, , ,0,0
5952, , ,107683184,secondary, ,0,1,256.099,35 mph,Library Road,True,461421353,PA 88, ,104629299, , ,0,0
5953, , ,4457355589,secondary, ,0,2,356.249,35 mph,Library Road,False,474719575,PA 88, ,104629299, , ,1,0
5954, , ,104629321,residential, ,0, ,45.859, ,6th Street,False,11693961, , ,104629310, , ,1,0
5955, , ,1731323519,residential, ,0, ,48.439, ,6th Street,False,11693961, , ,104629310, , ,1,0
5956, , ,105137128,residential, ,0, ,133.508, ,Home Avenue,False,11840501, , ,104629310, , ,1,0
5957, , ,106123776,residential, ,0, ,322.658, ,Home Avenue,False,11840501, , ,104629310, , ,1,0
5958, , ,1640553572,residential, ,0, ,44.576, ,6th Street,False,11693961, , ,104629321, , ,1,0
5959, , ,105132081,service, ,0, ,128.647, ,Ridgeton Street,False,11741808, ,alley,104629321, , ,1,0
5960, , ,104629354,residential, ,0, ,65.157, ,6th Street,False,11693961, , ,104629349, , ,1,0
5961, , ,1640553572,residential, ,0, ,35.479, ,6th Street,False,11693961, , ,104629349, , ,1,0
5962, , ,104774273,residential, ,0, ,222.997, ,Belleville Street,False,151235072, , ,104629349, , ,1,0
5963, , ,1634483013,residential, ,0, ,35.685, ,6th Street,False,11693961, , ,104629354, , ,1,0
5964, , ,104629380,residential, ,0, ,109.398, ,6th Street,False,11693961, , ,104629370, , ,1,0
5965, , ,1634483015,residential, ,0, ,38.006, ,6th Street,False,11693961, , ,104629370, , ,1,0
5966, , ,105814684,residential, ,0, ,253.108, ,Broadway Avenue,False,11819367, , ,104629370, , ,1,0
5967, , ,105814663,residential, ,0, ,136.726, ,Broadway Avenue,False,11819367, , ,104629370, , ,1,0
5968, , ,104666935,residential, ,0,2,142.91400000000002,15 mph,McRoberts Road,False,11697394, , ,104629380, , ,1,0
5969, , ,104666911,residential, ,0,2,51.299,15 mph,McRoberts Road,False,11697394, , ,104629380, , ,1,0
5970, , ,454845147,residential, ,0, ,172.48, ,6th Street,False,11694001, , ,104629971, , ,1,0
5971, , ,105117770,tertiary, ,0, ,41.552, ,Center Avenue,False,11809088, , ,104629971, , ,1,0
5972, , ,5052402712,tertiary, ,0, ,41.234, ,Broadway Avenue,False,521255516, , ,104630230, , ,1,0
5973, , ,5052411352,tertiary, ,0, ,14.211, ,Broadway Avenue,False,"[521255496, 521255516]", , ,104630230, , ,1,0
5974, , ,683704708,secondary, ,0,4,14.232, ,6th Street,False,532394630, , ,104630296, , ,0,0
5975, , ,689934698,secondary, ,0, ,88.54599999999999, ,6th Street,False,11694033, , ,104630296, , ,0,0
5976, , ,104630296,primary, ,0,2,84.162, ,Fort Duquesne Boulevard,True,320911640,Purple Belt, ,104870742, , ,0,0
5977, , ,104804433,primary, ,0,2,87.121, ,Fort Duquesne Boulevard,True,54448146,Purple Belt, ,104630296, , ,0,0
5978, , ,4579992662,secondary, ,0,2,44.934,25 mph,South Main Street,False,11695779, , ,104630717, , ,1,0
5979, , ,104740463,secondary, ,0,2,63.565,25 mph,Main Street,False,11703853, , ,104630717, , ,1,0
5980, , ,4579992605,secondary, ,0,2,44.569,25 mph,North Main Street,False,54581635, , ,104630717, , ,1,0
5981, , ,104630727,tertiary, ,0, ,54.76, ,6th Street,True,11694065, , ,104630733, , ,1,0
5982, , ,104644791,residential, ,0, ,82.962, ,Altmayer Street,False,11695327, , ,104630727, , ,1,0
5983, , ,104644781,residential, ,0, ,102.519, ,Altmayer Street,False,11695327, , ,104630727, , ,1,0
5984, , ,104630733,residential, ,0, ,83.631, ,Penn Street,True,11717817, , ,104903827, , ,1,0
5985, , ,104630733,tertiary, ,0, ,113.13799999999999, ,"['6th Street', 'High Street']",True,"[11694065, 70080867]", , ,837157849, , ,1,0
5986, , ,104903838,residential, ,0, ,84.482, ,Penn Street,True,11717817, , ,104630733, , ,1,0
5987, , ,105773260,residential, ,0, ,443.62500000000006, ,"['Stoltz Street', 'Dalton Avenue']",False,"[11815491, 11694125]", , ,104631685, , ,0,0
5988, , ,106002877,residential, ,0, ,46.524, ,Dornestic Street,False,11959999, , ,104631685, , ,0,0
5989, , ,107649740,residential, ,0, ,125.464, ,Dornestic Street,False,11959999, , ,104631685, , ,0,0
5990, , ,105041596,residential, ,0, ,11.441, ,Phoenix Street,False,11732320, , ,104631747, , ,0,0
5991, , ,104631753,"['unclassified', 'service']", ,0, ,125.73400000000001, ,Hassler Street,False,"[294921128, 11694137]", , ,104631747, , ,0,0
5992, , ,2985643055,residential, ,0, ,94.74199999999999, ,"['Phoenix Street', 'Hassler Street']",False,"[294921237, 11732326]", , ,104631747, , ,0,0
5993, , ,105697654,residential, ,0,2,90.783, ,Herschel Street,False,11815753, , ,104631753, , ,0,0
5994, , ,105732430,residential, ,0,2,286.913, ,Herschel Street,False,11815753, , ,104631753, , ,0,0
5995, , ,104631800,residential, ,0, ,45.435, ,Hassler Street,False,364451041, , ,104631789, , ,0,0
5996, , ,106124137,residential, ,0,2,180.62, ,Neidel Street,False,11949251, , ,104631789, , ,0,0
5997, , ,107500802,residential, ,0,2,103.845, ,Neidel Street,False,11949251, , ,104631789, , ,0,0
5998, , ,106124145,tertiary, ,0, ,104.472, ,Steuben Street,False,294921212, , ,104631800, , ,0,0
5999, , ,105697621,tertiary, ,0, ,82.135, ,Steuben Street,False,294921212, , ,104631800, , ,0,0
6000, , ,104990049,tertiary, ,0, ,52.746, ,Virginia Avenue,False,524664168, , ,104632283, , ,0,0
6001, , ,104990045,tertiary, ,0, ,46.488, ,Virginia Avenue,False,524664168, , ,104632283, , ,0,0
6002, , ,104632293,service, ,0, ,145.065, ,Laura Way,False,11694175, ,alley,104632283, , ,0,0
6003, , ,105748082,residential, ,0, ,18.618, ,Shiloh Street,False,11812794, , ,104632293, , ,0,0
