FID,access,bridge,from_,highway,junction,key,lanes,length,maxspeed,name,oneway,osmid,ref,service,to,tunnel,width,out_pgh,river_bge
0, , ,104185746,residential, ,0,2,38.786, ,Ainsworth Street,False,11651757, , ,104185739, , ,0,0
1, , ,104678799,residential, ,0,2,39.084,25 mph,Lorenz Avenue,False,294921171, , ,104185739, , ,0,0
2, , ,105697570,residential, ,0,2,40.684,25 mph,Lorenz Avenue,False,294921171, , ,104185739, , ,0,0
3, , ,104185749,residential, ,0,2,82.869, ,Ainsworth Street,False,11651757, , ,104185746, , ,0,0
4, , ,105690043,service, ,0, ,39.404, ,Parnassus Way,False,11804987, ,alley,104185746, , ,0,0
5, , ,104678790,service, ,0, ,39.676, ,Parnassus Way,False,11804987, ,alley,104185746, , ,0,0
6, , ,104185758,residential, ,0,2,24.761, ,Ainsworth Street,False,11651757, , ,104185749, , ,0,0
7, , ,104628962,residential, ,0,2,39.45,25 mph,Marlow Street,False,11693930, , ,104185749, , ,0,0
8, , ,104628945,residential, ,0,2,40.259,25 mph,Marlow Street,False,11693930, , ,104185749, , ,0,0
9, , ,104185891,service, ,0, ,48.612, ,Leaf Street,False,11651776, , ,104185884, , ,0,0
10, , ,104862372,service, ,0, ,41.113, ,Bernd Way,False,11947834, , ,104185884, , ,0,0
11, , ,106050710,service, ,0, ,43.165, ,Bernd Way,False,11947834, , ,104185884, , ,0,0
12, , ,104862378,service, ,0, ,41.347, ,Ardale Way,False,11957181, , ,104185891, , ,0,0
13, , ,106050722,service, ,0, ,42.92, ,Ardale Way,False,11957181, , ,104185891, , ,0,0
14, , ,3261258738,residential, ,0, ,6.89, ,Delmont Avenue,False,88317667, , ,104185902, , ,0,0
15, , ,1025849378,residential, ,0, ,39.719, ,Cedar Hurst Street,False,319670834, , ,104185902, , ,0,0
16, , ,105147252,residential, ,0, ,98.75999999999999, ,Delmont Avenue,False,88317667, , ,104185902, , ,0,0
17, , ,104639337,service, ,0, ,162.03, ,Lehr Street,False,11694964, , ,104185906, , ,0,0
18, , ,104862334,living_street, ,0, ,39.286, ,Haberman Avenue,False,88317665, , ,104185906, , ,0,0
19, , ,3261258738,service, ,0, ,142.411, ,Leaf Street,False,88317666, , ,104185906, , ,0,0
20, , ,104185921,residential, ,0, ,126.767, ,Alan Street,False,11651779, , ,104185917, , ,1,0
21, , ,1025986763,residential, ,0, ,60.206999999999994, ,Brinwood Avenue,False,11831876, , ,104185917, , ,1,0
22, , ,104812424,residential, ,0, ,92.34899999999999, ,Brinwood Avenue,False,11831876, , ,104185917, , ,1,0
23, , ,104185927,residential, ,0, ,91.371, ,Alan Street,False,11651779, , ,104185921, , ,1,0
24, , ,104812412,residential, ,0, ,83.5, ,Calvert Avenue,False,11832998, , ,104185921, , ,1,0
25, , ,104662735,residential, ,0, ,214.148, ,Calvert Avenue,False,11832998, , ,104185921, , ,1,0
26, , ,104775349,tertiary, ,0, ,130.876, ,Agnew Road,False,11806856, , ,104185927, , ,1,0
27, , ,104903444,tertiary, ,0, ,36.809, ,Agnew Road,False,11806856, , ,104185927, , ,1,0
28, , ,104186062,residential, ,0, ,173.369, ,Fairfield Avenue,False,11651795, , ,104186052, , ,1,0
29, , ,104195540,residential, ,0, ,39.08, ,Superior Street,False,11826275, , ,104186052, , ,1,0
30, , ,104359320,residential, ,0, ,44.387, ,Superior Street,False,11826275, , ,104186052, , ,1,0
31, , ,104186067,residential, ,0, ,131.798, ,Fairfield Avenue,False,11651795, , ,104186062, , ,1,0
32, , ,104195546,residential, ,0, ,40.338, ,Caroline Avenue,False,11708104, , ,104186062, , ,1,0
33, , ,104359323,residential, ,0, ,41.53, ,Caroline Avenue,False,11708104, , ,104186062, , ,1,0
34, , ,104186078,residential, ,0, ,175.173, ,Fairfield Avenue,False,11651795, , ,104186067, , ,1,0
35, , ,104195551,residential, ,0, ,43.7, ,McKinley Street,False,11948869, , ,104186067, , ,1,0
36, , ,104359326,residential, ,0, ,45.627, ,McKinley Street,False,11948869, , ,104186067, , ,1,0
37, , ,104186086,residential, ,0, ,107.374, ,Fairfield Avenue,False,11651795, , ,104186078, , ,1,0
38, , ,104195559,residential, ,0, ,40.227, ,Leslie Avenue,False,11687040, , ,104186078, , ,1,0
39, , ,2611571712,residential, ,0, ,42.207, ,Leslie Avenue,False,11687040, , ,104186078, , ,1,0
40, , ,104590390,residential, ,0, ,82.433, ,Elizabeth Street,False,11690844, , ,104186086, , ,1,0
41, , ,2611571690,residential, ,0, ,43.776, ,Elizabeth Street,False,11690844, , ,104186086, , ,1,0
42, , ,104186104,residential, ,0, ,210.56, ,Pemberton Street,False,11651799, , ,104186099, , ,0,0
43, , ,106321055,residential, ,0, ,268.576, ,"['Purdue Street', 'Pemberton Street', 'Cornell Street']",False,"[11692943, 11651799, 11852359]", , ,104186099, , ,0,0
44, , ,105877593,residential, ,0, ,46.854, ,Wickshire Street,False,11959317, , ,104186099, , ,0,0
45, , ,104186114,residential, ,0, ,175.283, ,Pemberton Street,False,11651799, , ,104186104, , ,0,0
46, , ,105877593,"['residential', 'service']", ,0, ,259.451, ,"['Aquatic Way', 'Wapello Street']",False,"[11710836, 11823484]", ,alley,104186104, , ,0,0
47, , ,104187324,residential, ,0, ,86.42899999999999, ,Wapello Street,False,11710836, , ,104186104, , ,0,0
48, , ,3046670098,tertiary, ,0,2,54.317,25 mph,Brighton Road,False,405681460, , ,104186114, , ,0,0
49, , ,104187329,tertiary, ,0,2,73.054,25 mph,Brighton Road,False,405681460, , ,104186114, , ,0,0
50, , ,104186323,tertiary, ,0,2,268.228, ,Forest Avenue,False,11651818, , ,104186320, , ,1,0
51, , ,104789571,tertiary, ,0, ,166.793, ,8th Avenue,False,11804516, , ,104186320, , ,1,0
52, , ,104789594,residential, ,0, ,145.726, ,8th Avenue,False,55286730, , ,104186320, , ,1,0
53, , ,104186332,tertiary, ,0,2,61.11, ,Forest Avenue,False,11651818, , ,104186323, , ,1,0
54, , ,104368467,service, ,0, ,134.957, , ,False,11670372, , ,104186323, , ,1,0
55, , ,105255276,residential, ,0, ,96.009, ,Wood Street,False,11946532, , ,104186332, , ,1,0
56, , ,106119677,tertiary, ,0,2,914.1649999999998, ,"['Forest Avenue', 'West Run Road']",False,"[11840161, 11651818]", , ,104186332, , ,1,0
57, , ,104186571,residential, ,0, ,195.989, ,Forest Avenue,False,11651847, , ,104186560, , ,1,0
58, , ,5733568479,residential, ,0, ,99.629, ,York Street,False,11746508, , ,104186560, , ,1,0
59, , ,105176586,residential, ,0, ,98.107, ,York Street,False,11746508, , ,104186560, , ,1,0
60, , ,104186578,residential, ,0, ,219.9, ,Forest Avenue,False,11651847, , ,104186571, , ,1,0
61, , ,106017037,residential, ,0, ,148.812, ,Wayne Road,False,11952832, , ,104186571, , ,1,0
62, , ,105740018,residential, ,0, ,108.288, ,Wayne Road,False,11952832, , ,104186571, , ,1,0
63, , ,104195409,residential, ,0, ,54.276, ,Union Street,False,11835491, , ,104186578, , ,1,0
64, , ,106017055,residential, ,0, ,134.579, ,Union Street,False,11835491, , ,104186578, , ,1,0
65, , ,104186720,residential, ,0, ,171.873, ,Forest Avenue,False,11651859, , ,104186715, , ,1,0
66, , ,104574451,residential, ,0, ,51.163, ,Terrace Avenue,False,11834074, , ,104186715, , ,1,0
67, , ,106312860,residential, ,0, ,321.24199999999996, ,"['Forest Avenue', 'Ridge Avenue']",False,"[11947906, 11651859]", , ,104186715, , ,1,0
68, , ,104574457,residential, ,0, ,53.62, ,Grandview Avenue,False,11839207, , ,104186720, , ,1,0
69, , ,105002883,residential, ,0, ,180.252, ,"['Forest Avenue', 'Gamble Street']",False,"[11651859, 11728027]", , ,104186720, , ,1,0
70, , ,104186753,secondary, ,0, ,122.101, ,North Negley Avenue,False,11651864, , ,104186744, , ,0,0
71, , ,105927622,secondary, ,0, ,49.844, ,South Negley Avenue,False,11826525, , ,104186744, , ,0,0
72, , ,105965543,primary, ,0, ,175.736, ,Penn Avenue,False,302198442, , ,104186744, , ,0,0
73, , ,105965507,primary, ,0, ,86.422, ,Penn Avenue,False,302193674, , ,104186744, , ,0,0
74, , ,104186765,secondary, ,0, ,136.506, ,North Negley Avenue,False,11651864, , ,104186753, , ,0,0
75, , ,106069613,residential, ,0, ,169.216, ,Broad Street,False,11853188, , ,104186753, , ,0,0
76, , ,105965543,residential, ,0, ,296.2, ,"['N St Clair Street', 'Broad Street']",False,"[11853188, 11950340]", , ,104186753, , ,0,0
77, , ,104186773,secondary, ,0, ,124.215, ,North Negley Avenue,False,11651864, , ,104186765, , ,0,0
78, , ,104704862,residential, ,0, ,173.82, ,Rural Street,False,11952247, , ,104186765, , ,0,0
79, , ,104186779,secondary, ,0, ,48.731, ,North Negley Avenue,False,11651864, , ,104186773, , ,0,0
80, , ,104704879,residential, ,0, ,175.422, ,Rippey Street,False,11826745, , ,104186773, , ,0,0
81, , ,572065243,secondary, ,0, ,72.134, ,North Negley Avenue,False,11651864, , ,104186779, , ,0,0
82, , ,104690428,residential, ,0, ,126.787, ,Rippey Place,False,11699453, , ,104186779, , ,0,0
83, , ,104186797,secondary, ,0, ,46.638, ,North Negley Avenue,False,11651864, , ,104186789, , ,0,0
84, , ,572065243,secondary, ,0, ,17.929, ,North Negley Avenue,False,11651864, , ,104186789, , ,0,0
85, , ,105735950,residential, ,0, ,163.278, ,Margaretta Street,False,11811497, , ,104186789, , ,0,0
86, , ,105232939,secondary, ,0,2,88.444, ,East Liberty Boulevard,True,208898973, , ,104186789, , ,0,0
87, , ,104186802,secondary, ,0, ,75.932, ,North Negley Avenue,False,11651864, , ,104186797, , ,0,0
88, , ,104186797,residential, ,0, ,341.562, ,Columbo Street,True,329447133, , ,105181349, , ,0,0
89, , ,105823477,residential, ,0, ,56.521, ,Black Street,False,11820359, , ,104186802, , ,0,0
90, , ,104186809,secondary, ,0, ,119.008, ,North Negley Avenue,False,302198440, , ,104186802, , ,0,0
91, , ,105748284,residential, ,0, ,56.639, ,Hays Street,False,11812824, , ,104186809, , ,0,0
92, , ,105748278,residential, ,0, ,56.196, ,Hays Street,False,11812824, , ,104186809, , ,0,0
93, , ,104186816,secondary, ,0, ,104.733, ,North Negley Avenue,False,302198440, , ,104186809, , ,0,0
94, , ,105823501,residential, ,0, ,53.393, ,Baywood Street,False,11826758, , ,104186816, , ,0,0
95, , ,104186822,secondary, ,0, ,102.528, ,North Negley Avenue,False,302198440, , ,104186816, , ,0,0
96, , ,105255675,tertiary, ,0, ,38.836, ,Stanton Avenue,False,387461872, , ,104186822, , ,0,0
97, , ,105823513,tertiary, ,0, ,54.882, ,Stanton Avenue,False,387461872, , ,104186822, , ,0,0
98, , ,104186829,secondary, ,0, ,109.116, ,North Negley Avenue,False,559359136, , ,104186822, , ,0,0
99, , ,105823526,residential, ,0, ,58.778, ,Jackson Street,False,11826797, , ,104186829, , ,0,0
100, , ,104186833,secondary, ,0, ,41.798, ,North Negley Avenue,False,559359136, , ,104186829, , ,0,0
101, , ,105255682,residential, ,0, ,49.769, ,Jackson Street,False,11826814, , ,104186833, , ,0,0
102, , ,104186843,secondary, ,0, ,50.982, ,North Negley Avenue,False,559359136, , ,104186833, , ,0,0
103, , ,105001949,residential, ,0, ,58.513, ,Avondale Place,False,11727908, , ,104186843, , ,0,0
104, , ,104186854,secondary, ,0, ,89.996, ,North Negley Avenue,False,559359136, , ,104186843, , ,0,0
105, , ,104837526,residential, ,0, ,55.633, ,Wellesley Avenue,False,11711788, , ,104186854, , ,0,0
106, , ,104186862,secondary, ,0, ,21.907, ,North Negley Avenue,False,559359136, , ,104186854, , ,0,0
107, , ,104837651,residential, ,0, ,70.232, ,Wellesley Avenue,False,11711805, , ,104186862, , ,0,0
108, , ,104186871,secondary, ,0, ,143.462, ,North Negley Avenue,False,559359136, , ,104186862, , ,0,0
109, , ,104925372,residential, ,0,2,82.382, ,Hampton Street,False,11719997, , ,104186871, , ,0,0
110, , ,104925364,residential, ,0,2,235.638, ,Hampton Street,False,11719997, , ,104186871, , ,0,0
111, , ,104186881,secondary, ,0, ,106.352, ,North Negley Avenue,False,559359136, , ,104186871, , ,0,0
112, , ,106033636,residential, ,0, ,230.121, ,Beverly Place,False,11834360, , ,104186881, , ,0,0
113, , ,104186887,secondary, ,0, ,105.347, ,North Negley Avenue,False,559359136, , ,104186881, , ,0,0
114, , ,105008175,residential, ,0, ,228.115, ,Bryant Street,False,329776219, , ,104186887, , ,0,0
115, , ,105008186,residential, ,0, ,107.951, ,Bryant Street,False,329776219, , ,104186887, , ,0,0
116, , ,104186898,secondary, ,0, ,90.316, ,North Negley Avenue,False,559359136, , ,104186887, , ,0,0
117, , ,104811788,residential, ,0, ,195.92, ,Elgin Street,False,11709500, , ,104186898, , ,0,0
118, , ,104402366,residential, ,0, ,119.96000000000001, ,Elgin Street,False,11709500, , ,104186898, , ,0,0
119, , ,104186908,secondary, ,0, ,90.506, ,North Negley Avenue,False,559359136, , ,104186898, , ,0,0
120, , ,104919809,residential, ,0, ,195.64800000000002, ,Callowhill Street,False,11719387, , ,104186908, , ,0,0
121, , ,104186918,secondary, ,0, ,86.259, ,North Negley Avenue,False,559359136, , ,104186908, , ,0,0
122, , ,104186918,secondary, ,0, ,197.57999999999998, ,Mellon Terrace,True,11699930, , ,104695316, , ,0,0
123, , ,355783852,secondary, ,0, ,222.303, ,"['North Negley Avenue', 'Mellon Terrace']",True,"[440151792, 417930953, 31779895]", , ,104186918, , ,0,0
124, , ,104187045,residential, ,0, ,176.885, ,Davis Avenue,False,11651881, , ,104187038, , ,1,0
125, , ,104359320,residential, ,0, ,40.117, ,Superior Street,False,11826275, , ,104187038, , ,1,0
126, , ,104359265,residential, ,0, ,42.788, ,Superior Street,False,11826275, , ,104187038, , ,1,0
127, , ,104187053,residential, ,0, ,167.23, ,Davis Avenue,False,11651881, , ,104187045, , ,1,0
128, , ,104359323,residential, ,0, ,41.385, ,Caroline Avenue,False,11708104, , ,104187045, , ,1,0
129, , ,104359272,residential, ,0, ,41.619, ,Caroline Avenue,False,11708104, , ,104187045, , ,1,0
130, , ,104187056,residential, ,0, ,83.888, ,Davis Avenue,False,11651881, , ,104187053, , ,1,0
131, , ,104359326,residential, ,0, ,43.7, ,McKinley Street,False,11948869, , ,104187053, , ,1,0
132, , ,104359280,residential, ,0, ,47.121, ,McKinley Street,False,11948869, , ,104187053, , ,1,0
133, , ,104187062,residential, ,0, ,127.287, ,Davis Avenue,False,11651881, , ,104187056, , ,1,0
134, , ,104741415,residential, ,0, ,89.969, ,Fulton Street,False,11834316, , ,104187056, , ,1,0
135, , ,104187069,residential, ,0, ,117.174, ,Davis Avenue,False,11651881, , ,104187062, , ,1,0
136, , ,2611571712,residential, ,0, ,39.84, ,Leslie Avenue,False,11687040, , ,104187062, , ,1,0
137, , ,104539670,residential, ,0, ,90.83000000000001, ,Leslie Avenue,False,11687040, , ,104187062, , ,1,0
138, , ,2611571690,residential, ,0, ,41.879, ,Elizabeth Street,False,11690844, , ,104187069, , ,1,0
139, , ,104590377,residential, ,0, ,112.004, ,Elizabeth Street,False,11690844, , ,104187069, , ,1,0
140, , ,104468461,residential, ,0, ,52.293, ,35th Street,False,11692982, , ,104187225, , ,1,0
141, , ,104187232,residential, ,0, ,48.01, ,Davis Avenue,False,11651895, , ,104187225, , ,1,0
142, , ,4185594440,"['residential', 'service']", ,0, ,214.38, ,Davis Avenue,False,"[418106826, 11651895]", , ,104187225, , ,1,0
143, , ,105045957,residential, ,0,2,106.907,25 mph,Kendall Avenue,False,11955135, , ,104187232, , ,1,0
144, , ,104187243,residential, ,0, ,102.13499999999999, ,Davis Avenue,False,11651895, , ,104187232, , ,1,0
145, , ,106036437,residential, ,0,2,89.732,25 mph,Kendall Avenue,False,11955135, , ,104187232, , ,1,0
146, , ,105045976,residential, ,0,2,110.7, ,Grant Avenue,False,11838387, , ,104187243, , ,1,0
147, , ,106036447,residential, ,0,2,81.859, ,Grant Avenue,False,11838387, , ,104187243, , ,1,0
148, , ,106130868,residential, ,0, ,89.016, ,Laird Street,False,11841069, , ,104187293, , ,0,0
149, , ,106130854,residential, ,0, ,95.348, ,Laird Street,False,11841069, , ,104187293, , ,0,0
150, , ,104187301,residential, ,0,2,79.465, ,Davis Avenue,False,11651904, , ,104187293, , ,0,0
151, , ,105121497,residential, ,0,2,270.60900000000004, ,"['Davis Avenue', 'Rodney Street']",False,"[11651904, 11740596]", , ,104187293, , ,0,0
152, , ,3195258975,residential, ,0,2,10.6, ,Davis Avenue,False,11651904, , ,104187301, , ,0,0
153, , ,105705847,residential, ,0, ,348.949, ,Harbison Avenue,False,313527290, , ,104187301, , ,0,0
154, , ,104187324,residential, ,0,2,285.04, ,Davis Avenue,False,11651904, , ,104187319, , ,0,0
155, , ,105817935,residential, ,0, ,86.805, ,Campus Street,False,11819588, , ,104187319, , ,0,0
156, , ,3195258975,residential, ,0,2,130.151, ,Davis Avenue,False,11651904, , ,104187319, , ,0,0
157, , ,104187329,residential, ,0,2,98.62700000000001, ,Davis Avenue,False,11651904, , ,104187324, , ,0,0
158, , ,104675012,residential, ,0, ,93.14699999999999, ,Wapello Street,False,11710836, , ,104187324, , ,0,0
159, , ,104825792,tertiary, ,0,2,64.16,25 mph,Brighton Road,False,404617575, , ,104187329, , ,0,0
160, , ,3046670091,tertiary, ,0,2,80.114, ,Davis Avenue,False,405680702, , ,104187329, , ,0,0
161, , ,104711638,residential, ,0, ,91.04, ,McClure Avenue,False,11701355, , ,104187341, , ,0,0
162, , ,104711630,residential, ,0, ,136.289, ,McClure Avenue,False,11701355, , ,104187341, , ,0,0
163, , ,104187353,tertiary, ,0,2,116.539, ,Davis Avenue,False,54365549, , ,104187341, , ,0,0
164, , ,3046670091,tertiary, ,0,2,101.37200000000001, ,Davis Avenue,False,54365549, , ,104187341, , ,0,0
165, , ,3195258970,residential, ,0, ,93.534, ,Lee Street,False,11831012, , ,104187353, , ,0,0
166, , ,104187364,tertiary, ,0,2,175.852, ,Davis Avenue,False,54365549, , ,104187353, , ,0,0
167, , ,104486263,residential, ,0, ,49.591, ,Fleming Avenue,False,11835092, , ,104187364, , ,0,0
168, , ,104361037,residential, ,0, ,81.869, ,Fleming Avenue,False,11835092, , ,104187364, , ,0,0
169, , ,104187370,tertiary, ,0,2,46.374, ,Davis Avenue,False,54365549, , ,104187364, , ,0,0
170, , ,104560429,service, ,0, ,105.226, ,Kalorama Way,False,11688846, ,alley,104187370, , ,0,0
171, , ,104187373,tertiary, ,0,2,46.713, ,Davis Avenue,False,54365549, , ,104187370, , ,0,0
172, , ,106340469,residential, ,0, ,235.65, ,Massachusetts Avenue,False,11853941, , ,104187373, , ,0,0
173, , ,105963544,residential, ,0, ,108.72999999999999, ,Massachusetts Avenue,False,11853941, , ,104187373, , ,0,0
174, , ,104187384,tertiary, ,0,2,62.512, ,Davis Avenue,False,54365549, , ,104187373, , ,0,0
175, , ,104993726,tertiary, ,0,2,119.242,30 mph,California Avenue,False,54362036, , ,104187384, , ,0,0
176, , ,104187391,residential, ,0,2,65.159, ,Davis Avenue,False,54364536, , ,104187384, , ,0,0
177, , ,105183212,tertiary, ,0,2,50.264,30 mph,California Avenue,False,405680701, , ,104187384, , ,0,0
178, , ,104669997,residential, ,0, ,54.395, ,Mexico Street,False,11697669, , ,104187391, , ,0,0
179, , ,104669987,residential, ,0, ,114.876, ,Mexico Street,False,11697669, , ,104187391, , ,0,0
180, , ,105183219,residential, ,0,2,152.76500000000001, ,"['Davis Avenue', 'Grenada Street']",False,"[54364536, 11852724]", , ,104187391, , ,0,0
181, , ,104187503,service, ,0, ,88.52600000000001, ,Hoffman Street,False,11651910, , ,104187495, , ,0,0
182, , ,104187508,service, ,0, ,54.498, ,Hoffman Street,False,11651910, , ,104187503, , ,0,0
183, , ,107605490,service, ,0, ,73.77, ,Knott Street,False,11953158, , ,104187503, , ,0,0
184, , ,105198521,service, ,0, ,47.42, ,Knott Street,False,11953158, , ,104187503, , ,0,0
185, , ,104187508,tertiary, ,0,2,242.74699999999999,35 mph,Chateau Street,True,"[511352003, 55177141]", , ,5002172221, , ,0,0
186, , ,105198530,tertiary, ,0,2,47.448,35 mph,Chateau Street,True,511352048, , ,104187508, , ,0,0
187, , ,104844013,residential, ,0, ,24.143, ,Ewart Drive,False,11738114, , ,104187715, , ,0,0
188, , ,104187842,service, ,0, ,288.831, , ,False,11651934, , ,104187715, , ,0,0
189, , ,1454510621,residential, ,0, ,276.196, ,"['Iowa Street', 'Ewart Drive']",False,"[11824492, 11738117]", , ,104187715, , ,0,0
190, , ,104945123,residential, ,0, ,102.08, ,Ossipee Street,False,11722219, , ,104187842, , ,0,0
191, , ,1252057911,residential, ,0, ,70.957, ,Vancroft Street,False,11807808, , ,104187842, , ,0,0
192, , ,104188131,residential, ,0, ,33.095, , ,False,11651952, , ,104188110, , ,0,0
193, , ,104687834,residential, ,0, ,98.288, ,Olivant Street,False,11826492, , ,104188110, , ,0,0
194, , ,104442640,"['residential', 'service']", ,0, ,370.35799999999995, ,Olivant Street,False,"[11683939, 11826492]", , ,104188110, , ,0,0
195, , ,105132163,residential, ,0, ,10.755, ,Runnette Street,False,11943678, , ,104188309, , ,1,0
196, , ,107489566,tertiary, ,0, ,40.01, ,Mount Carmel Road,False,11944013, , ,104188309, , ,1,0
197, , ,4626244657,tertiary, ,0, ,6.031, ,Verona Boulevard,False,55128130, , ,104188309, , ,1,0
198, , ,104188730,residential, ,0, ,55.051, , ,False,11652003, , ,104188722, , ,0,0
199, , ,104940646,residential, ,0, ,41.179, ,Escolta Street,False,11853648, , ,104188722, , ,0,0
200, , ,104188864,residential, ,0, ,41.097, ,Escolta Street,False,11853648, , ,104188722, , ,0,0
201, , ,104188871,residential, ,0, ,59.346, , ,False,11652013, , ,104188864, , ,0,0
202, , ,106336709,residential, ,0, ,35.622, ,Escolta Street,False,11853648, , ,104188864, , ,0,0
203, , ,104188899,service, ,0, ,135.929, , ,False,11652015, , ,104188893, , ,1,0
204, , ,106049696,residential, ,0, ,51.611, ,Perrine Street,False,11835261, , ,104188893, , ,1,0
205, , ,105739166,residential, ,0, ,106.285, ,"['Perrine Street', 'Clearview Avenue']",False,"[11942397, 11835261]", , ,104188893, , ,1,0
206, , ,106052341,residential, ,0, ,53.964, ,Sterrett Street,False,11836112, , ,104188899, , ,1,0
207, , ,106063699,residential, ,0, ,54.442, ,Sterrett Street,False,11836112, , ,104188899, , ,1,0
208, , ,104188916,service, ,0, ,236.114, , ,False,11652015, , ,104188899, , ,1,0
209, , ,104188946,service, ,0, ,40.067, , ,False,11652017, , ,104188916, , ,1,0
210, , ,104188938,service, ,0, ,52.067, , ,False,11652017, , ,104188916, , ,1,0
211, , ,106052341,residential, ,0, ,231.027, ,Barr Avenue,False,11835411, , ,104188938, , ,1,0
212, , ,104504397,residential, ,0, ,40.262, ,Barr Avenue,False,11835411, , ,104188938, , ,1,0
213, , ,107527939,residential, ,0, ,55.253, ,Chess Avenue,False,11962683, , ,104188938, , ,1,0
214, , ,106063678,residential, ,0, ,171.973, ,Clearview Avenue,False,11942397, , ,104188946, , ,1,0
215, , ,105061220,residential, ,0, ,88.041, ,Clearview Avenue,False,11942397, , ,104188946, , ,1,0
216, , ,107572093,residential, ,0, ,49.071, ,Bly Street,False,"[404750642, 11956123]", , ,104189148, , ,0,0
217, , ,107572093,service, ,0, ,27.729, ,Stabb Way,False,11950426, , ,104189156, , ,0,0
218, , ,104191126,residential, ,0, ,144.81, ,South Court,False,11652242, , ,104191122, , ,0,0
219, , ,1771443971,residential, ,0, ,353.94600000000014, ,Fairywood Street,False,11721718, , ,104191126, , ,0,0
220, , ,104940651,residential, ,0, ,240.18799999999996, ,Fairywood Street,False,11721724, , ,104191126, , ,0,0
221, , ,104799264,residential, ,0, ,155.831, ,Dartmore Street,False,11708623, , ,104191147, , ,0,0
222, , ,105043999,residential, ,0, ,210.91299999999998, ,Parkfield Street,False,11752023, , ,104191147, , ,0,0
223, , ,104641917,residential, ,0, ,150.404, ,Parkfield Street,False,11752029, , ,104191147, , ,0,0
224, , ,104191311,primary, ,0,2,39.263, ,North Canal Street,True,54338597, , ,684907418, , ,0,0
225, ,yes,104191311,primary, ,0,2,88.33, ,East Ohio Street,True,"[54338620, 54338621, 54338615]", , ,684907625, , ,0,0
226, , ,105170359,secondary, ,0, ,33.455, ,East Ohio Street,True,54338619, , ,104191311, , ,0,0
227, , ,684907627,primary, ,0,3,10.65, ,East Street,True,11840242, , ,104191311, , ,0,0
228, , ,105825321,residential, ,0, ,55.855, ,Merrick Avenue,False,11854659, , ,104191391, , ,0,0
229, , ,105863455,residential, ,0, ,40.795, ,Merrick Avenue,False,11854659, , ,104191391, , ,0,0
230, , ,105206233,residential, ,0, ,86.851, ,Clippert Avenue,False,11965567, , ,104191391, , ,0,0
231, , ,584247760,tertiary, ,0, ,53.703, ,Breining Street,False,11826192, , ,104191407, , ,0,0
232, , ,105825337,unclassified, ,0, ,126.31900000000002, ,Brookline Boulevard,False,"[54933314, 54580155]", ,abandoned_tram,104191407, , ,0,0
233, , ,104545645,tertiary, ,0,2,185.298, ,Brookline Boulevard,False,400525829, , ,104191407, , ,0,0
234, , ,1252104734,unclassified, ,0, ,64.73, , ,False,11652289, , ,104191585, , ,0,0
235, , ,105957540,primary, ,0, ,204.907, ,Penn Avenue,False,572180041, , ,104191585, , ,0,0
236, , ,105965465,primary, ,0, ,23.483, ,Penn Avenue,False,572180041, , ,104191585, , ,0,0
237, , ,1252104600,unclassified, ,0, ,19.784, , ,False,11652289, , ,104191613, , ,0,0
238, , ,1252104734,unclassified, ,0, ,51.18300000000001, , ,False,11652289, , ,104191613, , ,0,0
239, , ,1252104524,service, ,0, ,154.288, , ,False,109353799, , ,104191613, , ,0,0
240, , ,104191966,service, ,0, ,55.839, , ,False,11652314, , ,104191960, , ,0,0
241, , ,104191960,residential, ,0, ,40.546, ,Wallingford Street,True,11819344, , ,105814321, , ,0,0
242, , ,105814317,residential, ,0, ,140.666, ,Wallingford Street,True,11819344, , ,104191960, , ,0,0
243, , ,107555167,residential, ,0, ,40.45, ,Orion Street,False,11949049, , ,104192015, , ,0,0
244, , ,2584519828,residential, ,0, ,552.417,25 mph,Webster Avenue,False,344435198, , ,104192015, , ,0,0
245, , ,105731715,residential, ,0, ,143.133,25 mph,Webster Avenue,False,344435198, , ,104192015, , ,0,0
246, , ,104637639,residential, ,0, ,167.613, ,Bethoven Street,False,11818832, , ,104192054, , ,0,0
247, , ,105805445,residential, ,0, ,127.915, ,Bethoven Street,False,11818832, , ,104192054, , ,0,0
248, , ,106067071,residential, ,0, ,42.465, ,Jewel St,False,109355422, , ,104192054, , ,0,0
249, , ,105900624,residential, ,0, ,249.29000000000002, ,Ridgway Street,False,30677815, , ,104192081, , ,0,0
250, , ,105734791,residential, ,0, ,95.506, ,Ridgway Street,False,30677815, , ,104192081, , ,0,0
251, , ,105734796,service, ,0, ,143.186, ,Ajax Street,False,"[11824441, 292835610]", , ,104192081, , ,0,0
252, , ,104192122,service, ,0, ,92.081, , ,False,11652325, , ,104192117, , ,1,0
253, , ,104968308,residential, ,0, ,157.791, ,Fountain Street,False,11724357, , ,104192117, , ,1,0
254, , ,104968302,residential, ,0, ,160.592, ,Fountain Street,False,11724357, , ,104192117, , ,1,0
255, , ,104968302,residential, ,0, ,160.263, ,Chartiers Avenue,False,11833160, , ,104192122, , ,1,0
256, , ,105020526,residential, ,0, ,134.994, ,Chartiers Avenue,False,11833160, , ,104192122, , ,1,0
257, , ,104821882,tertiary, ,0, ,26.189, ,Josephine Street,False,31904291, , ,104192763, , ,0,0
258, , ,105246154,tertiary, ,0, ,94.493, ,Josephine Street,False,31904291, , ,104192763, , ,0,0
