Source,Target,Type,Id,bridge,required,out_boundary,distance
104527071,104641868,Directed,3123,0,0,0,339.503
104527071,104641800,Directed,3124,0,0,0,318.018
104527095,104641868,Directed,3125,0,0,0,59.245
104527095,104915059,Directed,3126,0,0,0,194.41
104527095,104527071,Directed,3127,0,0,0,288.64
104527095,104915046,Directed,3128,0,0,0,76.782
104527262,104527272,Directed,3129,0,0,0,57.919
104527262,104527312,Directed,3130,0,0,0,32.18
104527262,105100312,Directed,3131,0,0,0,100.058
104527262,105225037,Directed,3132,0,0,0,149.276
104527272,104527262,Directed,3133,0,0,0,57.919
104527272,104728141,Directed,3134,0,0,0,40.284
104527272,104728141,Directed,3135,0,0,0,197.345
104527272,104852056,Directed,3136,0,0,0,36.767
104527301,104527312,Directed,3137,0,0,0,191.083
104527301,105789701,Directed,3138,0,0,0,74.399
104527301,105789691,Directed,3139,0,0,0,78.877
104527312,104527262,Directed,3140,0,0,0,32.18
104527312,104527301,Directed,3141,0,0,0,191.083
104527312,105792595,Directed,3142,0,0,0,74.922
104527312,106069909,Directed,3143,0,0,0,72.659
104527330,5010208060,Directed,3144,0,0,0,16.312
104527330,3567193885,Directed,3145,0,0,0,41.527
104527330,105729008,Directed,3146,0,0,0,207.864
104527601,104527605,Directed,3147,0,0,0,198.272
104527601,105250280,Directed,3148,0,0,0,33.46
104527601,105735607,Directed,3149,0,0,0,47.078
104527601,105250262,Directed,3150,0,0,0,228.366
104527605,104527614,Directed,3151,0,0,0,189.757
104527605,104527601,Directed,3152,0,0,0,198.272
104527605,104764604,Directed,3153,0,0,0,38.359
104527605,104764594,Directed,3154,0,0,0,38.968
104527614,104527621,Directed,3155,0,0,0,197.368
104527614,104527605,Directed,3156,0,0,0,189.757
104527614,105250291,Directed,3157,0,0,0,38.006
104527614,105815236,Directed,3158,0,0,0,40.248
104527621,104488478,Directed,3159,0,0,0,216.852
104527621,104527614,Directed,3160,0,0,0,197.368
104527621,105098352,Directed,3161,0,0,0,38.391
104527621,105098342,Directed,3162,0,0,0,38.428
104527632,105250300,Directed,3163,0,0,0,58.491
104527632,105809978,Directed,3164,0,0,0,41.633
104527632,104488478,Directed,3165,0,0,0,57.546
104527647,105736884,Directed,3166,0,0,1,124.163
104527647,4607077465,Directed,3167,0,0,1,306.965
104527647,105965928,Directed,3168,0,0,1,162.726
104528105,104531579,Directed,3169,0,0,0,129.816
104528105,104949156,Directed,3170,0,0,0,79.117
104528105,104704862,Directed,3171,0,0,0,96.986
104528113,4378185119,Directed,3172,0,0,0,43.674
104528113,104528105,Directed,3173,0,0,0,93.759
104528120,4378185112,Directed,3174,0,0,0,72.233
104528120,104787231,Directed,3175,0,0,0,76.487
104528126,3331321741,Directed,3176,0,0,0,31.464
104528126,3331321737,Directed,3177,0,0,0,76.157
104528126,104632358,Directed,3178,0,0,0,76.311
104528138,1254848875,Directed,3179,0,0,0,49.153
104528138,1254848902,Directed,3180,0,0,0,38.06
104528147,104528138,Directed,3181,0,0,0,26.081
104528147,1254848899,Directed,3182,0,0,0,139.731
104528157,104528147,Directed,3183,0,0,0,44.636
104528157,104543978,Directed,3184,0,0,0,187.74
104528579,104528587,Directed,3185,0,0,0,70.705
104528579,105843082,Directed,3186,0,0,0,110.091
104528579,104765370,Directed,3187,0,0,0,108.218
104528587,104528592,Directed,3188,0,0,0,49.942
104528587,104528579,Directed,3189,0,0,0,70.705
104528587,104765370,Directed,3190,0,0,0,67.982
104528592,104528597,Directed,3191,0,0,0,139.106
104528592,104528587,Directed,3192,0,0,0,49.942
104528592,105182629,Directed,3193,0,0,0,35.564
104528597,104380732,Directed,3194,0,0,0,187.457
104528597,104528592,Directed,3195,0,0,0,139.106
104528597,104541861,Directed,3196,0,0,0,38.755
104528597,105215173,Directed,3197,0,0,0,77.217
104528607,104380732,Directed,3198,0,0,0,141.515
104528607,104541869,Directed,3199,0,0,0,45.375
104528607,107635255,Directed,3200,0,0,0,47.722
104528672,104528678,Directed,3201,0,0,1,48.441
104528672,106348713,Directed,3202,0,0,1,108.276
104528672,105170499,Directed,3203,0,0,1,112.649
104528678,104528689,Directed,3204,0,0,1,50.753
104528678,104528672,Directed,3205,0,0,1,48.441
104528678,104827429,Directed,3206,0,0,1,88.081
104528689,3551132217,Directed,3207,0,0,1,26.559
104528689,104528678,Directed,3208,0,0,1,50.753
104528689,104997574,Directed,3209,0,0,1,66.372
104528698,104528710,Directed,3210,0,0,1,33.084
104528698,104365092,Directed,3211,0,0,1,16.844
104528698,104866352,Directed,3212,0,0,1,82.289
104528710,104528715,Directed,3213,0,0,1,62.635
104528710,104528698,Directed,3214,0,0,1,33.084
104528710,104866393,Directed,3215,0,0,1,164.651
104528715,104528710,Directed,3216,0,0,1,62.635
104528715,104528723,Directed,3217,0,0,1,43.497
104528715,105995173,Directed,3218,0,0,1,152.871
104528723,104711691,Directed,3219,0,0,1,142.339
104528723,104528715,Directed,3220,0,0,1,43.497
104528735,106108989,Directed,3221,0,0,0,88.487
104528735,3500353719,Directed,3222,0,0,0,30.456
104528735,104528743,Directed,3223,0,0,0,69.361
104528743,104728808,Directed,3224,0,0,0,52.75
104528743,3500353718,Directed,3225,0,0,0,30.178
104528743,104528753,Directed,3226,0,0,0,125.851
104528743,104528735,Directed,3227,0,0,0,69.693
104528753,104528763,Directed,3228,0,0,0,120.214
104528753,104528743,Directed,3229,0,0,0,125.851
104528753,104728815,Directed,3230,0,0,0,50.849
104528753,2588527098,Directed,3231,0,0,0,70.589
104528763,104728823,Directed,3232,0,0,0,51.023
104528763,104528753,Directed,3233,0,0,0,120.214
104528763,4020843894,Directed,3234,0,0,0,229.406
104528821,104528829,Directed,3235,0,0,0,57.058
104528821,104548142,Directed,3236,0,0,0,88.559
104528821,104990045,Directed,3237,0,0,0,58.354
104528829,104528821,Directed,3238,0,0,0,57.058
104529292,104496314,Directed,3239,0,0,0,17.003
104529292,104946200,Directed,3240,0,0,0,59.584
104529292,104946195,Directed,3241,0,0,0,33.174
104529311,104529317,Directed,3242,0,0,1,104.923
104529311,104698267,Directed,3243,0,0,1,36.422
104529311,104698254,Directed,3244,0,0,1,76.313
104529317,104529329,Directed,3245,0,0,1,138.005
104529317,104529311,Directed,3246,0,0,1,104.923
104529317,104900012,Directed,3247,0,0,1,37.796
104529317,104900002,Directed,3248,0,0,1,74.491
104529329,104529317,Directed,3249,0,0,1,138.005
104529329,105751825,Directed,3250,0,0,1,71.917
104529329,105086622,Directed,3251,0,0,1,73.914
104529329,104529341,Directed,3252,0,0,1,70.053
104529341,105086639,Directed,3253,0,0,1,74.505
104529341,4614558902,Directed,3254,0,0,1,260.656
104529341,104529329,Directed,3255,0,0,1,70.053
104529341,105751817,Directed,3256,0,0,1,69.359
104529609,1460623738,Directed,3257,0,0,0,98.982
104529609,3786972698,Directed,3258,0,0,0,44.378
104529609,3786972704,Directed,3259,0,0,0,134.507
104529609,105158211,Directed,3260,0,0,0,126.795
104530275,394954462,Directed,3261,0,0,0,40.302
104530275,393558447,Directed,3262,0,0,0,276.888
104530285,394954478,Directed,3263,0,0,0,39.476
104530285,3768364108,Directed,3264,0,0,0,44.586
104530285,105933550,Directed,3265,0,0,0,54.812
104530294,105024025,Directed,3266,0,0,0,57.716
104530294,1400098762,Directed,3267,0,0,0,49.149
104530294,3768364108,Directed,3268,0,0,0,52.62
104530304,105143802,Directed,3269,0,0,0,54.02
104530304,105143811,Directed,3270,0,0,0,50.899
104530304,104530307,Directed,3271,0,0,0,61.977
104530304,1400098762,Directed,3272,0,0,0,72.98
104530307,1382527653,Directed,3273,0,0,0,38.607
104530307,104530304,Directed,3274,0,0,0,61.977
104530404,104530412,Directed,3275,0,0,1,60.014
104530404,105217583,Directed,3276,0,0,1,15.311
104530404,104931060,Directed,3277,0,0,1,62.84
104530412,104530404,Directed,3278,0,0,1,60.014
104530412,2921794546,Directed,3279,0,0,1,11.761
104530412,104982594,Directed,3280,0,0,1,39.253
104531209,104736994,Directed,3281,0,0,0,36.549
104531209,2993478929,Directed,3282,0,0,0,165.193
104531209,3724163112,Directed,3283,0,0,0,158.151
104531237,2993478929,Directed,3284,0,0,0,43.165
104531237,104627864,Directed,3285,0,0,0,55.519
104531237,104627853,Directed,3286,0,0,0,137.859
104531237,105984946,Directed,3287,0,0,0,112.053
104531378,104531386,Directed,3288,0,0,1,93.333
104531378,104976235,Directed,3289,0,0,1,48.525
104531378,104847971,Directed,3290,0,0,1,287.588
104531386,104531378,Directed,3291,0,0,1,93.333
104531386,105174065,Directed,3292,0,0,1,47.587
104531386,105087939,Directed,3293,0,0,1,219.374
104531523,393527682,Directed,3294,0,0,0,34.656
104531523,104530275,Directed,3295,0,0,0,55.281
104531534,393527800,Directed,3296,0,0,0,21.901
104531534,104688229,Directed,3297,0,0,0,132.017
104531534,393527477,Directed,3298,0,0,0,34.608
104531546,277043523,Directed,3299,0,0,0,36.87
104531546,104531534,Directed,3300,0,0,0,35.201
104531555,105958066,Directed,3301,0,0,0,56.181
104531555,104531546,Directed,3302,0,0,0,183.193
104531559,104688192,Directed,3303,0,0,0,92.823
104531559,3157798786,Directed,3304,0,0,0,51.779
104531559,3157798780,Directed,3305,0,0,0,66.932
104531579,4378185098,Directed,3306,0,0,0,41.814
104531579,4378185105,Directed,3307,0,0,0,56.163
104531579,4378185111,Directed,3308,0,0,0,31.56
104531999,104532011,Directed,3309,0,0,0,71.998
104531999,105971056,Directed,3310,0,0,0,16.351
104531999,105054645,Directed,3311,0,0,0,81.202
104532011,104531999,Directed,3312,0,0,0,71.998
104532369,104504426,Directed,3313,0,0,0,45.345
104532369,104919900,Directed,3314,0,0,0,68.196
104532369,760849198,Directed,3315,0,0,0,208.489
104532373,760849312,Directed,3316,0,0,0,29.444
104532373,104504431,Directed,3317,0,0,0,477.166
104532373,104504426,Directed,3318,0,0,0,26.517
104532409,104532415,Directed,3319,0,0,0,94.245
104532409,104613253,Directed,3320,0,0,0,81.268
104532409,3881028320,Directed,3321,0,0,0,4.277
104532415,104532427,Directed,3322,0,0,0,97.777
104532415,104532409,Directed,3323,0,0,0,94.245
104532415,104691224,Directed,3324,0,0,0,79.652
104532427,104532415,Directed,3325,0,0,0,97.777
104532427,105115253,Directed,3326,0,0,0,38.103
104532427,106068908,Directed,3327,0,0,0,77.933
104532478,104532489,Directed,3328,0,0,0,76.544
104532489,5180650725,Directed,3329,0,0,0,63.561
104532489,104532478,Directed,3330,0,0,0,76.544
104532489,5180650726,Directed,3331,0,0,0,227.269
104532505,104532515,Directed,3332,0,0,0,84.342
104532505,5180650723,Directed,3333,0,0,0,28.354
104532505,104688069,Directed,3334,0,0,0,42.018
104532515,104477126,Directed,3335,0,0,0,7.855
104532515,104532505,Directed,3336,0,0,0,84.342
104532515,105706750,Directed,3337,0,0,0,42.729
104532525,104532533,Directed,3338,0,0,0,46.965
104532525,104477126,Directed,3339,0,0,0,87.509
104532525,105808349,Directed,3340,0,0,0,41.056
104532533,104532543,Directed,3341,0,0,0,34.688
104532533,104532525,Directed,3342,0,0,0,46.965
104532533,104688135,Directed,3343,0,0,0,43.826
104532543,104532554,Directed,3344,0,0,0,60.857
104532543,104532533,Directed,3345,0,0,0,34.688
104532543,104991259,Directed,3346,0,0,0,113.486
104532554,104532557,Directed,3347,0,0,0,40.279
104532554,104532543,Directed,3348,0,0,0,60.857
104532554,105181305,Directed,3349,0,0,0,116.953
104532557,104532566,Directed,3350,0,0,0,40.591
104532557,104532554,Directed,3351,0,0,0,40.279
104532557,105181314,Directed,3352,0,0,0,116.704
104532566,104532574,Directed,3353,0,0,0,43.576
104532566,104532557,Directed,3354,0,0,0,40.591
104532566,105181318,Directed,3355,0,0,0,117.244
104532574,104532578,Directed,3356,0,0,0,38.012
104532574,104532566,Directed,3357,0,0,0,43.576
104532574,105172006,Directed,3358,0,0,0,115.45
104532574,104688140,Directed,3359,0,0,0,50.011
104532578,104532584,Directed,3360,0,0,0,83.918
104532578,104532574,Directed,3361,0,0,0,38.012
104532578,105181327,Directed,3362,0,0,0,120.152
104532578,105792487,Directed,3363,0,0,0,84.081
104532584,104532594,Directed,3364,0,0,0,68.28
104532584,104532578,Directed,3365,0,0,0,83.918
104532584,105144654,Directed,3366,0,0,0,120.897
104532584,105144647,Directed,3367,0,0,0,87.358
104532594,104532605,Directed,3368,0,0,0,143.413
104532594,104532584,Directed,3369,0,0,0,68.28
104532594,105181337,Directed,3370,0,0,0,121.787
104532605,104532594,Directed,3371,0,0,0,143.413
104532605,105181349,Directed,3372,0,0,0,163.723
104532605,105792497,Directed,3373,0,0,0,101.753
104532851,104532858,Directed,3374,0,0,0,167.313
104532858,104532851,Directed,3375,0,0,0,167.313
104532858,104632530,Directed,3376,0,0,0,79.734
104532858,104775632,Directed,3377,0,0,0,71.672
104533387,104533400,Directed,3378,0,0,0,49.601
104533387,104741727,Directed,3379,0,0,0,47.397
104533387,104741720,Directed,3380,0,0,0,202.715
104533387,105702605,Directed,3381,0,0,0,219.969
104533400,104533387,Directed,3382,0,0,0,49.601
104533400,106087338,Directed,3383,0,0,0,95.205
104533400,106051546,Directed,3384,0,0,0,87.324
104533435,105134742,Directed,3385,0,0,0,46.329
104533435,104658831,Directed,3386,0,0,0,84.284
104533435,271214392,Directed,3387,0,0,0,205.19
104533482,105207391,Directed,3388,0,0,0,267.208
104533489,2588529298,Directed,3389,0,0,0,393.818
104533489,105207391,Directed,3390,0,0,0,262.364
104533489,104907721,Directed,3391,0,0,0,51.864
104533505,1808782756,Directed,3392,0,0,0,159.27
104533505,4998819354,Directed,3393,0,0,0,360.093
104533505,4998819398,Directed,3394,0,0,0,146.531
104533527,1808782756,Directed,3395,0,0,0,55.807
104533964,1253650330,Directed,3396,0,0,0,66.388
104533964,105781118,Directed,3397,0,0,0,56.208
104533964,105054623,Directed,3398,0,0,0,49.605
104533971,1253650429,Directed,3399,0,0,0,51.615
104533982,1253650348,Directed,3400,0,0,0,36.393
104533982,104781198,Directed,3401,0,0,0,94.352
104533982,105035796,Directed,3402,0,0,0,202.014
104534193,1025935816,Directed,3403,0,0,1,104.321
104534193,105212152,Directed,3404,0,0,1,164.978
104534351,104957432,Directed,3405,0,0,0,90.836
104534351,104534356,Directed,3406,0,0,0,65.887
104534356,105910905,Directed,3408,0,0,0,103.809
104534356,1025863928,Directed,3409,0,0,0,6.808
104534356,104534351,Directed,3410,0,0,0,65.887
104534360,104534366,Directed,3411,0,0,0,38.861
104534360,1025863928,Directed,3412,0,0,0,35.184
104534360,105858741,Directed,3413,0,0,0,103.074
104534366,104534360,Directed,3414,0,0,0,38.861
104534366,104534372,Directed,3415,0,0,0,81.466
104534366,105910916,Directed,3416,0,0,0,103.082
104534366,105994175,Directed,3417,0,0,0,91.091
104534372,105852233,Directed,3418,0,0,0,103.557
104534372,104534381,Directed,3419,0,0,0,31.239
104534372,104534366,Directed,3420,0,0,0,81.466
104534381,105851890,Directed,3421,0,0,0,87.572
104534381,4605832348,Directed,3422,0,0,0,9.288
104534381,104534372,Directed,3423,0,0,0,31.239
104534385,105910933,Directed,3424,0,0,0,104.079
104534385,1025863893,Directed,3425,0,0,0,9.711
104534385,4605832348,Directed,3426,0,0,0,43.573
104534388,1025863893,Directed,3427,0,0,0,30.812
104534388,1025863897,Directed,3428,0,0,0,67.091
104534388,106051068,Directed,3429,0,0,0,118.458
104534402,656070632,Directed,3430,0,0,0,81.596
104534402,1252520707,Directed,3431,0,0,0,22.159
104534402,104968252,Directed,3432,0,0,0,329.619
104535021,104535026,Directed,3433,0,0,0,60.688
104535021,684907277,Directed,3434,0,0,0,87.278
104535021,4591433896,Directed,3435,0,0,0,55.154
104535026,316145672,Directed,3436,0,0,0,61.766
104535026,104535021,Directed,3437,0,0,0,60.688
104535029,316145672,Directed,3438,0,0,0,30.774
104535029,104535032,Directed,3439,0,0,0,39.323
104535029,105739098,Directed,3440,0,0,0,216.714
104535032,104535029,Directed,3441,0,0,0,39.323
104535032,105987036,Directed,3442,0,0,0,48.351
104535032,104535036,Directed,3443,0,0,0,89.541
104535032,104976606,Directed,3444,0,0,0,83.611
104535036,105210416,Directed,3445,0,0,0,48.378
104535036,104535040,Directed,3446,0,0,0,91.52
104535036,104535032,Directed,3447,0,0,0,89.541
104535040,105781082,Directed,3448,0,0,0,48.484
104535040,104535042,Directed,3449,0,0,0,92.047
104535040,104535036,Directed,3450,0,0,0,91.52
104535042,106352386,Directed,3451,0,0,0,48.587
104535042,104535040,Directed,3452,0,0,0,92.047
104535042,104535045,Directed,3453,0,0,0,61.051
104535045,4160135394,Directed,3454,0,0,0,11.785
104535045,105759480,Directed,3455,0,0,0,48.658
104535045,104535042,Directed,3456,0,0,0,61.051
104535071,107555425,Directed,3457,0,0,1,17.587
104535071,104535074,Directed,3458,0,0,1,108.101
104535071,106119421,Directed,3459,0,0,1,196.456
104535074,104446600,Directed,3460,0,0,1,56.416
104535074,104535071,Directed,3461,0,0,1,108.101
104535613,104535618,Directed,3462,0,0,1,140.332
104535613,104563060,Directed,3463,0,0,1,26.671
104535613,105200711,Directed,3464,0,0,1,171.315
104535618,104535613,Directed,3465,0,0,1,140.332
104535618,105712316,Directed,3466,0,0,1,92.688
104535618,105774551,Directed,3467,0,0,1,58.294
104535680,104535919,Directed,3468,0,0,0,38.098
104535680,104535913,Directed,3469,0,0,0,35.578
104535680,104535689,Directed,3470,0,0,0,91.555
104535689,105980976,Directed,3471,0,0,0,211.002
104535689,105225014,Directed,3472,0,0,0,77.512
104535689,104535919,Directed,3473,0,0,0,56.208
104535689,104535680,Directed,3474,0,0,0,91.555
104535801,104535804,Directed,3475,0,0,0,194.499
104535801,104837520,Directed,3476,0,0,0,45.28
104535801,104982476,Directed,3477,0,0,0,43.518
104535804,104535801,Directed,3478,0,0,0,194.499
104535804,104837526,Directed,3479,0,0,0,44.931
104535804,105001949,Directed,3480,0,0,0,44.7
104535813,104535817,Directed,3481,0,0,1,145.131
104535813,105088930,Directed,3482,0,0,1,39.923
104535813,105088937,Directed,3483,0,0,1,35.126
104535817,104535813,Directed,3484,0,0,1,145.131
104535817,107508674,Directed,3485,0,0,1,103.269
104535817,107508662,Directed,3486,0,0,1,51.522
104535905,104535913,Directed,3487,0,0,0,71.714
104535905,105133148,Directed,3488,0,0,0,112.786
104535905,105133137,Directed,3489,0,0,0,75.464
104535913,104535680,Directed,3490,0,0,0,35.578
104535913,104535905,Directed,3491,0,0,0,71.714
104535913,105225001,Directed,3492,0,0,0,123.776
104535919,104535925,Directed,3493,0,0,0,215.081
104535919,104535680,Directed,3494,0,0,0,38.098
104535919,104535689,Directed,3495,0,0,0,56.208
104535919,105789683,Directed,3496,0,0,0,74.692
104535925,104535919,Directed,3497,0,0,0,215.081
104535925,105980976,Directed,3498,0,0,0,67.462
104535925,106042861,Directed,3499,0,0,0,75.167
104536263,104536274,Directed,3500,0,0,0,129.602
104536263,107694690,Directed,3501,0,0,0,106.677
104536263,104510415,Directed,3502,0,0,0,48.322
104536274,104536263,Directed,3503,0,0,0,129.602
104536384,104536390,Directed,3504,0,0,0,170.562
104536384,105997034,Directed,3505,0,0,0,47.899
104536384,104610797,Directed,3506,0,0,0,210.369
104536390,104536403,Directed,3507,0,0,0,36.858
104536390,104536384,Directed,3508,0,0,0,170.562
104536390,107649740,Directed,3509,0,0,0,40.639
104536403,104536413,Directed,3510,0,0,0,7.144
104536403,104536390,Directed,3511,0,0,0,36.858
104536403,5010207771,Directed,3512,0,0,0,66.828
104536413,5010207765,Directed,3513,0,0,0,167.192
104536413,104536403,Directed,3514,0,0,0,7.144
104536413,104881247,Directed,3515,0,0,0,112.1
104536464,5010207755,Directed,3516,0,0,0,85.176
104536464,4791812164,Directed,3517,0,0,0,57.386
104536481,104536492,Directed,3518,0,0,0,154.026
104536481,104773570,Directed,3519,0,0,0,51.671
104536481,106065794,Directed,3520,0,0,0,55.238
104536492,104536502,Directed,3521,0,0,0,117.586
104536492,104773589,Directed,3522,0,0,0,49.422
104536492,106061050,Directed,3523,0,0,0,54.768
104536502,104773603,Directed,3524,0,0,0,47.053
104536502,107495280,Directed,3525,0,0,0,55.108
104536502,104536506,Directed,3526,0,0,0,57.677
104536506,104935836,Directed,3527,0,0,0,32.024
104536506,104739411,Directed,3528,0,0,0,45.477
104536528,104536540,Directed,3529,0,0,0,22.014
104536540,104536528,Directed,3530,0,0,0,22.014
104536540,104651101,Directed,3531,0,0,0,88.961
104536540,104781449,Directed,3532,0,0,0,136.991
104536566,104463863,Directed,3533,0,0,0,206.021
104536566,104441571,Directed,3534,0,0,0,88.415
104536566,105063626,Directed,3535,0,0,0,1039.229
104536673,105775532,Directed,3536,0,0,0,334.809
104536673,105807182,Directed,3537,0,0,0,183.085
104536673,2985643056,Directed,3538,0,0,0,46.311
104536737,104536744,Directed,3539,0,0,0,248.009
104536737,107548839,Directed,3540,0,0,0,42.352
104536737,107548825,Directed,3541,0,0,0,47.238
104536744,104536750,Directed,3542,0,0,0,157.628
104536744,104536737,Directed,3543,0,0,0,248.009
104536744,104797889,Directed,3544,0,0,0,41.914
104536744,104797880,Directed,3545,0,0,0,48.567
104536750,104536744,Directed,3546,0,0,0,157.628
104536750,106090662,Directed,3547,0,0,0,43.061
104536750,106090657,Directed,3548,0,0,0,43.918
104536750,104536755,Directed,3549,0,0,0,101.308
104536755,104536765,Directed,3550,0,0,0,132.158
104536755,107537284,Directed,3551,0,0,0,42.084
104536755,107537275,Directed,3552,0,0,0,41.516
104536755,104536750,Directed,3553,0,0,0,101.308
104536765,104536774,Directed,3554,0,0,0,134.114
104536765,104536755,Directed,3555,0,0,0,132.158
104536765,106053233,Directed,3556,0,0,0,40.779
104536765,106053230,Directed,3557,0,0,0,40.889
104536774,104536765,Directed,3558,0,0,0,134.114
104536774,105691930,Directed,3559,0,0,0,41.777
104536774,105691926,Directed,3560,0,0,0,39.168
104536815,104536820,Directed,3561,0,0,0,173.783
104536815,104808480,Directed,3562,0,0,0,39.61
104536815,1252089036,Directed,3563,0,0,0,30.87
104536820,106039054,Directed,3564,0,0,0,40.875
104536820,2394218733,Directed,3565,0,0,0,276.877
104537006,105216274,Directed,3566,0,0,0,58.636
104537006,2272874724,Directed,3567,0,0,0,224.164
104537006,104537011,Directed,3568,0,0,0,74.896
104537011,106053120,Directed,3569,0,0,0,267.534
104537011,104537006,Directed,3570,0,0,0,74.896
104537011,1027024811,Directed,3571,0,0,0,34.743
104537042,3641257557,Directed,3572,0,0,0,78.83
104537042,106041643,Directed,3573,0,0,0,267.808
104537042,104537047,Directed,3574,0,0,0,80.88
104537042,1027024811,Directed,3575,0,0,0,118.548
104537042,104644278,Directed,3576,0,0,0,244.194
104537047,104537053,Directed,3577,0,0,0,75.956
104537047,104537042,Directed,3578,0,0,0,80.88
104537047,104789402,Directed,3579,0,0,0,30.578
104537047,104789393,Directed,3580,0,0,0,138.259
104537053,104537047,Directed,3581,0,0,0,75.956
104537053,271213037,Directed,3582,0,0,0,211.926
104537053,271212967,Directed,3583,0,0,0,80.398
104537053,4472120418,Directed,3584,0,0,0,60.731
104537065,104922571,Directed,3585,0,0,0,211.651
104537065,105069424,Directed,3586,0,0,0,269.311
104537065,104537071,Directed,3587,0,0,0,75.613
104537065,271212967,Directed,3588,0,0,0,80.809
104537071,104922581,Directed,3589,0,0,0,212.415
104537071,107501596,Directed,3590,0,0,0,132.509
104537071,104537076,Directed,3591,0,0,0,74.757
104537071,104537065,Directed,3592,0,0,0,75.613
104537076,104537085,Directed,3593,0,0,0,77.772
104537076,104537071,Directed,3594,0,0,0,74.757
104537076,104922589,Directed,3595,0,0,0,211.314
104537076,1014990058,Directed,3596,0,0,0,120.026
104537085,104922596,Directed,3597,0,0,0,210.906
104537085,107735505,Directed,3598,0,0,0,140.714
104537085,104537092,Directed,3599,0,0,0,78.741
104537085,104537076,Directed,3600,0,0,0,77.772
104537092,104537101,Directed,3601,0,0,0,72.907
104537092,104537085,Directed,3602,0,0,0,78.741
104537092,106025605,Directed,3603,0,0,0,103.742
104537092,3627393304,Directed,3604,0,0,0,203.534
104537101,104537092,Directed,3605,0,0,0,72.907
104537101,105090528,Directed,3606,0,0,0,65.454
104537133,104537142,Directed,3607,0,0,0,104.674
104537133,104627982,Directed,3608,0,0,0,38.774
104537133,104628026,Directed,3609,0,0,0,43.741
104537142,104537150,Directed,3610,0,0,0,75.458
104537142,104537133,Directed,3611,0,0,0,104.674
104537142,107544255,Directed,3612,0,0,0,39.223
104537142,104628026,Directed,3613,0,0,0,151.563
104537150,104537142,Directed,3614,0,0,0,75.458
104537178,104537200,Directed,3615,0,0,0,221.772
104537178,104728173,Directed,3616,0,0,0,36.532
104537178,104728164,Directed,3617,0,0,0,40.471
104537200,104537178,Directed,3618,0,0,0,221.772
104537200,104781542,Directed,3619,0,0,0,44.027
104537200,104781474,Directed,3620,0,0,0,55.2
104537227,104537240,Directed,3621,0,0,0,51.413
104537227,107680492,Directed,3622,0,0,0,38.416
104537227,105120680,Directed,3623,0,0,0,128.668
104537240,104537245,Directed,3624,0,0,0,53.749
104537240,104537227,Directed,3625,0,0,0,51.413
104537240,104364858,Directed,3626,0,0,0,38.554
104537245,104537256,Directed,3627,0,0,0,50.705
104537245,104537240,Directed,3628,0,0,0,53.749
104537245,106069987,Directed,3629,0,0,0,40.264
104537245,105120701,Directed,3630,0,0,0,128.249
104537256,104537245,Directed,3631,0,0,0,50.705
104537256,105979613,Directed,3632,0,0,0,40.092
104537256,105121190,Directed,3633,0,0,0,127.797
104537305,104537314,Directed,3634,0,0,0,148.9
104537305,104644668,Directed,3635,0,0,0,90.306
104537305,105733064,Directed,3636,0,0,0,107.47
104537314,104537319,Directed,3637,0,0,0,99.727
104537314,104537305,Directed,3638,0,0,0,148.9
104537314,105692223,Directed,3639,0,0,0,82.294
104537314,104644674,Directed,3640,0,0,0,72.981
104537319,104537328,Directed,3641,0,0,0,125.924
104537319,104537314,Directed,3642,0,0,0,99.727
104537319,104363692,Directed,3643,0,0,0,35.944
104537319,104644697,Directed,3644,0,0,0,71.294
104537328,104537319,Directed,3645,0,0,0,125.924
104537328,104363698,Directed,3646,0,0,0,35.812
104537328,104644711,Directed,3647,0,0,0,72.183
104537348,104537353,Directed,3648,0,0,0,40.165
104537348,104769133,Directed,3649,0,0,0,44.04
104537348,107634133,Directed,3650,0,0,0,87.487
104537353,104537358,Directed,3651,0,0,0,38.601
104537353,104537348,Directed,3652,0,0,0,40.165
104537353,104769141,Directed,3653,0,0,0,46.196
104537353,107671595,Directed,3654,0,0,0,60.25
104537358,104537353,Directed,3655,0,0,0,38.601
104537358,104769145,Directed,3656,0,0,0,46.538
104537358,105046480,Directed,3657,0,0,0,197.973
104537423,104537430,Directed,3658,0,0,0,147.897
104537423,104919545,Directed,3659,0,0,0,40.396
104537423,105774817,Directed,3660,0,0,0,36.107
104537430,104537423,Directed,3661,0,0,0,147.897
104537430,104919562,Directed,3662,0,0,0,39.882
104537430,105702843,Directed,3663,0,0,0,39.772
104537465,104537474,Directed,3664,0,0,1,64.94
104537474,104537465,Directed,3665,0,0,1,64.94
104537474,105751804,Directed,3666,0,0,1,47.494
104537474,105751792,Directed,3667,0,0,1,49.37
104538292,104582214,Directed,3668,0,0,1,22.031
104538292,104658921,Directed,3669,0,0,1,25.092
104538292,104728542,Directed,3670,0,0,0,182.066
104538337,276837041,Directed,3671,0,0,0,49.278
104538337,3155025977,Directed,3672,0,0,0,48.843
104538337,276837060,Directed,3673,0,0,0,43.209
104538337,276836798,Directed,3674,0,0,0,98.557
104538394,276837245,Directed,3675,0,0,0,18.213
104538394,3058616798,Directed,3676,0,0,0,45.841
104538394,105071390,Directed,3677,0,0,0,126.038
104538442,104538452,Directed,3678,0,0,0,50.748
