X,Y,id,modularity,hood_no,hood
580925.4259,4481594.074,685113899,0,13,Brighton Heights
581120.8735,4481411.662,685113903,0,13,Brighton Heights
582074.9599,4481097.461,105972460,0,13,Brighton Heights
582594.3223,4481888.091,105972492,0,13,Brighton Heights
582225.2698,4481155.052,105972540,0,13,Brighton Heights
582446.0606,4481475.542,105121497,0,13,Brighton Heights
581046.9157,4481927.48,104794734,0,13,Brighton Heights
581879.815,4481166.417,105712495,0,13,Brighton Heights
581826.0634,4481153.65,105712499,0,13,Brighton Heights
580877.4694,4482074.816,3637906632,0,13,Brighton Heights
582266.5149,4481524.865,105188767,0,13,Brighton Heights
582120.1783,4481456.626,105188789,0,13,Brighton Heights
581409.4357,4480952.098,105254585,0,13,Brighton Heights
581383.2676,4481060.186,105254597,0,13,Brighton Heights
581333.5944,4481260.083,105254608,0,13,Brighton Heights
581250.9982,4481594.251,105254620,0,13,Brighton Heights
581249.7175,4481765.989,105254631,0,13,Brighton Heights
581306.3476,4481368.56,104993726,0,13,Brighton Heights
581182.3003,4481338.115,104993731,0,13,Brighton Heights
582119.5243,4481958.597,105913990,0,13,Brighton Heights
580855.2348,4481636.6,105259405,0,13,Brighton Heights
582154.8256,4481147.762,104538620,0,13,Brighton Heights
581788.0948,4481101.513,105718294,0,13,Brighton Heights
581111.9788,4481349.32,684597808,0,13,Brighton Heights
581244.2226,4481353.308,104669987,0,13,Brighton Heights
581203.3368,4481517.311,104669997,0,13,Brighton Heights
581189.3687,4481573.344,104670006,0,13,Brighton Heights
581581.0789,4480960.295,106046694,0,13,Brighton Heights
581485.4282,4481297.793,106046712,0,13,Brighton Heights
581923.0562,4481137.216,685124293,0,13,Brighton Heights
582264.0403,4481556.4,2515546358,0,13,Brighton Heights
581932.9751,4482114.581,2515546388,0,13,Brighton Heights
580991.0855,4481531.695,105854109,0,13,Brighton Heights
581972.7122,4481604.934,104675012,0,13,Brighton Heights
581997.0945,4481563.715,104675022,0,13,Brighton Heights
582072.5386,4481419.368,104675040,0,13,Brighton Heights
582073.4661,4481383.509,104675044,0,13,Brighton Heights
581564.8818,4481477.771,105985880,0,13,Brighton Heights
581018.1455,4481848.514,106118058,0,13,Brighton Heights
581879.0849,4481993.562,2842317531,0,13,Brighton Heights
581868.1458,4481985.438,2842317532,0,13,Brighton Heights
582195.5229,4481933.365,106321055,0,13,Brighton Heights
582083.7435,4481960.247,106321087,0,13,Brighton Heights
581065.8831,4481403.75,3772210008,0,13,Brighton Heights
581587.1202,4481198.466,107503314,0,13,Brighton Heights
581637.3684,4481901.141,104619945,0,13,Brighton Heights
581267.7303,4481812.822,104619958,0,13,Brighton Heights
580671.6993,4482013.268,4037566630,0,13,Brighton Heights
581446.8351,4481453.138,104361037,0,13,Brighton Heights
582476.19,4481584.558,106130854,0,13,Brighton Heights
582464.9924,4481768.265,106130868,0,13,Brighton Heights
581853.508,4482080.595,105213421,0,13,Brighton Heights
581815.8115,4482046.667,105213427,0,13,Brighton Heights
582070.4814,4482068.042,104820823,0,13,Brighton Heights
581976.5284,4482065.723,104820835,0,13,Brighton Heights
581809.2051,4481941.574,104820858,0,13,Brighton Heights
581736.8527,4481887.718,104820871,0,13,Brighton Heights
580786.7474,4481746.719,4046877167,0,13,Brighton Heights
580824.9386,4481828.772,104362759,0,13,Brighton Heights
581787.6078,4482021.314,105083712,0,13,Brighton Heights
581729.0287,4482194.101,105083720,0,13,Brighton Heights
581760.3191,4481996.77,105083732,0,13,Brighton Heights
581487.8636,4481085.892,104560388,0,13,Brighton Heights
581941.3868,4481063.481,105217069,0,13,Brighton Heights
581852.3626,4481051.96,105217074,0,13,Brighton Heights
581718.0597,4481083.085,105217091,0,13,Brighton Heights
581791.2409,4481288.286,105217116,0,13,Brighton Heights
581802.6487,4481652.852,3046670091,0,13,Brighton Heights
581774.0568,4481739.62,3046670097,0,13,Brighton Heights
581778.867,4481749.353,3046670098,0,13,Brighton Heights
581889.1342,4481128.241,105743218,0,13,Brighton Heights
581836.3406,4481113.897,105743223,0,13,Brighton Heights
581922.4245,4481424.028,104825784,0,13,Brighton Heights
581932.2492,4481634.554,104825792,0,13,Brighton Heights
580895.6697,4481802.749,104563769,0,13,Brighton Heights
580960.1728,4481981.715,104563788,0,13,Brighton Heights
581982.349,4481833.21,104826426,0,13,Brighton Heights
581985.5775,4481964.776,104826433,0,13,Brighton Heights
581947.2211,4482098.596,104826445,0,13,Brighton Heights
581990.1567,4481391.588,107644645,0,13,Brighton Heights
581395.5151,4481275.466,106340469,0,13,Brighton Heights
582263.7639,4481559.949,105817935,0,13,Brighton Heights
582013.2384,4481575.76,105817954,0,13,Brighton Heights
581622.0226,4480969.945,107523514,0,13,Brighton Heights
581590.6189,4481048.679,107523531,0,13,Brighton Heights
581558.5671,4480684.544,105098815,0,13,Brighton Heights
581668.9891,4480915.572,105098832,0,13,Brighton Heights
581994.8411,4481358.645,107523885,0,13,Brighton Heights
581990.1051,4482050.497,2501947964,0,13,Brighton Heights
581445.6651,4481075.519,105820890,0,13,Brighton Heights
581508.3977,4481205.579,104903918,0,13,Brighton Heights
581418.5827,4481183.486,104903930,0,13,Brighton Heights
581355.8735,4481168.05,104903935,0,13,Brighton Heights
581117.0258,4481538.988,104250896,0,13,Brighton Heights
582188.8984,4481780.247,104186099,0,13,Brighton Heights
581979.0504,4481783.827,104186104,0,13,Brighton Heights
581821.4331,4481715.659,104186114,0,13,Brighton Heights
581060.8726,4481553.988,104449084,0,13,Brighton Heights
581629.8506,4480833.693,104908011,0,13,Brighton Heights
581458.8579,4480866.699,104908032,0,13,Brighton Heights
581788.7096,4480938.261,104711550,0,13,Brighton Heights
581698.7812,4481009.383,104711566,0,13,Brighton Heights
582049.7492,4482145.192,106087825,0,13,Brighton Heights
582471.3187,4481679.623,104187293,0,13,Brighton Heights
582393.4469,4481666.808,104187301,0,13,Brighton Heights
582256.9816,4481646.344,104187319,0,13,Brighton Heights
581976.018,4481697.768,104187324,0,13,Brighton Heights
581707.1485,4481253.896,104711615,0,13,Brighton Heights
581880.4717,4481672.532,104187329,0,13,Brighton Heights
581773.653,4481356.291,104711621,0,13,Brighton Heights
581705.6714,4481622.717,104187341,0,13,Brighton Heights
581737.5832,4481490.425,104711630,0,13,Brighton Heights
581684.0573,4481711.016,104711638,0,13,Brighton Heights
581594.706,4481586.403,104187353,0,13,Brighton Heights
581426.9915,4481532.442,104187364,0,13,Brighton Heights
581338.2698,4481503.701,104187373,0,13,Brighton Heights
581278.6996,4481484.37,104187384,0,13,Brighton Heights
581216.4804,4481464.61,104187391,0,13,Brighton Heights
581753.5272,4481229.158,104777623,0,13,Brighton Heights
581585.1816,4480951.015,3195258966,0,13,Brighton Heights
581616.9813,4481495.702,3195258970,0,13,Brighton Heights
582395.2475,4481631.858,3195258973,0,13,Brighton Heights
582383.3708,4481663.455,3195258975,0,13,Brighton Heights
582209.0982,4481271.996,3833515177,0,13,Brighton Heights
581990.5986,4481415.461,105893709,0,13,Brighton Heights
581863.2703,4481415.543,105893726,0,13,Brighton Heights
581189.084,4481582.4,3533819792,0,13,Brighton Heights
582516.7933,4481908.949,107729347,0,13,Brighton Heights
580832.0768,4481943.983,105829444,0,13,Brighton Heights
580669.5144,4481812.673,105110039,0,13,Brighton Heights
580734.6167,4481986.093,105110049,0,13,Brighton Heights
580859.1833,4482019.389,105044565,0,13,Brighton Heights
582197.9746,4481260.539,105110164,0,13,Brighton Heights
582201.4038,4481368.917,105110196,0,13,Brighton Heights
581837.7751,4481516.665,105766850,0,13,Brighton Heights
581402.4461,4481630.99,105963535,0,13,Brighton Heights
581311.8633,4481609.011,105963544,0,13,Brighton Heights
581117.7491,4481427.737,3533824293,0,13,Brighton Heights
581078.2242,4481389.041,3533824300,0,13,Brighton Heights
581983.5476,4481597.027,3775783255,0,13,Brighton Heights
581813.8542,4482192.265,105702340,0,13,Brighton Heights
581154.4502,4481290.665,685106454,0,13,Brighton Heights
581341.9819,4481050.045,685106497,0,13,Brighton Heights
581241.9891,4481628.413,104654178,0,13,Brighton Heights
581179.8669,4481624.818,104654184,0,13,Brighton Heights
582357.6667,4481572.029,105705812,0,13,Brighton Heights
582282.2641,4481976.505,105705847,0,13,Brighton Heights
581926.2607,4481176.695,105705857,0,13,Brighton Heights
581991.399,4481282.107,105705866,0,13,Brighton Heights
582116.1703,4481293.534,105705875,0,13,Brighton Heights
582316.1625,4481355.636,105705892,0,13,Brighton Heights
582346.2118,4481399.762,105705899,0,13,Brighton Heights
581564.4724,4481288.297,105116816,0,13,Brighton Heights
581492.2453,4481270.436,105116847,0,13,Brighton Heights
582193.8727,4481875.264,104592603,0,13,Brighton Heights
582114.6363,4481878.024,104592607,0,13,Brighton Heights
581913.6485,4481861.554,104592623,0,13,Brighton Heights
581836.4997,4481841.637,104592634,0,13,Brighton Heights
581753.5132,4481821.446,104592641,0,13,Brighton Heights
581662.4084,4481799.436,104592650,0,13,Brighton Heights
581377.6351,4481730.633,104592656,0,13,Brighton Heights
581286.8579,4481708.709,104592665,0,13,Brighton Heights
581220.0168,4481688.533,104592675,0,13,Brighton Heights
581066.9804,4481739.727,104592698,0,13,Brighton Heights
580988.9544,4481768.434,104592709,0,13,Brighton Heights
580913.0652,4481796.354,104592720,0,13,Brighton Heights
580794.6668,4481839.902,104592730,0,13,Brighton Heights
580693.6819,4481877.056,104592747,0,13,Brighton Heights
581266.1596,4481532.969,105183212,0,13,Brighton Heights
581122.0846,4481496.968,105183219,0,13,Brighton Heights
582085.5274,4481983.835,105707931,0,13,Brighton Heights
580660.8694,4481951.682,105774095,0,13,Brighton Heights
582304.2976,4481442.397,104922128,0,13,Brighton Heights
580681.3565,4482009.098,105774100,0,13,Brighton Heights
582273.1689,4481440.134,104922142,0,13,Brighton Heights
582199.4278,4481519.421,104922161,0,13,Brighton Heights
582195.7775,4481569.26,104922170,0,13,Brighton Heights
582213.313,4479536.408,5002172290,0,15,California-Kirkbride
582204.0027,4479527.147,5002172298,0,15,California-Kirkbride
582312.9917,4479471.261,685067164,0,15,California-Kirkbride
582231.9446,4479536.946,685106565,0,15,California-Kirkbride
582232.0004,4479457.782,685106601,0,15,California-Kirkbride
582177.8581,4479501.138,685106697,0,15,California-Kirkbride
582276.0273,4479598.777,104851910,0,15,California-Kirkbride
582214.9415,4479469.207,1364261881,0,15,California-Kirkbride
582285.553,4478894.969,312087388,0,22,Chateau
582120.456,4479411.974,5002172272,0,22,Chateau
582260.3659,4479074.126,685067165,0,22,Chateau
582248.8792,4478964.983,653107730,0,22,Chateau
582186.7106,4479467.931,685067222,0,49,Manchester
582289.9327,4479422.217,685106566,0,49,Manchester
582166.086,4479495.214,685106682,0,49,Manchester
581139.2892,4481295.685,685113884,0,50,Marshall-Shadeland
582536.7321,4480033.819,104661667,0,50,Marshall-Shadeland
582304.9847,4479973.428,104661678,0,50,Marshall-Shadeland
582214.0285,4481108.014,105972452,0,50,Marshall-Shadeland
581085.6061,4480596.087,1459422039,0,50,Marshall-Shadeland
581841.2523,4480704.416,105055294,0,50,Marshall-Shadeland
582333.7159,4480773.564,106039462,0,50,Marshall-Shadeland
581880.559,4480015.365,105254553,0,50,Marshall-Shadeland
581762.3759,4480226.211,105254561,0,50,Marshall-Shadeland
581705.5344,4480444.534,105254572,0,50,Marshall-Shadeland
581741.086,4480308.518,104992662,0,50,Marshall-Shadeland
582577.7024,4480188.183,104732075,0,50,Marshall-Shadeland
582497.8893,4480173.936,104732082,0,50,Marshall-Shadeland
582269.876,4480110.512,104732085,0,50,Marshall-Shadeland
582154.181,4480073.749,104732091,0,50,Marshall-Shadeland
582118.6449,4479506.716,5002172269,0,50,Marshall-Shadeland
581931.3966,4480150.993,2540771463,0,50,Marshall-Shadeland
582336.5121,4479855.999,2540771468,0,50,Marshall-Shadeland
581947.6807,4480097.873,2540771470,0,50,Marshall-Shadeland
581916.7025,4480147.18,2540771472,0,50,Marshall-Shadeland
581968.3941,4480160.568,2540771474,0,50,Marshall-Shadeland
581692.0398,4480347.204,105259330,0,50,Marshall-Shadeland
582061.8219,4480908.68,105718208,0,50,Marshall-Shadeland
581994.4982,4480917.356,105718212,0,50,Marshall-Shadeland
581975.06,4480877.777,105718234,0,50,Marshall-Shadeland
582173.2877,4480016.231,104866516,0,50,Marshall-Shadeland
582335.8908,4480901.8,104997915,0,50,Marshall-Shadeland
582502.7679,4481396.036,2515546325,0,50,Marshall-Shadeland
582133.0811,4480627.25,105986630,0,50,Marshall-Shadeland
582434.4751,4480412.753,107495151,0,50,Marshall-Shadeland
582202.679,4480351.631,107495156,0,50,Marshall-Shadeland
582307.448,4480379.26,105725955,0,50,Marshall-Shadeland
582482.2354,4481341.512,4604051955,0,50,Marshall-Shadeland
582464.7075,4481344.305,4604051957,0,50,Marshall-Shadeland
581899.4787,4480621.581,2537572348,0,50,Marshall-Shadeland
581954.3101,4480747.407,2537572357,0,50,Marshall-Shadeland
582485.7228,4480220.828,104679909,0,50,Marshall-Shadeland
582256.3239,4480160.164,104679914,0,50,Marshall-Shadeland
582244.9847,4480157.375,104679922,0,50,Marshall-Shadeland
582139.8535,4480113.779,104679934,0,50,Marshall-Shadeland
582021.0025,4479971.165,104679939,0,50,Marshall-Shadeland
581861.0802,4479969.913,685067199,0,50,Marshall-Shadeland
581766.1495,4480095.788,685067266,0,50,Marshall-Shadeland
581949.6852,4479870.681,104352961,0,50,Marshall-Shadeland
581825.1212,4480052.137,104352970,0,50,Marshall-Shadeland
582426.4678,4481053.356,105991481,0,50,Marshall-Shadeland
581912.4785,4480485.785,105730084,0,50,Marshall-Shadeland
582355.673,4480952.307,104812810,0,50,Marshall-Shadeland
582091.3279,4481051.303,104812829,0,50,Marshall-Shadeland
582600.2647,4479842.441,107565772,0,50,Marshall-Shadeland
582301.6112,4480119.809,4457846999,0,50,Marshall-Shadeland
582580.2056,4480459.965,104552847,0,50,Marshall-Shadeland
582510.8536,4480441.47,104552866,0,50,Marshall-Shadeland
582102.8078,4480746.825,105929179,0,50,Marshall-Shadeland
582153.4289,4480546.91,104881372,0,50,Marshall-Shadeland
582077.644,4480527.45,104881388,0,50,Marshall-Shadeland
581759.8544,4480571.807,104881421,0,50,Marshall-Shadeland
581670.9233,4480565.962,104881425,0,50,Marshall-Shadeland
581616.3175,4480565.788,104881448,0,50,Marshall-Shadeland
581380.532,4480532.28,104881491,0,50,Marshall-Shadeland
582656.8051,4479823.793,107634248,0,50,Marshall-Shadeland
582570.0159,4481508.338,4619330144,0,50,Marshall-Shadeland
582487.7445,4481511.504,4619330150,0,50,Marshall-Shadeland
582178.9447,4480446.111,107635368,0,50,Marshall-Shadeland
581070.6123,4481212.212,1252549981,0,50,Marshall-Shadeland
581195.3726,4480756.161,1252550050,0,50,Marshall-Shadeland
581336.5206,4480826.413,1252550084,0,50,Marshall-Shadeland
581902.3996,4480882.166,2501800118,0,50,Marshall-Shadeland
581803.5614,4480877.121,2501800119,0,50,Marshall-Shadeland
582357.6969,4479775.479,105739690,0,50,Marshall-Shadeland
582202.4897,4479736.694,105739698,0,50,Marshall-Shadeland
582116.7573,4479711.984,105739720,0,50,Marshall-Shadeland
582077.6106,4480038.883,104561502,0,50,Marshall-Shadeland
582091.007,4479994.835,104561509,0,50,Marshall-Shadeland
582105.4823,4479944.415,104561516,0,50,Marshall-Shadeland
582587.0196,4479977.745,5002329497,0,50,Marshall-Shadeland
582597.6984,4479966.639,5002329498,0,50,Marshall-Shadeland
582639.4738,4480017.301,5002329510,0,50,Marshall-Shadeland
581362.1077,4480763.168,106331858,0,50,Marshall-Shadeland
580989.2443,4480748.021,106331873,0,50,Marshall-Shadeland
582457.84,4480983.673,104693934,0,50,Marshall-Shadeland
582069.0351,4480880.217,105873719,0,50,Marshall-Shadeland
582030.5865,4480881.927,105873727,0,50,Marshall-Shadeland
581736.8508,4480886.328,107578008,0,50,Marshall-Shadeland
581750.0089,4480456.41,105022781,0,50,Marshall-Shadeland
581739.6623,4480497.051,105022793,0,50,Marshall-Shadeland
582432.4562,4481420.028,105155106,0,50,Marshall-Shadeland
582465.7668,4480922.902,107515266,0,50,Marshall-Shadeland
582380.0493,4480985.925,107515274,0,50,Marshall-Shadeland
582192.0578,4480970.38,104566395,0,50,Marshall-Shadeland
582380.9584,4480882.58,104566414,0,50,Marshall-Shadeland
582380.4729,4480837.358,104566425,0,50,Marshall-Shadeland
582143.0244,4480588.004,104763212,0,50,Marshall-Shadeland
582251.2174,4480593.856,104763240,0,50,Marshall-Shadeland
582284.6338,4480595.022,104763249,0,50,Marshall-Shadeland
582384.739,4480598.522,104763277,0,50,Marshall-Shadeland
581371.1193,4480606.524,105027068,0,50,Marshall-Shadeland
582568.4978,4479931.236,105158504,0,50,Marshall-Shadeland
582489.5962,4479835.57,105158516,0,50,Marshall-Shadeland
582437.5437,4479772.451,105158532,0,50,Marshall-Shadeland
581604.1807,4480657.154,104765605,0,50,Marshall-Shadeland
582324.2945,4480788.425,105028234,0,50,Marshall-Shadeland
582237.4518,4480767.143,105028244,0,50,Marshall-Shadeland
582105.6434,4480735.644,105028265,0,50,Marshall-Shadeland
581719.2373,4480493.253,105816030,0,50,Marshall-Shadeland
582106.7292,4480245.746,104702942,0,50,Marshall-Shadeland
582084.0289,4480331.067,104702955,0,50,Marshall-Shadeland
582070.566,4480382.009,104702966,0,50,Marshall-Shadeland
582061.4264,4480416.024,104702975,0,50,Marshall-Shadeland
582048.7455,4480468.35,104702979,0,50,Marshall-Shadeland
582034.9472,4480519.765,104702989,0,50,Marshall-Shadeland
582028.4896,4480545.039,104702994,0,50,Marshall-Shadeland
582403.4827,4481022.008,107652293,0,50,Marshall-Shadeland
581618.6249,4480538.459,107652320,0,50,Marshall-Shadeland
581584.478,4480738.769,105098821,0,50,Marshall-Shadeland
582474.2704,4480263.709,106344053,0,50,Marshall-Shadeland
582233.2039,4480202.484,106344060,0,50,Marshall-Shadeland
581228.0731,4480250.766,104707151,0,50,Marshall-Shadeland
582533.0449,4480357.366,105755733,0,50,Marshall-Shadeland
581488.3935,4480317.985,104707157,0,50,Marshall-Shadeland
582126.5836,4480995.949,3195253849,0,50,Marshall-Shadeland
582478.1912,4480574.884,105755744,0,50,Marshall-Shadeland
582454.5849,4480337.428,105886892,0,50,Marshall-Shadeland
582221.8537,4480274.009,105886897,0,50,Marshall-Shadeland
581984.6026,4480106.637,104707491,0,50,Marshall-Shadeland
581973.0088,4480145.654,104707500,0,50,Marshall-Shadeland
581956.0927,4480205.373,104707508,0,50,Marshall-Shadeland
581936.4249,4480278.705,104707523,0,50,Marshall-Shadeland
581923.7393,4480332.308,104707534,0,50,Marshall-Shadeland
582067.404,4479932.019,105690575,0,50,Marshall-Shadeland
581916.1429,4480363.265,104707546,0,50,Marshall-Shadeland
582163.7624,4479557.801,104381898,0,50,Marshall-Shadeland
582205.0419,4479567.635,104381908,0,50,Marshall-Shadeland
582464.1451,4481227.677,1462746586,0,50,Marshall-Shadeland
582652.461,4480884.83,104841646,0,50,Marshall-Shadeland
582623.1834,4480935.063,104841655,0,50,Marshall-Shadeland
581068.0747,4481324.332,104449098,0,50,Marshall-Shadeland
581600.5522,4480569.302,104711503,0,50,Marshall-Shadeland
581669.6391,4480654.871,104711528,0,50,Marshall-Shadeland
581713.4816,4480708.204,104711540,0,50,Marshall-Shadeland
582184.9981,4480141.962,3195258969,0,50,Marshall-Shadeland
581670.9225,4480751.657,107730273,0,50,Marshall-Shadeland
581870.3686,4480181.887,104978414,0,50,Marshall-Shadeland
581852.0524,4480248.773,104978419,0,50,Marshall-Shadeland
581846.1713,4480582.575,104193527,0,50,Marshall-Shadeland
582508.0699,4481102.092,107602303,0,50,Marshall-Shadeland
581771.6173,4480422.52,1252581971,0,50,Marshall-Shadeland
581395.9986,4480490.751,1252582007,0,50,Marshall-Shadeland
581419.9936,4480542.023,1252582013,0,50,Marshall-Shadeland
582543.7315,4481381.301,104981188,0,50,Marshall-Shadeland
582168.4459,4479705.824,1252582086,0,50,Marshall-Shadeland
582405.2141,4481149.583,104981194,0,50,Marshall-Shadeland
582386.2352,4481127.06,104981200,0,50,Marshall-Shadeland
582361.5347,4481102.143,104981206,0,50,Marshall-Shadeland
582323.4426,4481080.02,104981211,0,50,Marshall-Shadeland
582282.7524,4481057.469,104981216,0,50,Marshall-Shadeland
582399.0118,4481306.291,105046775,0,50,Marshall-Shadeland
582441.1304,4481289.081,105046786,0,50,Marshall-Shadeland
581754.3108,4480684.216,105046901,0,50,Marshall-Shadeland
581841.7603,4480885.832,105046920,0,50,Marshall-Shadeland
582067.3887,4480160.721,1252582330,0,50,Marshall-Shadeland
582515.4661,4480106.211,104981480,0,50,Marshall-Shadeland
582285.5871,4480046.496,104981484,0,50,Marshall-Shadeland
582335.5701,4480870.079,104785198,0,50,Marshall-Shadeland
582204.754,4481017.756,104785203,0,50,Marshall-Shadeland
582162.146,4481051.659,104785213,0,50,Marshall-Shadeland
581841.8301,4480000.443,685106501,0,50,Marshall-Shadeland
581930.13,4479811.296,685106508,0,50,Marshall-Shadeland
582034.5195,4479639.933,685106575,0,50,Marshall-Shadeland
582076.6858,4479654.694,685106579,0,50,Marshall-Shadeland
582062.0028,4479678.401,685106580,0,50,Marshall-Shadeland
582151.0418,4479534.004,685106592,0,50,Marshall-Shadeland
582116.59,4479587.357,685106594,0,50,Marshall-Shadeland
581845.7539,4480016.117,685106625,0,50,Marshall-Shadeland
581875.8359,4480018.499,685106629,0,50,Marshall-Shadeland
582093.6241,4479549.071,685106712,0,50,Marshall-Shadeland
582236.9406,4479745.154,104851942,0,50,Marshall-Shadeland
582226.8774,4479782.833,104851961,0,50,Marshall-Shadeland
582103.5806,4480427.61,105115215,0,50,Marshall-Shadeland
582064.6684,4480575.732,105115223,0,50,Marshall-Shadeland
582077.6756,4480846.064,107541126,0,50,Marshall-Shadeland
582041.8041,4480848.546,107541134,0,50,Marshall-Shadeland
582245.9942,4480987.236,4507432180,0,50,Marshall-Shadeland
582850.1896,4481071.592,104658781,0,50,Marshall-Shadeland
582350.2805,4481154.918,105183619,0,50,Marshall-Shadeland
582325.1015,4481174.246,105183630,0,50,Marshall-Shadeland
582377.8446,4479698.312,1364261936,0,50,Marshall-Shadeland
582251.9756,4481080.111,105250120,0,50,Marshall-Shadeland
582177.7749,4480980.225,105250131,0,50,Marshall-Shadeland
582348.8327,4480713.427,104595290,0,50,Marshall-Shadeland
582258.1605,4480690.293,104595302,0,50,Marshall-Shadeland
582174.4031,4480668.957,104595322,0,50,Marshall-Shadeland
582918.993,4481112.975,107545127,0,61,Perry North
583253.7625,4481246.426,104459886,0,61,Perry North
582654.3228,4480064.658,104661656,0,62,Perry South
582638.4338,4480199.011,104732072,0,62,Perry South
582661.2692,4480011.492,5002329505,0,62,Perry South
582675.2416,4480060.671,5002329511,0,62,Perry South
582657.6381,4480039.317,5002329519,0,62,Perry South
582602.1779,4480375.025,105886880,0,62,Perry South
582645.9043,4480141.354,104981473,0,62,Perry South
595310.745,4478866.931,105907108,1,28,East Hills
595154.1238,4478706.124,105777223,1,28,East Hills
594979.204,4478886.798,105777260,1,28,East Hills
595092.0987,4478767.252,104938825,1,28,East Hills
595311.409,4478982.634,104938833,1,28,East Hills
595271.7971,4478582.723,105731928,1,28,East Hills
595308.047,4478619.199,105731937,1,28,East Hills
595211.5119,4478522.205,104618596,1,28,East Hills
595163.3988,4478563.581,104618600,1,28,East Hills
595060.9967,4478670.636,104618608,1,28,East Hills
594965.3937,4478768.764,104618615,1,28,East Hills
594907.3729,4478827.934,104618622,1,28,East Hills
594889.3156,4478865.552,104618627,1,28,East Hills
594702.6392,4478315.76,104553125,1,28,East Hills
594811.7211,4478351.601,104553138,1,28,East Hills
594855.528,4478358.861,104553147,1,28,East Hills
594901.8637,4478372.027,104553152,1,28,East Hills
595011.7098,4478397.645,104553168,1,28,East Hills
595066.4178,4478413.338,104553177,1,28,East Hills
595098.1677,4478419.636,104553180,1,28,East Hills
595093.3044,4478455.312,104553193,1,28,East Hills
595166.4207,4478454.609,104553197,1,28,East Hills
595261.2611,4478454.272,104553218,1,28,East Hills
594584.806,4478416.031,105209708,1,28,East Hills
595477.4979,4479402.387,104818283,1,28,East Hills
594565.7859,4478508.448,105934803,1,28,East Hills
595121.3813,4479267.937,104561469,1,28,East Hills
595199.8096,4479253.68,104561476,1,28,East Hills
595298.973,4479335.299,105217631,1,28,East Hills
594580.935,4478641.22,105939416,1,28,East Hills
594763.9342,4478671.511,105939421,1,28,East Hills
595328.8595,4479370.395,104697147,1,28,East Hills
595329.7904,4479495.716,104697163,1,28,East Hills
594716.0632,4478252.215,1766105220,1,28,East Hills
595620.9041,4479268.995,106079360,1,28,East Hills
595655.5383,4479442.785,105691972,1,28,East Hills
595601.0102,4479419.662,105691977,1,28,East Hills
595479.5998,4479271.51,105691984,1,28,East Hills
595407.6793,4479171.019,105691997,1,28,East Hills
595316.9371,4479103.95,105692009,1,28,East Hills
595030.6086,4478827.733,105692016,1,28,East Hills
595359.0376,4478656.907,2853420520,1,28,East Hills
595784.1578,4479558.548,105170197,1,28,East Hills
594706.5555,4478657.207,104582655,1,28,East Hills
595126.4567,4478731.696,105175573,1,28,East Hills
595160.1338,4479099.324,105769982,1,28,East Hills
595307.9071,4479212.391,105770008,1,28,East Hills
595371.569,4479275.595,105770014,1,28,East Hills
595538.7563,4479472.946,105770024,1,28,East Hills
595253.3076,4479295.96,104656819,1,28,East Hills
594985.5581,4479045.704,104794701,1,41,Homewood North
594977.6488,4479319.502,104794713,1,41,Homewood North
595105.2739,4479176.097,106044367,1,41,Homewood North
595063.4385,4479229.01,105196311,1,41,Homewood North
594507.7929,4478419.722,105054409,1,42,Homewood South
594609.4054,4478291.533,104553108,1,42,Homewood South
594568.1778,4478493.657,105934792,1,42,Homewood South
594546.2307,4478134.83,105805500,1,42,Homewood South
594493.9642,4478514.158,105815316,1,42,Homewood South
594525.8013,4478583.404,105815335,1,42,Homewood South
594492.1222,4478364.425,104374351,1,42,Homewood South
594585.1652,4478223.094,104374482,1,42,Homewood South
594319.2065,4478128.159,104639964,1,42,Homewood South
594355.2885,4478214.843,104639972,1,42,Homewood South
594393.6555,4478302.521,104639995,1,42,Homewood South
594430.7074,4478390.839,104640005,1,42,Homewood South
594452.273,4478454.192,104640014,1,42,Homewood South
594457.0274,4478522.374,104640026,1,42,Homewood South
594604.0316,4478316.778,105767654,1,42,Homewood South
594511.1267,4478047.403,104855454,1,42,Homewood South
594268.8393,4478150.051,104398367,1,42,Homewood South
582668.927,4476319.496,2862154804,2,25,Duquesne Heights
583145.258,4476236.743,104990128,2,25,Duquesne Heights
583055.3806,4476251.954,104990136,2,25,Duquesne Heights
583164.5711,4476351.647,105711040,2,25,Duquesne Heights
582962.452,4476265.423,104990157,2,25,Duquesne Heights
583074.3776,4476370.24,105711061,2,25,Duquesne Heights
583175.3804,4476872.538,106108536,2,25,Duquesne Heights
582948.9111,4477022.516,106108570,2,25,Duquesne Heights
583146.2058,4476784.989,517879894,2,25,Duquesne Heights
582682.4445,4477103.054,104550535,2,25,Duquesne Heights
582671.9805,4477086.652,104550543,2,25,Duquesne Heights
582559.9315,4476922.746,104550552,2,25,Duquesne Heights
582499.3144,4476637.226,104550565,2,25,Duquesne Heights
582918.8812,4476495.53,106322027,2,25,Duquesne Heights
582995.5118,4476975.108,2322619198,2,25,Duquesne Heights
582616.7985,4476883.375,105873325,2,25,Duquesne Heights
582491.7407,4476937.526,105873334,2,25,Duquesne Heights
582906.8856,4476765.429,105873441,2,25,Duquesne Heights
582874.3812,4476777.648,105873448,2,25,Duquesne Heights
582687.4331,4476835.541,105873503,2,25,Duquesne Heights
582586.0699,4477103.911,104891012,2,25,Duquesne Heights
