FID,highway,lat,lon,osmid,ref,out_pgh,river_bge,ngh_name
9582, ,40.4266401,-79.9863076,105688792, ,0,0,South Side Flats
9583, ,40.4261473,-79.9862821,105688801, ,0,0,South Side Flats
9584, ,40.3712361,-79.9509009,105688977, ,1,0,
9585, ,40.4355043,-80.0137767,105689005, ,0,0,Mount Washington
9586, ,40.4329359,-80.0143232,105689013, ,0,0,Mount Washington
9587, ,40.4304296,-80.0148329,105689019, ,0,0,Mount Washington
9588, ,40.3976573,-80.0326068,105689872, ,1,0,
9589, ,40.3993598,-80.0352166,105689885, ,1,0,
9590, ,40.3998248,-80.0359062,105689894, ,1,0,
9591, ,40.3920611,-80.0462487,105689912, ,1,0,
9592, ,40.3924576,-80.0465368,105689920, ,1,0,
9593, ,40.4444384,-80.039253,105690043, ,0,0,Elliott
9594, ,40.4446546,-80.0389201,105690051, ,0,0,Elliott
9595, ,40.4450756,-80.0383135,105690060, ,0,0,Elliott
9596, ,40.4452678,-80.0379903,105690072, ,0,0,Elliott
9597, ,40.445936,-80.0369413,105690081, ,0,0,Elliott
9598, ,40.4461783,-80.0366062,105690091, ,0,0,Elliott
9599, ,40.4464233,-80.0362372,105690102, ,0,0,Elliott
9600, ,40.4468814,-80.0355249,105690114, ,0,0,Elliott
9601, ,40.3787307,-80.0127965,105690151, ,1,0,
9602, ,40.3783141,-80.0142049,105690170, ,1,0,
9603, ,40.3779156,-80.0153543,105690178, ,1,0,
9604, ,40.3770939,-80.0160964,105690191, ,1,0,
9605, ,40.4643779,-79.9720703,105690216, ,0,0,Lower Lawrenceville
9606, ,40.4622751,-79.9695723,105690249, ,0,0,Strip District
9607, ,40.461877,-79.9691148,105690254, ,0,0,Strip District
9608, ,40.461598,-79.9687646,105690270, ,0,0,Lower Lawrenceville
9609, ,40.4613087,-79.9684171,105690283, ,0,0,Lower Lawrenceville
9610, ,40.4660118,-80.0319643,105690575, ,0,0,Marshall-Shadeland
9611, ,40.4592347,-80.0164,105690632, ,0,0,California-Kirkbride
9612, ,40.4593329,-80.0158591,105690637, ,0,0,Central Northside
9613, ,40.473768,-80.0583983,105690645, ,1,0,
9614, ,40.4739903,-80.0579338,105690649, ,1,0,
9615, ,40.3773901,-80.0123424,105690661, ,1,0,
9616, ,40.3752007,-80.0086148,105690675, ,1,0,
9617, ,40.3743913,-80.0073746,105690687, ,1,0,
9618, ,40.3761031,-80.0091921,105690713, ,1,0,
9619, ,40.3731552,-79.9774933,105690946, ,1,0,
9620, ,40.4134303,-80.0327442,105690981, ,0,0,Banksville
9621, ,40.4163742,-80.0365689,105690998, ,0,0,Banksville
9622, ,40.4158915,-80.0359256,105691006, ,0,0,Banksville
9623, ,40.415043,-80.0357595,105691016, ,0,0,Banksville
9624, ,40.4594921,-80.0554079,105691523, ,0,0,Sheraden
9625, ,40.4589405,-80.0564132,105691531, ,0,0,Sheraden
9626, ,40.4001432,-79.9891229,105691696, ,0,0,Carrick
9627, ,40.3999004,-79.9904072,105691705, ,0,0,Carrick
9628, ,40.399669,-79.991674,105691710, ,0,0,Carrick
9629, ,40.399569,-79.992074,105691714, ,0,0,Carrick
9630, ,40.4149109,-79.9728883,105691824, ,0,0,Arlington
9631, ,40.4144707,-79.9687102,105691848, ,0,0,Arlington
9632, ,40.4356791,-79.885347,105691862, ,1,0,
9633, ,40.4356913,-79.8852618,105691870, ,1,0,
9634, ,40.4841279,-79.9506128,105691901, ,0,0,Upper Lawrenceville
9635,traffic_signals,40.4835881,-79.9499127,105691916, ,0,0,Upper Lawrenceville
9636, ,40.4832992,-79.9495491,105691926, ,0,0,Upper Lawrenceville
9637, ,40.4827726,-79.9488883,105691930, ,0,0,Upper Lawrenceville
9638, ,40.4807662,-79.9463446,105691950, ,0,0,Stanton Heights
9639, ,40.4799405,-79.9453172,105691956, ,0,0,Stanton Heights
9640, ,40.47969,-79.9449564,105691962, ,0,0,Stanton Heights
9641, ,40.4601518,-79.871785,105691972, ,0,0,East Hills
9642, ,40.4599498,-79.8724315,105691977, ,0,0,East Hills
9643, ,40.4586293,-79.8738855,105691984, ,0,0,East Hills
9644, ,40.4577324,-79.8747487,105691997, ,0,0,East Hills
9645, ,40.4571387,-79.8758288,105692009, ,0,0,East Hills
9646, ,40.4546835,-79.8792465,105692016, ,0,0,East Hills
9647,stop,40.4454378,-79.9465624,105692069, ,0,0,Squirrel Hill North
9648, ,40.4337208,-80.0132703,105692223, ,0,0,Mount Washington
9649,turning_circle,40.3762147,-79.9002447,105692401, ,1,0,
9650, ,40.4093465,-79.9774151,105693004, ,0,0,St. Clair
9651, ,40.4087052,-79.9762322,105693009, ,0,0,St. Clair
9652, ,40.4084397,-79.974926,105693018, ,0,0,St. Clair
9653, ,40.4310537,-79.9937094,105693068, ,0,0,South Side Flats
9654, ,40.4293404,-79.9936185,105693078, ,0,0,South Side Flats
9655, ,40.4289659,-79.9936169,105693088, ,0,0,South Side Flats
9656, ,40.4285973,-79.9935934,105693094, ,0,0,South Side Flats
9657, ,40.4222924,-79.9958314,105693141, ,0,0,Allentown
9658, ,40.4684494,-79.9179823,105693161, ,0,0,East Liberty
9659, ,40.4972995,-80.0149056,105693345, ,0,0,Summer Hill
9660, ,40.4201566,-80.0893485,105694864, ,1,0,
9661, ,40.4214626,-80.0908011,105694903, ,1,0,
9662, ,40.4275561,-80.0948498,105694930, ,1,0,
9663, ,40.4595725,-79.9427711,105696185, ,0,0,Bloomfield
9664, ,40.4642633,-79.9353032,105696303, ,0,0,Bloomfield
9665, ,40.4060802,-79.9413155,105696340, ,0,0,Hazelwood
9666, ,40.4052377,-79.9410786,105696344, ,0,0,Hazelwood
9667, ,40.4048424,-79.9409687,105696354, ,0,0,Hazelwood
9668, ,40.4044739,-79.9408417,105696364, ,0,0,Hazelwood
9669, ,40.4040372,-79.9407261,105696369, ,0,0,Hazelwood
9670, ,40.4566312,-79.9018451,105696525, ,0,0,Homewood West
9671,traffic_signals,40.4560124,-79.8992455,105696535, ,0,0,Homewood South
9672, ,40.4554168,-79.8964652,105696541, ,0,0,Homewood South
9673, ,40.4550364,-79.8948762,105696548, ,0,0,Homewood South
9674, ,40.4536769,-79.8887946,105696556, ,0,0,Homewood South
9675, ,40.4532911,-79.8871646,105696564, ,0,0,Homewood South
9676, ,40.4528901,-79.885345,105696572, ,0,0,Homewood South
9677, ,40.4582265,-79.9095895,105696582, ,0,0,Larimer
9678, ,40.451517,-80.0163845,105696594, ,0,0,Allegheny West
9679, ,40.4509307,-80.0195844,105696602, ,0,0,Chateau
9680, ,40.4532331,-79.9112504,105696792, ,0,0,Point Breeze
9681, ,40.453357,-80.0635829,105696824, ,0,0,Sheraden
9682, ,40.4248882,-80.0268179,105696850, ,0,0,Beechview
9683,turning_circle,40.4265485,-80.0270917,105696870, ,0,0,Beechview
9684, ,40.4207926,-80.0260487,105696902, ,0,0,Beechview
9685, ,40.4218312,-80.0255345,105696911, ,0,0,Beechview
9686, ,40.4230426,-80.0253276,105696921, ,0,0,Beechview
9687, ,40.4484762,-79.8601907,105696964, ,1,0,
9688, ,40.382569,-79.9191181,105696998, ,0,0,New Homestead
9689, ,40.4249221,-80.0062954,105697089, ,0,0,Mount Washington
9690, ,40.3752742,-79.9755353,105697351, ,1,0,
9691, ,40.3748941,-79.9770025,105697358, ,1,0,
9692, ,40.3737927,-79.9803016,105697370, ,1,0,
9693, ,40.3734474,-79.9810124,105697383, ,1,0,
9694, ,40.4144282,-80.0509676,105697397, ,1,0,
9695,turning_circle,40.367334,-79.9221677,105697491, ,1,0,
9696, ,40.4471635,-80.0358673,105697506, ,0,0,Elliott
9697, ,40.4466968,-80.0365682,105697514, ,0,0,Elliott
9698, ,40.4464649,-80.0369317,105697523, ,0,0,Elliott
9699, ,40.4462361,-80.0372779,105697534, ,0,0,Elliott
9700, ,40.4455514,-80.0383028,105697545, ,0,0,Elliott
9701, ,40.4453408,-80.038615,105697556, ,0,0,Elliott
9702, ,40.4449323,-80.0392155,105697563, ,0,0,Elliott
9703, ,40.4447036,-80.0395441,105697570, ,0,0,Elliott
9704,traffic_signals,40.4439872,-80.0406441,105697578, ,0,0,Elliott
9705, ,40.4437375,-80.0410141,105697587, ,0,0,Elliott
9706, ,40.4435044,-80.0413519,105697595, ,0,0,Elliott
9707, ,40.4432539,-80.0417254,105697603, ,0,0,Elliott
9708, ,40.4430066,-80.0420823,105697610, ,0,0,Elliott
9709,traffic_signals,40.4427854,-80.0424173,105697621, ,0,0,Elliott
9710, ,40.4423083,-80.0432831,105697637, ,0,0,Elliott
9711, ,40.4420331,-80.0436702,105697641, ,0,0,Elliott
9712, ,40.4417588,-80.0440851,105697647, ,0,0,Elliott
9713, ,40.4414936,-80.0444359,105697654, ,0,0,Elliott
9714, ,40.3821288,-79.9687451,105700816, ,1,0,
9715, ,40.4837923,-80.0118932,105701078, ,0,0,Perry North
9716, ,40.4456801,-79.9074808,105701126, ,0,0,Point Breeze
9717, ,40.4445097,-79.9081513,105701133, ,0,0,Point Breeze
9718, ,40.459468,-79.9109649,105701689, ,0,0,Larimer
9719, ,40.4601226,-79.9103214,105701696, ,0,0,Larimer
9720,traffic_signals,40.4274436,-79.9683767,105701915, ,0,0,South Side Flats
9721, ,40.4265804,-79.9687787,105701921, ,0,0,South Side Flats
9722, ,40.4261603,-79.9689801,105701930, ,0,0,South Side Flats
9723, ,40.3838639,-79.9774692,105702021, ,0,0,Carrick
9724, ,40.3837316,-79.9869408,105702038, ,0,0,Overbrook
9725, ,40.4935109,-80.0053633,105702050, ,0,0,Summer Hill
9726, ,40.4959188,-80.0063103,105702069, ,0,0,Summer Hill
9727, ,40.4510818,-79.8729883,105702112, ,0,0,East Hills
9728, ,40.4963304,-80.0001672,105702147, ,1,0,
9729, ,40.4964625,-80.0009064,105702157, ,1,0,
9730, ,40.4316686,-79.9180785,105702252, ,0,0,Squirrel Hill South
9731, ,40.4309635,-79.9179124,105702258, ,0,0,Squirrel Hill South
9732,traffic_signals,40.4284434,-79.9184951,105702264, ,0,0,Squirrel Hill South
9733, ,40.426632,-79.91924,105702270, ,0,0,Squirrel Hill South
9734, ,40.453807,-80.0609041,105702278, ,0,0,Sheraden
9735, ,40.4523907,-80.062887,105702321, ,0,0,Sheraden
9736, ,40.4863966,-80.0346631,105702340, ,0,0,Brighton Heights
9737, ,40.4674403,-79.9891448,105702429, ,0,0,Spring Hill-City View
9738, ,40.4969643,-80.0482855,105702472, ,1,0,
9739, ,40.4087849,-79.9858184,105702502, ,1,0,
9740, ,40.408068,-79.9846007,105702509, ,1,0,
9741, ,40.4076983,-79.9839811,105702517, ,1,0,
9742, ,40.4706747,-79.9969239,105702528, ,0,0,Spring Hill-City View
9743, ,40.4324614,-80.0483984,105702554, ,0,0,Westwood
9744, ,40.4305967,-80.0472993,105702560, ,0,0,Westwood
9745, ,40.430074,-80.0469543,105702578, ,0,0,Westwood
9746,turning_circle,40.4562874,-79.950581,105702591, ,0,0,Bloomfield
9747, ,40.4540647,-79.949444,105702605, ,0,0,Bloomfield
9748, ,40.4506833,-79.9057959,105702722, ,0,0,Point Breeze
9749, ,40.4524166,-79.9045419,105702733, ,0,0,Point Breeze North
9750, ,40.4538284,-79.9035548,105702739, ,0,0,Point Breeze North
9751, ,40.4547625,-79.9029273,105702746, ,0,0,Homewood South
9752, ,40.4548829,-79.9027673,105702752, ,0,0,Homewood South
9753, ,40.4550253,-79.9026644,105702758, ,0,0,Homewood South
9754, ,40.4556983,-79.9021772,105702764, ,0,0,Homewood South
9755, ,40.4571112,-79.9016496,105702774, ,0,0,Homewood South
9756, ,40.4575609,-79.9014641,105702782, ,0,0,Homewood South
9757, ,40.45851,-79.9010937,105702791, ,0,0,Homewood North
9758, ,40.4589589,-79.9009166,105702796, ,0,0,Homewood North
9759, ,40.4598987,-79.900555,105702806, ,0,0,Homewood North
9760, ,40.4612889,-79.9000097,105702814, ,0,0,Homewood North
9761, ,40.4619162,-79.8997686,105702819, ,0,0,Homewood North
9762, ,40.4631741,-79.8992998,105702824, ,0,0,Homewood North
9763, ,40.4638741,-79.8990299,105702828, ,0,0,Homewood North
9764, ,40.4205906,-80.0129813,105702843, ,0,0,Mount Washington
9765, ,40.3650526,-79.9084669,105703503, ,0,0,Lincoln Place
9766,traffic_signals,40.3604936,-79.9076892,105703523, ,1,0,
9767, ,40.3584251,-79.9088038,105703546, ,1,0,
9768, ,40.3975184,-79.9691995,105703576, ,1,0,
9769, ,40.3980679,-79.9692933,105703580, ,1,0,
9770, ,40.396783,-79.9763449,105703605, ,1,0,
9771, ,40.4644506,-79.9429496,105703620, ,0,0,Bloomfield
9772, ,40.4641644,-79.9413298,105703625, ,0,0,Bloomfield
9773, ,40.4640552,-79.9407396,105703634, ,0,0,Bloomfield
9774, ,40.4639412,-79.9401273,105703643, ,0,0,Bloomfield
9775, ,40.4629651,-79.9360816,105703653, ,0,0,Bloomfield
9776, ,40.4629129,-79.9358155,105703659, ,0,0,Friendship
9777, ,40.4626625,-79.9346693,105703666, ,0,0,Friendship
9778, ,40.4625278,-79.9340792,105703671, ,0,0,Friendship
9779, ,40.4621776,-79.9326005,105703676, ,0,0,Friendship
9780, ,40.4619499,-79.9316086,105703684, ,0,0,East Liberty
9781, ,40.405517,-79.9137254,105703744, ,1,0,
9782, ,40.4041628,-79.9157572,105703754, ,1,0,
9783, ,40.4011646,-79.9194297,105703872, ,1,0,
9784, ,40.4001086,-79.9207117,105703878, ,1,0,
9785, ,40.399039,-79.9219924,105703883, ,1,0,
9786, ,40.3977585,-79.9235281,105703890, ,1,0,
9787, ,40.4886673,-80.0520142,105705262, ,1,0,
9788, ,40.4601798,-79.9743898,105705428, ,0,0,Strip District
9789, ,40.4595055,-79.9735861,105705443, ,0,0,Strip District
9790,traffic_signals,40.4588157,-79.9727857,105705449, ,0,0,Strip District
9791, ,40.4585353,-79.9724297,105705452, ,0,0,Strip District
9792, ,40.4582338,-79.9720703,105705459, ,0,0,Polish Hill
9793, ,40.4560984,-79.9696099,105705474, ,0,0,Polish Hill
9794, ,40.4675622,-79.9565556,105705543, ,0,0,Central Lawrenceville
9795, ,40.4686095,-79.9551056,105705553, ,0,0,Central Lawrenceville
9796, ,40.468886,-79.9547634,105705563, ,0,0,Central Lawrenceville
9797, ,40.4475472,-80.0715867,105705639, ,1,0,
9798, ,40.4468598,-80.0718266,105705644, ,1,0,
9799, ,40.452074,-79.9128483,105705656, ,0,0,Point Breeze
9800, ,40.4470533,-79.9167778,105705662, ,0,0,Point Breeze
9801, ,40.4463245,-79.9176407,105705673, ,0,0,Point Breeze
9802, ,40.4462056,-79.9183332,105705681, ,0,0,Point Breeze
9803, ,40.4460737,-79.9190738,105705688, ,0,0,Point Breeze
9804, ,40.4459571,-79.9197222,105705698, ,0,0,Point Breeze
9805, ,40.445873,-79.8913221,105705711, ,1,0,
9806, ,40.4472159,-79.8905599,105705713, ,1,0,
9807, ,40.4807559,-80.028328,105705812, ,0,0,Brighton Heights
9808, ,40.4844068,-80.029165,105705847, ,0,0,Brighton Heights
9809, ,40.4772375,-80.0334682,105705857, ,0,0,Brighton Heights
9810, ,40.4781806,-80.0326862,105705866, ,0,0,Brighton Heights
9811, ,40.4782712,-80.0312129,105705875, ,0,0,Brighton Heights
9812, ,40.4788108,-80.0288457,105705892, ,0,0,Brighton Heights
9813, ,40.4792053,-80.0284855,105705899, ,0,0,Brighton Heights
9814, ,40.468517,-79.9169082,105706306, ,0,0,Highland Park
9815, ,40.4680162,-79.9166536,105706314, ,0,0,Highland Park
9816, ,40.4658453,-79.9151248,105706334, ,0,0,Larimer
9817, ,40.4652658,-79.9145079,105706344, ,0,0,Larimer
9818, ,40.464274,-79.9134136,105706348, ,0,0,Larimer
9819, ,40.4627476,-79.9116702,105706353, ,0,0,Larimer
9820, ,40.4624905,-79.9113805,105706361, ,0,0,Larimer
9821, ,40.4622007,-79.9110801,105706367, ,0,0,Larimer
9822, ,40.461617,-79.9104256,105706373, ,0,0,Larimer
9823, ,40.4610514,-79.909791,105706382, ,0,0,Larimer
9824, ,40.4602742,-79.9090631,105706386, ,0,0,Larimer
9825, ,40.3961643,-79.9864778,105706663, ,0,0,Carrick
9826, ,40.3972327,-79.9829883,105706667, ,0,0,Carrick
9827, ,40.4356802,-79.9613251,105706678, ,0,0,South Oakland
9828, ,40.4687153,-79.9391756,105706750, ,0,0,Garfield
9829, ,40.4697365,-79.938966,105706756, ,0,0,Garfield
9830, ,40.4646235,-79.9400286,105706768, ,0,0,Garfield
9831, ,40.4649761,-79.9399514,105706775, ,0,0,Garfield
9832, ,40.4653821,-79.9398641,105706780, ,0,0,Garfield
9833, ,40.4660923,-79.9397112,105706788, ,0,0,Garfield
9834, ,40.4664584,-79.9396424,105706794, ,0,0,Garfield
9835, ,40.4668372,-79.939548,105706803, ,0,0,Garfield
9836, ,40.4671963,-79.9394707,105706809, ,0,0,Garfield
9837, ,40.46759,-79.9393839,105706819, ,0,0,Garfield
9838, ,40.3830824,-79.9759785,105706833, ,1,0,
9839, ,40.3821885,-79.9746099,105706843, ,1,0,
9840, ,40.3811792,-79.9732715,105706848, ,1,0,
9841, ,40.3778079,-79.9708387,105706860, ,1,0,
9842, ,40.4115641,-79.9811428,105706872, ,0,0,Mt. Oliver
9843, ,40.4108494,-79.9811082,105706876, ,0,0,Mt. Oliver
9844, ,40.4104952,-79.981089,105706880, ,0,0,Mt. Oliver
9845, ,40.4493863,-79.9881627,105707474, ,0,0,Strip District
9846, ,40.4202108,-80.0130993,105707583, ,0,0,Mount Washington
9847, ,40.4406813,-79.9232205,105707670, ,0,0,Squirrel Hill North
9848, ,40.4538121,-79.8975462,105707829, ,0,0,Homewood South
9849, ,40.4533088,-79.8962518,105707837, ,0,0,Homewood South
9850, ,40.4528219,-79.8949948,105707843, ,0,0,Homewood South
9851, ,40.4521895,-79.8934049,105707849, ,0,0,Homewood South
9852, ,40.4508878,-79.8903567,105707856, ,0,0,Homewood South
9853, ,40.4502192,-79.8887866,105707866, ,0,0,Homewood South
9854, ,40.4826599,-79.9523964,105707888, ,0,0,Upper Lawrenceville
9855, ,40.483136,-79.9515419,105707893, ,0,0,Upper Lawrenceville
9856, ,40.4786034,-79.9560836,105707907, ,0,0,Central Lawrenceville
9857, ,40.4854618,-79.9466361,105707919, ,0,0,Upper Lawrenceville
9858, ,40.4844923,-80.031485,105707931, ,0,0,Brighton Heights
9859, ,40.4538836,-80.0007342,105707966, ,0,0,East Allegheny
9860, ,40.4541665,-79.9992423,105707976, ,0,0,East Allegheny
9861, ,40.4544035,-79.9979926,105707986, ,0,0,East Allegheny
9862,stop,40.4141868,-80.0718059,105708414, ,1,0,
9863, ,40.4208746,-79.8931148,105708420, ,1,0,
9864, ,40.4202038,-79.8926995,105708428, ,1,0,
9865, ,40.4251463,-79.9924933,105708451, ,0,0,Allentown
9866, ,40.3937222,-80.0095833,105708825, ,0,0,Brookline
9867, ,40.3937672,-80.01467,105708851, ,0,0,Brookline
9868, ,40.393811,-80.013894,105708859, ,0,0,Brookline
9869, ,40.3937668,-80.0132141,105708868, ,0,0,Brookline
9870, ,40.4491084,-79.8619665,105708877, ,1,0,
9871, ,40.4511142,-79.8605928,105708892, ,1,0,
9872, ,40.451882,-79.8599238,105708900, ,1,0,
9873, ,40.4524258,-79.8579186,105708917, ,1,0,
9874, ,40.3926168,-79.9233357,105709124, ,0,0,New Homestead
9875, ,40.4753495,-79.9845777,105709156, ,1,0,
9876, ,40.4752262,-79.9852233,105709162, ,1,0,
9877, ,40.4571048,-79.8792454,105709251, ,0,0,Homewood North
9878, ,40.4728266,-79.9643017,105709267, ,0,0,Central Lawrenceville
9879, ,40.4721384,-79.9633275,105709276, ,0,0,Central Lawrenceville
9880, ,40.4718728,-79.962971,105709285, ,0,0,Central Lawrenceville
9881, ,40.4711877,-79.96201,105709289, ,0,0,Central Lawrenceville
9882, ,40.4704798,-79.9610163,105709296, ,0,0,Central Lawrenceville
9883, ,40.4702958,-79.9605563,105709306, ,0,0,Central Lawrenceville
9884, ,40.4700866,-79.9601659,105709315, ,0,0,Central Lawrenceville
9885, ,40.4699955,-79.9599937,105709327, ,0,0,Central Lawrenceville
9886, ,40.4693389,-79.9587195,105709335, ,0,0,Central Lawrenceville
9887, ,40.4688325,-79.9580554,105709344, ,0,0,Central Lawrenceville
9888, ,40.4678309,-79.9569065,105709355, ,0,0,Central Lawrenceville
9889, ,40.4672857,-79.9562195,105709365, ,0,0,Central Lawrenceville
9890, ,40.4667563,-79.9555536,105709376, ,0,0,Central Lawrenceville
9891, ,40.4666815,-79.9554618,105709383, ,0,0,Central Lawrenceville
9892, ,40.4657944,-79.9543543,105709389, ,0,0,Bloomfield
