FID,highway,lat,lon,osmid,ref,out_pgh,river_bge,ngh_name
5297, ,40.40961,-79.9808885,104855421, ,1,0,
5298, ,40.4096487,-79.9795825,104855425, ,0,0,Mt. Oliver
5299, ,40.447714,-79.8854881,104855454, ,0,0,Homewood South
5300, ,40.4444764,-80.035901,104855613, ,0,0,Elliott
5301, ,40.4456964,-80.0372927,104855620, ,0,0,Elliott
5302, ,40.4460025,-80.0376325,104855633, ,0,0,Elliott
5303, ,40.4462747,-80.0379599,104855644, ,0,0,Elliott
5304, ,40.4030979,-79.974178,104855985, ,1,0,
5305, ,40.4123477,-80.0458961,104857179, ,1,0,
5306, ,40.4117383,-80.0452057,104857188, ,1,0,
5307, ,40.4593222,-79.8842435,104857300, ,0,0,Homewood North
5308, ,40.4376995,-79.9340787,104857358, ,0,0,Squirrel Hill South
5309, ,40.4370074,-79.9339051,104857368, ,0,0,Squirrel Hill South
5310,stop,40.4356155,-79.9335577,104857381, ,0,0,Squirrel Hill South
5311, ,40.4365912,-79.9306683,104857422, ,0,0,Squirrel Hill South
5312, ,40.4367772,-79.9276825,104857431, ,0,0,Squirrel Hill South
5313, ,40.436803,-79.9271006,104857444, ,0,0,Squirrel Hill South
5314,traffic_signals,40.4369822,-79.9229232,104857450, ,0,0,Squirrel Hill South
5315, ,40.4371181,-79.9192257,104857458, ,0,0,Squirrel Hill South
5316,stop,40.4368371,-79.9175518,104857484, ,0,0,Squirrel Hill South
5317, ,40.4364558,-79.9162207,104857495, ,0,0,Squirrel Hill South
5318, ,40.435153,-79.9124573,104857516, ,0,0,Squirrel Hill South
5319, ,40.4335571,-80.0505844,104857771, ,0,0,Westwood
5320, ,40.4504293,-80.0558659,104857931, ,0,0,Crafton Heights
5321, ,40.4501825,-80.0561481,104857942, ,0,0,Crafton Heights
5322, ,40.4493595,-80.0588196,104857948, ,0,0,Crafton Heights
5323, ,40.4483929,-80.0601123,104857958, ,0,0,Crafton Heights
5324, ,40.4476582,-80.0611108,104857971, ,0,0,Crafton Heights
5325, ,40.452607,-80.0545259,104857988, ,0,0,Crafton Heights
5326, ,40.45233,-80.0552076,104858005, ,0,0,Sheraden
5327, ,40.4520807,-80.055371,104858014, ,0,0,Crafton Heights
5328, ,40.4506802,-80.0554594,104858024, ,0,0,Crafton Heights
5329, ,40.4512516,-79.8889142,104858174, ,0,0,Homewood South
5330, ,40.4519857,-79.8883067,104858187, ,0,0,Homewood South
5331, ,40.4614293,-80.0044396,104859124, ,0,0,Fineview
5332, ,40.4615067,-80.0039375,104859131, ,0,0,Fineview
5333, ,40.384256,-79.9421145,104859187, ,1,0,
5334, ,40.4011023,-79.9059838,104860251, ,1,0,
5335, ,40.4684123,-79.9071801,104860299, ,0,0,Lincoln-Lemington-Belmar
5336, ,40.468196,-79.9068127,104860309, ,0,0,Lincoln-Lemington-Belmar
5337, ,40.4663004,-79.9035404,104860317, ,0,0,Lincoln-Lemington-Belmar
5338, ,40.465709,-79.9025259,104860325, ,0,0,Lincoln-Lemington-Belmar
5339, ,40.5011798,-80.0079936,104860414, ,1,0,
5340, ,40.5036351,-80.0066308,104860444, ,1,0,
5341, ,40.4971939,-80.0475584,104861079, ,1,0,
5342, ,40.4667914,-79.9922273,104861154, ,0,0,Spring Hill-City View
5343, ,40.4672209,-79.992371,104861164, ,0,0,Spring Hill-City View
5344, ,40.4681873,-79.9926902,104861171, ,0,0,Spring Hill-City View
5345, ,40.3866499,-80.0196276,104861587, ,1,0,
5346, ,40.3855697,-80.019671,104861594, ,1,0,
5347, ,40.3836272,-79.9773225,104861736, ,0,0,Carrick
5348, ,40.3834618,-79.9783849,104861746, ,0,0,Carrick
5349, ,40.3832632,-79.9796122,104861758, ,0,0,Carrick
5350, ,40.3829813,-79.9815139,104861764, ,0,0,Carrick
5351, ,40.4408027,-79.9543545,104861797, ,0,0,Central Oakland
5352,traffic_signals,40.441803,-79.9526593,104861882, ,0,0,Central Oakland
5353, ,40.412483,-79.9450853,104862075, ,0,0,Hazelwood
5354, ,40.4125323,-79.9448322,104862088, ,0,0,Hazelwood
5355, ,40.4126573,-79.9443302,104862105, ,0,0,Hazelwood
5356, ,40.4692061,-79.9379195,104862281, ,0,0,Garfield
5357, ,40.470268,-79.938273,104862303, ,0,0,Garfield
5358, ,40.418024,-80.0051909,104862318, ,0,0,Beltzhoover
5359, ,40.4182772,-80.0023585,104862334, ,0,0,Beltzhoover
5360, ,40.418318,-80.0004219,104862344, ,0,0,Beltzhoover
5361, ,40.4183323,-79.9993222,104862356, ,0,0,Beltzhoover
5362, ,40.4183466,-79.9988126,104862362, ,0,0,Beltzhoover
5363, ,40.4183568,-79.9983405,104862372, ,0,0,Beltzhoover
5364, ,40.418367,-79.9977665,104862378, ,0,0,Beltzhoover
5365,turning_circle,40.4931595,-79.9572204,104862728, ,1,0,
5366, ,40.4631577,-80.0137664,104863139, ,0,0,Perry South
5367, ,40.4623608,-80.0152189,104863149, ,0,0,Perry South
5368, ,40.4773107,-79.9157387,104863176, ,0,0,Highland Park
5369, ,40.3856707,-79.9105883,104865591, ,1,0,
5370, ,40.3841908,-79.9102139,104865598, ,1,0,
5371, ,40.3836077,-79.9100483,104865606, ,1,0,
5372, ,40.3817377,-79.910944,104865622, ,1,0,
5373, ,40.4606915,-79.9759611,104865956, ,0,0,Strip District
5374, ,40.4598158,-79.9749173,104865967, ,0,0,Strip District
5375, ,40.4296765,-79.980458,104866041, ,0,0,South Side Flats
5376,traffic_signals,40.4287699,-79.9805519,104866045, ,0,0,South Side Flats
5377, ,40.4282841,-79.9805944,104866055, ,0,0,South Side Flats
5378, ,40.4278552,-79.9806296,104866067, ,0,0,South Side Flats
5379, ,40.4273913,-79.9806777,104866075, ,0,0,South Side Flats
5380, ,40.4260669,-79.9808234,104866085, ,0,0,South Side Flats
5381, ,40.4256115,-79.9808695,104866090, ,0,0,South Side Flats
5382, ,40.41809,-79.9863678,104866155, ,0,0,South Side Slopes
5383, ,40.41788,-79.9863822,104866165, ,0,0,South Side Slopes
5384, ,40.4176163,-79.9864268,104866174, ,0,0,
5385, ,40.4248955,-79.9798911,104866192, ,0,0,South Side Slopes
5386, ,40.4239073,-79.977697,104866203, ,0,0,South Side Slopes
5387, ,40.4234699,-79.9776875,104866216, ,0,0,South Side Slopes
5388, ,40.4217402,-79.979253,104866244, ,0,0,South Side Slopes
5389, ,40.4205254,-79.9863349,104866333, ,0,0,South Side Slopes
5390, ,40.4225852,-79.8947401,104866352, ,1,0,
5391, ,40.4232248,-79.8926347,104866364, ,1,0,
5392, ,40.4245049,-79.8891672,104866372, ,1,0,
5393, ,40.4211962,-79.8971983,104866393, ,1,0,
5394, ,40.4188861,-79.89909,104866424, ,0,0,Swisshelm Park
5395, ,40.438771,-80.0367249,104866456, ,0,0,Elliott
5396, ,40.4388141,-80.0371126,104866471, ,0,0,Elliott
5397, ,40.431642,-79.9223311,104866486, ,0,0,Squirrel Hill South
5398, ,40.4293981,-79.922043,104866499, ,0,0,Squirrel Hill South
5399, ,40.4667599,-80.0307046,104866516, ,0,0,Marshall-Shadeland
5400, ,40.463121,-80.0549846,104866540, ,0,0,Esplen
5401, ,40.4615331,-80.0541013,104866549, ,0,0,Esplen
5402, ,40.3964155,-80.0151402,104866564, ,0,0,Brookline
5403, ,40.392769,-80.016875,104866576, ,0,0,Brookline
5404, ,40.4350564,-80.0661784,104866773, ,1,0,
5405, ,40.4351319,-80.0652738,104866789, ,1,0,
5406, ,40.4602675,-80.01289,104866951, ,0,0,Perry South
5407, ,40.4256642,-79.9498377,104867298, ,0,0,Hazelwood
5408, ,40.4229504,-79.9481938,104867321, ,0,0,Hazelwood
5409, ,40.4223186,-79.9477853,104867327, ,0,0,Greenfield
5410, ,40.4212117,-79.9458746,104867338, ,0,0,Greenfield
5411, ,40.4206891,-79.9448171,104867358, ,0,0,Greenfield
5412, ,40.4201376,-79.9436754,104867365, ,0,0,Hazelwood
5413, ,40.4192117,-79.94177,104867374, ,0,0,Greenfield
5414,stop,40.4188464,-79.941032,104867383, ,0,0,Hazelwood
5415, ,40.4189051,-79.9402785,104867396, ,0,0,Hazelwood
5416, ,40.4189508,-79.9398321,104867404, ,0,0,Hazelwood
5417, ,40.4195064,-79.9376589,104867415, ,0,0,Greenfield
5418, ,40.419392,-79.9360176,104867426, ,0,0,Hazelwood
5419, ,40.4197743,-79.9334161,104867435, ,0,0,Hazelwood
5420, ,40.3830946,-79.9087075,104867616, ,1,0,
5421, ,40.3813803,-79.9097861,104867626, ,1,0,
5422, ,40.3806419,-79.9102916,104867634, ,1,0,
5423, ,40.3802453,-79.9100527,104867645, ,1,0,
5424, ,40.3797496,-79.9097743,104867654, ,1,0,
5425, ,40.4671004,-79.958768,104868337, ,0,0,Central Lawrenceville
5426, ,40.4674075,-79.9583833,104868346, ,0,0,Central Lawrenceville
5427, ,40.4679852,-79.9576706,104868361, ,0,0,Central Lawrenceville
5428, ,40.4682269,-79.9573602,104868368, ,0,0,Central Lawrenceville
5429, ,40.4249452,-80.0055909,104870703, ,0,0,Mount Washington
5430, ,40.4224816,-80.0054511,104870716, ,0,0,Mount Washington
5431, ,40.4442798,-80.0017882,104870742, ,0,0,Central Business District
5432, ,40.4447105,-80.0003855,104870773, ,0,0,Central Business District
5433, ,40.4448446,-79.9999503,104870783, ,0,0,Central Business District
5434,traffic_signals,40.4451382,-79.9990032,104870792, ,0,0,Central Business District
5435, ,40.4519268,-79.992743,104871546, ,0,0,North Shore
5436, ,40.4537045,-79.9906872,104871561, ,0,0,Troy Hill
5437,traffic_signals,40.46421,-79.9796577,104871606, ,0,1,Troy Hill
5438,traffic_signals,40.4646093,-79.979414,104871616, ,0,1,Troy Hill
5439, ,40.4479271,-80.0020497,104871791, ,0,1,North Shore
5440, ,40.4493676,-79.9968106,104871824, ,0,0,North Shore
5441, ,40.48532,-79.9312689,104872112, ,0,0,Stanton Heights
5442, ,40.4052515,-79.9866124,104872148, ,0,0,Carrick
5443, ,40.4052025,-79.9861054,104872154, ,0,0,Carrick
5444, ,40.4219087,-80.0234584,104872177, ,0,0,Beechview
5445, ,40.4214407,-80.0235504,104872183, ,0,0,Beechview
5446, ,40.4181433,-80.0240753,104872198, ,0,0,Beechview
5447, ,40.4490902,-79.8790776,104873683, ,1,0,
5448, ,40.4489716,-79.8783652,104873695, ,1,0,
5449, ,40.3889134,-80.0173901,104873709, ,0,0,Brookline
5450, ,40.3878011,-80.0158409,104873721, ,0,0,Brookline
5451, ,40.3868711,-80.0145873,104873741, ,0,0,Brookline
5452, ,40.386466,-80.0139902,104873753, ,1,0,
5453, ,40.4280951,-80.0086767,104874146, ,0,0,Mount Washington
5454, ,40.4283691,-80.0092362,104874157, ,0,0,Mount Washington
5455, ,40.4274294,-80.0117586,104874165, ,0,0,Mount Washington
5456, ,40.4270252,-80.0117483,104874174, ,0,0,Mount Washington
5457, ,40.426342,-80.011706,104874185, ,0,0,Mount Washington
5458, ,40.4257919,-80.0116732,104874195, ,0,0,Mount Washington
5459, ,40.4254416,-80.0115289,104874211, ,0,0,Mount Washington
5460, ,40.4952106,-79.9460522,104874238, ,1,0,
5461, ,40.4967894,-79.946358,104874248, ,1,0,
5462, ,40.4591109,-80.0239569,104874676, ,0,0,Manchester
5463, ,40.4595433,-80.0239959,104874685, ,0,0,California-Kirkbride
5464, ,40.4602343,-80.0242481,104874696, ,0,0,California-Kirkbride
5465, ,40.4803636,-79.9739639,104874719, ,1,0,
5466, ,40.4810868,-79.9732555,104874729, ,1,0,
5467, ,40.4547772,-80.0224456,104874745, ,0,0,Manchester
5468, ,40.4552152,-80.0225877,104874751, ,0,0,Manchester
5469, ,40.4556899,-80.0227417,104874762, ,0,0,Manchester
5470, ,40.4561502,-80.022891,104874771, ,0,0,Manchester
5471, ,40.4566227,-80.0230442,104874780, ,0,0,Manchester
5472, ,40.4570661,-80.023188,104874792, ,0,0,Manchester
5473, ,40.4579838,-80.0234857,104874812, ,0,0,Manchester
5474, ,40.4242745,-79.9342479,104874928, ,0,0,Greenfield
5475, ,40.4239067,-79.9342715,104874941, ,0,0,Greenfield
5476, ,40.4235514,-79.9342987,104874954, ,0,0,Greenfield
5477, ,40.4468461,-79.9077756,104875017, ,0,0,Point Breeze
5478, ,40.4474871,-79.9074922,104875022, ,0,0,Point Breeze
5479, ,40.4703725,-79.9898328,104875092, ,0,0,Spring Hill-City View
5480, ,40.3979268,-80.0256014,104875149, ,0,0,Brookline
5481, ,40.4398321,-80.0376859,104875466, ,0,0,Elliott
5482, ,40.4394594,-80.0377562,104875477, ,0,0,Elliott
5483, ,40.4390733,-80.0378468,104875487, ,0,0,Elliott
5484, ,40.4380395,-80.0380834,104875514, ,0,0,Elliott
5485, ,40.4377539,-80.0384977,104875526, ,0,0,Elliott
5486, ,40.4375307,-80.0388378,104875535, ,0,0,Elliott
5487, ,40.437141,-80.0394323,104875545, ,0,0,Elliott
5488, ,40.4370129,-80.0396055,104875553, ,0,0,Westwood
5489, ,40.4708611,-79.9560758,104875691, ,0,0,Central Lawrenceville
5490, ,40.4673431,-79.910431,104875741, ,0,0,Larimer
5491, ,40.460911,-80.0043094,104876343, ,0,0,Fineview
5492, ,40.4447176,-79.8744129,104876646, ,1,0,
5493, ,40.4452084,-79.87556,104876657, ,1,0,
5494, ,40.4581264,-79.9037759,104876774, ,0,0,Homewood West
5495, ,40.4591759,-79.9035089,104876789, ,0,0,Homewood West
5496, ,40.4678386,-79.8969764,104876973, ,0,0,Lincoln-Lemington-Belmar
5497, ,40.4675049,-79.8960899,104876978, ,0,0,Lincoln-Lemington-Belmar
5498, ,40.4665992,-79.8954564,104876987, ,0,0,Lincoln-Lemington-Belmar
5499, ,40.4546491,-79.920824,104877623, ,0,0,Shadyside
5500, ,40.4542637,-79.9207468,104877634, ,0,0,Shadyside
5501, ,40.4736119,-80.0293219,104877826, ,0,0,Marshall-Shadeland
5502, ,40.496023,-79.9337655,104878180, ,1,0,
5503, ,40.4963702,-79.9337993,104878188, ,1,0,
5504, ,40.4968008,-79.9338293,104878201, ,1,0,
5505, ,40.4966276,-79.9036066,104878424, ,1,0,
5506, ,40.4966799,-79.9014756,104878450, ,1,0,
5507,traffic_signals,40.4437199,-79.9983639,104878602, ,0,0,Central Business District
5508, ,40.4433438,-79.9981967,104878612, ,0,0,Central Business District
5509,traffic_signals,40.4429221,-79.9979958,104878620, ,0,0,Central Business District
5510, ,40.4219738,-80.0899671,104878829, ,1,0,
5511, ,40.4228325,-80.0898943,104878872, ,1,0,
5512, ,40.3883859,-80.0373755,104878920, ,1,0,
5513, ,40.4467771,-79.8892054,104881188, ,1,0,
5514, ,40.3851549,-79.9481254,104881212, ,1,0,
5515, ,40.4908311,-80.0239537,104881247, ,0,0,Perry North
5516, ,40.4911964,-80.0247805,104881259, ,0,0,Perry North
5517, ,40.4715421,-80.0308701,104881372, ,0,0,Marshall-Shadeland
5518, ,40.4714615,-80.0313217,104881381, ,0,0,Marshall-Shadeland
5519, ,40.4713743,-80.0317665,104881388, ,0,0,Marshall-Shadeland
5520, ,40.4713727,-80.0337275,104881398, ,0,0,Marshall-Shadeland
5521, ,40.4718052,-80.0355091,104881421, ,0,0,Marshall-Shadeland
5522, ,40.4717613,-80.0365588,104881425, ,0,0,Marshall-Shadeland
5523, ,40.4717651,-80.0372029,104881448, ,0,0,Marshall-Shadeland
5524, ,40.4714864,-80.0399883,104881491, ,0,0,Marshall-Shadeland
5525, ,40.4835124,-80.0057006,104882099, ,0,0,Summer Hill
5526, ,40.4848513,-79.9708758,104882235, ,1,0,
5527, ,40.40391,-80.0296602,104882371, ,0,0,Beechview
5528, ,40.4802078,-79.9695721,104882579, ,1,0,
5529, ,40.4807586,-79.9706472,104882591, ,1,0,
5530, ,40.4810667,-79.9718341,104882606, ,1,0,
5531, ,40.4461231,-80.0677373,104882919, ,1,0,
5532, ,40.447168,-80.066577,104882930, ,1,0,
5533, ,40.4485759,-80.0654089,104882942, ,0,0,
5534, ,40.4749577,-79.884959,104883016, ,1,0,
5535, ,40.4732767,-79.9790588,104884043, ,1,0,
5536, ,40.4744027,-79.9806966,104884051, ,1,0,
5537, ,40.4797581,-79.9468328,104884132, ,0,0,Stanton Heights
5538, ,40.4804858,-79.9459489,104884144, ,0,0,Stanton Heights
5539, ,40.4814297,-79.944839,104884167, ,0,0,Stanton Heights
5540, ,40.3845848,-79.9971011,104884202, ,0,0,Overbrook
5541, ,40.4654984,-79.9139178,104884969, ,0,0,Larimer
5542, ,40.4111525,-80.0849307,104885014, ,1,0,
5543, ,40.4107248,-80.084462,104885032, ,1,0,
5544, ,40.4100021,-80.0836757,104885037, ,1,0,
5545, ,40.4096579,-80.0832697,104885042, ,1,0,
5546, ,40.4093032,-80.0828734,104885057, ,1,0,
5547, ,40.4089464,-80.0824816,104885064, ,1,0,
5548, ,40.4611288,-80.0009743,104885277, ,0,0,Fineview
5549, ,40.4592672,-79.9575311,104885332, ,0,0,Polish Hill
5550, ,40.4316023,-79.8969963,104888379, ,0,0,Regent Square
5551, ,40.4318085,-79.8965288,104888388, ,0,0,Regent Square
5552, ,40.4319962,-79.8960312,104888403, ,1,0,
5553, ,40.4507099,-79.9861909,104888935, ,0,0,Strip District
5554, ,40.4590094,-79.9316358,104888958, ,0,0,East Liberty
5555, ,40.3976066,-80.0066108,104888974, ,0,0,Brookline
5556, ,40.3983121,-80.0088107,104888998, ,0,0,Brookline
5557, ,40.4370942,-79.8864928,104889019, ,1,0,
5558, ,40.4378476,-79.8866469,104889035, ,1,0,
5559, ,40.4000204,-80.0194079,104889357, ,0,0,Brookline
5560, ,40.3989131,-80.0207703,104889367, ,0,0,Brookline
5561, ,40.3982529,-80.0216029,104889377, ,0,0,Brookline
5562, ,40.4332665,-79.888399,104889413, ,1,0,
5563, ,40.4284695,-79.8916234,104889429, ,1,0,
5564, ,40.4955798,-79.9382775,104889531, ,1,0,
5565,bus_stop,40.4953156,-79.9375497,104889538,12707,1,0,
5566,bus_stop,40.4952474,-79.9373652,104889549,12763,1,0,
5567, ,40.4386378,-80.0404238,104889601, ,0,0,Elliott
5568, ,40.4389864,-80.0402272,104889612, ,0,0,Elliott
5569, ,40.4588048,-80.0711056,104889635, ,0,0,Chartiers City
5570, ,40.4600676,-80.0722599,104889663, ,0,0,Chartiers City
5571, ,40.3940135,-79.9130937,104889715, ,1,0,
5572, ,40.3907283,-79.9135771,104889736, ,1,0,
5573, ,40.3892962,-79.9172213,104889764, ,1,0,
5574, ,40.3890581,-79.9174174,104889772, ,1,0,
5575, ,40.4756552,-79.9165757,104889787, ,0,0,Highland Park
5576, ,40.4755198,-79.9142802,104889800, ,0,0,Highland Park
5577, ,40.4317317,-80.035124,104890114, ,0,0,Ridgemont
5578, ,40.4318064,-80.0367022,104890145, ,0,0,Ridgemont
5579, ,40.4290859,-80.040109,104890150, ,0,0,Westwood
5580, ,40.4217118,-79.9868768,104890179, ,0,0,South Side Slopes
5581, ,40.4218139,-79.9853586,104890186, ,0,0,South Side Slopes
5582, ,40.452009,-79.9133392,104890301, ,0,0,Point Breeze
5583, ,40.4511105,-79.9131136,104890312, ,0,0,Point Breeze
5584, ,40.4406382,-80.0612042,104890479, ,0,0,Crafton Heights
5585, ,40.4392381,-80.0619054,104890491, ,1,0,
5586, ,40.4390474,-80.0623979,104890499, ,1,0,
5587, ,40.4386783,-80.0633276,104890506, ,1,0,
5588, ,40.4383827,-80.0642207,104890518, ,1,0,
5589, ,40.4380643,-80.0651387,104890529, ,1,0,
5590, ,40.490086,-79.8981242,104890944, ,1,0,
5591, ,40.4918512,-79.8978264,104890953, ,1,0,
5592, ,40.4929855,-79.8976284,104890972, ,1,0,
5593, ,40.4404854,-80.026215,104891012, ,0,0,Duquesne Heights
5594, ,40.4391023,-80.0225029,104891033, ,0,0,Duquesne Heights
5595, ,40.4393082,-80.0228912,104891044, ,0,0,Duquesne Heights
5596, ,40.4397166,-80.0236615,104891049, ,0,0,Duquesne Heights
5597, ,40.4400962,-80.0243775,104891063, ,0,0,Duquesne Heights
5598, ,40.4336472,-79.9548052,104891107, ,0,0,South Oakland
5599, ,40.4334533,-79.9533982,104891120, ,0,0,South Oakland
5600, ,40.4790781,-80.0109535,104891263, ,0,0,Perry North
5601, ,40.479761,-80.0107999,104891297, ,0,0,Perry North
5602, ,40.4803383,-80.0114426,104891309, ,0,0,Perry North
5603, ,40.4836009,-80.0117768,104891340, ,0,0,Perry North
5604,traffic_signals,40.4978034,-79.943889,104891704, ,1,0,
5605, ,40.4967608,-79.9417982,104891711, ,1,0,
5606, ,40.4963762,-79.9411265,104891721, ,1,0,
5607, ,40.4935463,-79.9419294,104892050, ,1,0,
5608, ,40.456156,-80.0078958,104892630, ,0,0,Central Northside
5609, ,40.4560666,-80.0083753,104892645, ,0,0,Central Northside
5610, ,40.4559683,-80.008902,104892661, ,0,0,Central Northside
5611, ,40.437778,-80.0182247,104892999, ,0,0,Mount Washington
5612, ,40.437356,-80.0185876,104893011, ,0,0,Mount Washington
5613, ,40.4079707,-79.9382131,104893041, ,0,0,Hazelwood
5614, ,40.4738073,-79.9842069,104893074, ,1,0,
5615, ,40.4704074,-79.8865111,104893147, ,1,0,
5616, ,40.470396,-79.8860398,104893161, ,1,0,
5617, ,40.4703334,-79.8854636,104893172, ,1,0,
5618, ,40.4705098,-79.8846706,104893180, ,1,0,
5619, ,40.4629794,-79.9640856,104893727, ,0,0,Lower Lawrenceville
5620, ,40.4618749,-79.9639197,104893736, ,0,0,Lower Lawrenceville
5621, ,40.4673327,-79.9700264,104893760, ,0,0,Lower Lawrenceville
5622, ,40.4660671,-79.9669871,104893785, ,0,0,Lower Lawrenceville
5623, ,40.4659106,-79.9666196,104893799, ,0,0,Lower Lawrenceville
5624, ,40.4658875,-79.9665552,104893809, ,0,0,Lower Lawrenceville
5625, ,40.4657202,-79.9661486,104893820, ,0,0,Lower Lawrenceville
5626, ,40.4653876,-79.9653006,104893830, ,0,0,Lower Lawrenceville
5627, ,40.4656204,-79.9651345,104893847, ,0,0,Lower Lawrenceville
5628, ,40.4652925,-79.9647089,104893860, ,0,0,Lower Lawrenceville
5629, ,40.4647942,-79.9641109,104893871, ,0,0,Lower Lawrenceville
5630, ,40.4645651,-79.9640417,104893877, ,0,0,Lower Lawrenceville
5631, ,40.4641872,-79.9639165,104893887, ,0,0,Lower Lawrenceville
5632, ,40.417372,-80.0358998,104893961, ,0,0,Banksville
5633, ,40.4169356,-80.0383701,104893980, ,0,0,Banksville
5634, ,40.4170761,-80.0218195,104894044, ,0,0,Beechview
5635,traffic_signals,40.4170606,-80.0251686,104894055, ,0,0,Beechview
5636, ,40.4367944,-80.0654416,104894512, ,1,0,
5637, ,40.436782,-80.0648834,104894518, ,1,0,
5638, ,40.4367566,-80.0639548,104894529, ,1,0,
5639, ,40.4652372,-79.911182,104894682, ,0,0,Larimer
5640, ,40.4654821,-79.9108279,104894693, ,0,0,Larimer
5641, ,40.4135036,-79.9394593,104895150, ,0,0,Hazelwood
5642, ,40.4332992,-80.0461656,104895169, ,0,0,Westwood
5643, ,40.4334632,-80.0478066,104895182, ,0,0,Westwood
5644, ,40.4328543,-80.0494308,104895193, ,0,0,Westwood
5645, ,40.3972923,-80.0509446,104895830, ,1,0,
5646, ,40.3974965,-80.0507942,104895836, ,1,0,
5647, ,40.395643,-79.9113357,104895902, ,1,0,
5648, ,40.3942646,-79.910931,104895921, ,1,0,
5649, ,40.3941172,-79.9106608,104895939, ,1,0,
5650, ,40.363729,-79.9059926,104895994, ,0,0,Lincoln Place
5651, ,40.364069,-79.904771,104896002, ,0,0,Lincoln Place
5652, ,40.4695149,-80.0302319,104896775, ,0,0,Marshall-Shadeland
5653, ,40.5020938,-80.0057387,104896817, ,1,0,
5654, ,40.4899527,-80.0477742,104896903, ,1,0,
5655, ,40.4910501,-80.0463747,104896909, ,1,0,
5656, ,40.4239235,-80.0520045,104897172, ,1,0,
5657,turning_circle,40.424044,-80.0515927,104897183, ,1,0,
5658, ,40.4662291,-80.020675,104897203, ,0,0,Perry South
5659, ,40.4670142,-80.0195269,104897213, ,0,0,Perry South
5660, ,40.4072542,-80.070935,104897422, ,1,0,
5661, ,40.4074299,-80.0713812,104897430, ,1,0,
5662, ,40.4482785,-79.9723199,104897689, ,0,0,Middle Hill
5663, ,40.4490813,-79.9727136,104897696, ,0,0,Middle Hill
5664, ,40.422732,-80.0104909,104897719, ,0,0,Mount Washington
5665, ,40.4218016,-80.0108214,104897735, ,0,0,Mount Washington
5666, ,40.4196187,-80.0114297,104898103, ,0,0,Mount Washington
5667, ,40.4675878,-79.8942628,104898362, ,0,0,Lincoln-Lemington-Belmar
5668, ,40.4676176,-79.8936057,104898376, ,0,0,Lincoln-Lemington-Belmar
5669, ,40.4677459,-79.8914178,104898383, ,0,0,Lincoln-Lemington-Belmar
5670, ,40.4677745,-79.8904723,104898390, ,0,0,Lincoln-Lemington-Belmar
5671, ,40.4675049,-79.8886077,104898420, ,1,0,
5672, ,40.4092037,-79.9617123,104898440, ,1,0,
5673, ,40.4091261,-79.9600976,104898454, ,1,0,
5674, ,40.4091063,-79.9595015,104898465, ,1,0,
5675,stop,40.4946957,-80.0475213,104898576, ,1,0,
5676, ,40.4948212,-80.0479729,104898581, ,1,0,
5677, ,40.4952828,-80.0497805,104898592, ,1,0,
5678, ,40.3890437,-79.9578098,104898680, ,1,0,
5679, ,40.388698,-79.9565499,104898687, ,1,0,
5680, ,40.3813738,-79.9276687,104898892, ,0,0,New Homestead
5681, ,40.3825507,-79.9261774,104898908, ,0,0,New Homestead
5682, ,40.4714684,-79.9952711,104899155, ,0,0,Spring Hill-City View
5683, ,40.471707,-79.9947524,104899168, ,0,0,Spring Hill-City View
5684, ,40.4434974,-79.8952345,104899716, ,0,0,Point Breeze
5685, ,40.4433145,-79.8946991,104899725, ,0,0,Point Breeze
5686, ,40.4430449,-79.8938185,104899737, ,0,0,
5687, ,40.4973799,-80.0178216,104899805, ,0,0,Summer Hill
5688, ,40.4977712,-80.0176698,104899818, ,0,0,Summer Hill
5689, ,40.4989594,-80.0172277,104899829, ,0,0,Summer Hill
5690, ,40.4450644,-80.0444626,104899873, ,0,0,Crafton Heights
5691, ,40.4444579,-80.0452128,104899902, ,0,0,Crafton Heights
5692, ,40.4449917,-80.0461736,104899945, ,0,0,Crafton Heights
5693, ,40.4451471,-80.0465042,104899958, ,0,0,Crafton Heights
5694, ,40.4452691,-80.0468012,104899970, ,0,0,Crafton Heights
5695, ,40.4451422,-79.8775012,104900002, ,1,0,
5696, ,40.444757,-79.8762754,104900012, ,1,0,
5697,traffic_signals,40.444614,-79.8758752,104900020, ,1,0,
5698, ,40.4442184,-79.874694,104900033, ,1,0,
5699, ,40.443892,-79.8737241,104900042, ,1,0,
5700, ,40.4437554,-79.8732423,104900052, ,1,0,
5701, ,40.4434401,-79.8723476,104900072, ,1,0,
5702, ,40.4464998,-79.8814711,104900182, ,1,0,
5703, ,40.4456335,-79.8788471,104900193, ,1,0,
5704, ,40.472478,-79.8796107,104900313, ,1,0,
5705, ,40.4723001,-79.8792682,104900321, ,1,0,
5706, ,40.4718626,-79.8784394,104900332, ,1,0,
5707, ,40.4113877,-79.9967958,104900401, ,0,0,Knoxville
5708, ,40.4047934,-79.9129539,104900858, ,1,0,
5709, ,40.4034758,-79.9149584,104900866, ,1,0,
5710, ,40.4029783,-79.9156753,104900871, ,1,0,
5711, ,40.4051852,-79.9123904,104900887, ,1,0,
5712, ,40.4961113,-79.9445721,104900989, ,1,0,
5713, ,40.4955451,-79.9439493,104900999, ,1,0,
5714, ,40.4194349,-80.0128848,104901049, ,0,0,Mount Washington
5715, ,40.4187406,-80.0131315,104901059, ,0,0,Mount Washington
