name,lat,lon,label,component
104206993,40.4660397,-79.9479818,,1
104206987,40.4657056,-79.9480583,,1
1252104617,40.4680251,-79.9498139,,1
1252104649,40.4679803,-79.9497897,,1
104207011,40.4673519,-79.9490238,,1
104207017,40.4671626,-79.9487319,,1
104207024,40.467045,-79.9485946,,1
104207035,40.466921,-79.9485002,,1
104207045,40.4667251,-79.9484144,,1
104207056,40.4665161,-79.9483714,,1
104207063,40.4663724,-79.9483457,,1
104207075,40.466268,-79.94832,,1
104207085,40.4661831,-79.9482856,,1
104207095,40.4661047,-79.948217,,1
1252101769,40.4660279,-79.9478939,,1
104207102,40.465974,-79.947491,,1
1252102084,40.465993,-79.9474293,,1
104207106,40.4660068,-79.9473844,,1
104207109,40.4660655,-79.9473329,,1
1252102234,40.4661593,-79.9473039,,1
104207113,40.4661765,-79.9472986,,1
104207129,40.4663267,-79.9472642,,1
1252101786,40.4664214,-79.9472399,,1
104207143,40.4665945,-79.9471956,,1
1252102097,40.4667473,-79.9471605,,1
104207152,40.466855700000004,-79.9471355,,1
1252104485,40.4670349,-79.9470976,,1
104207162,40.4672213,-79.9470582,,1
314786954,40.4673519,-79.9470754,,1
314786955,40.4674825,-79.9471355,,1
314786956,40.4679592,-79.9475646,,1
314786957,40.4681224,-79.9476591,,1
314786958,40.4682726,-79.9476848,,1
1252101802,40.4683207,-79.9476931,,1
314786959,40.4684228,-79.9477106,,1
1252104700,40.4689903,-79.9478028,,1
314786960,40.4696373,-79.947908,,1
314786961,40.4697679,-79.947908,,1
314786962,40.4699115,-79.9478822,,1
1252104684,40.4706223,-79.9475344,,1
314786963,40.4708061,-79.9474445,,1
1252104453,40.4710123,-79.9473758,,1
1252104542,40.4711592,-79.9473811,,1
1252104677,40.4713674,-79.9474401,,1
1252102050,40.4714347,-79.947483,,1
1252104702,40.4716898,-79.9475957,,1
1252104565,40.4721999,-79.9477995,,1
1252104732,40.4722769,-79.9478309,,1
1252102104,40.4726345,-79.9479766,,1
104207326,40.4961478,-79.9211618,,1
104207334,40.4956195,-79.9212154,,1
104207615,40.494458,-80.0313402,,1
2924129237,40.4945265,-80.0310549,,1
104207630,40.494713,-80.0304599,,1
104207692,40.4854345,-80.0151028,,1
104207700,40.4861526,-80.0153548,,1
1027100418,40.4035278,-80.0180536,,1
104207725,40.4041929,-80.017954,,1
4575931040,40.4865509,-79.913289,,1
4575931098,40.4865172,-79.913317,,1
4575931099,40.4864914,-79.9133492,,1
4575931100,40.48647,-79.9133921,,1
4575931101,40.4864539,-79.9134381,,1
4575931102,40.4864437,-79.913486700000007,,1
4575931103,40.4864391,-79.913539,,1
4575931104,40.4864391,-79.913592,,1
4575931105,40.4864442,-79.9136496,,1
104208647,40.4133273,-80.0865315,,1
2324628589,40.4136283,-80.0863433,,1
104208657,40.4136967,-80.0864717,,1
104208711,40.4519415,-80.0190572,,1
104208716,40.4523824,-80.0166608,,1
104209029,40.4051796,-80.0781995,,1
2991615022,40.4054956,-80.0780522,,1
104209037,40.4057817,-80.0779007,,1
104209042,40.4078362,-80.076796,,1
1598833905,40.4413493,-80.0049985,Liberty Ave at Stanwix St,1
1598833914,40.4413627,-80.0048748,,1
1598833921,40.4413772,-80.0046914,,1
271198056,40.44136,-80.0042763,,1
104210371,40.4008229,-79.9860936,,1
104210379,40.4003842,-79.9859365,,1
104210386,40.4000084,-79.9858318,,1
104210392,40.3996836,-79.9857272,,1
104211469,40.3998531,-79.9864729,,1
104211480,40.3997653,-79.9869342,,1
104211490,40.3996754,-79.9874224,,1
104211495,40.3995753,-79.9880661,,1
104211508,40.3995079,-79.9885248,,1
104212814,40.4325639,-80.0627699,,1
104212821,40.4304486,-80.0626183,,1
104212841,40.4330234,-80.061575,,1
104212850,40.4326015,-80.0615466,,1
104212859,40.4322722,-80.0615149,,1
104213049,40.4148596,-79.9723521,,1
104213067,40.4156143,-79.9722238,,1
104213084,40.4169315,-79.9685653,,1
104213092,40.417005,-79.9690159,,1
104213153,40.4464314,-80.088777,,1
4474516905,40.4464669,-80.0888106,,1
104213156,40.4471835,-80.0894974,,1
2401961875,40.4476241,-80.0899235,,1
104213162,40.448154,-80.0901617,,1
104213167,40.448775500000004,-80.0903833,,1
2401961877,40.4492694,-80.0907198,,1
104213175,40.4495949,-80.0909469,,1
104213184,40.450324,-80.091137,,1
104213848,40.4313655,-79.9368939,,1
3652089740,40.4313005,-79.9368167,,1
2699318118,40.4306629,-79.9358791,,1
2699318121,40.4303456,-79.9345033,,1
2699318120,40.4304831,-79.9331945,,1
3652089739,40.4303495,-79.9331268,,1
3257696368,40.4302706,-79.9330885,,1
104215792,40.4528736,-79.9333146,,1
4309853967,40.4519623,-79.9328411,,1
1933701601,40.4518658,-79.9327847,,1
3074012528,40.4518536,-79.9327783,,1
3074012527,40.4516116,-79.9326553,,1
104215802,40.4515477,-79.9326175,,1
104215888,40.4530572,-79.9349307,,1
104215894,40.453204,-79.9344913,,1
104215906,40.4533626,-79.9340243,,1
1027100670,40.4032497,-80.0161439,,1
1027100554,40.402908,-80.0162726,,1
104216372,40.4028004,-80.0163129,,1
104216378,40.4027044,-80.0163504,,1
104216388,40.4026329,-80.016388,,1
104216397,40.4024858,-80.0164229,,1
104216407,40.402204,-80.0166455,,1
1027100687,40.4019262,-80.0169861,,1
1027100688,40.4018322,-80.0171256,,1
1027100525,40.4032046,-80.0171248,,1
104216429,40.4041484,-80.0167715,,1
1027100535,40.4044426,-80.0166991,,1
5160879341,40.4057387,-80.0164597,,1
104216507,40.4367496,-79.9102246,,1
104216514,40.436636,-79.910147,,1
104216528,40.436627,-79.910213,,1
104216538,40.436644,-79.910252,,1
104216927,40.4728131,-80.0527296,,1
104216935,40.4731212,-80.0529867,,1
104216944,40.473392,-80.0532195,,1
339254913,40.4596347,-79.9562042,,1
339254949,40.4595651,-79.9561804,,1
339254950,40.4594787,-79.9561852,,1
339254951,40.4592496,-79.9562042,,1
339254952,40.4591401,-79.9562061,,1
339254953,40.4590449,-79.9561784,,1
339254954,40.4589666,-79.956126,,1
339254955,40.4589092,-79.9560528,,1
339254956,40.4588612,-79.9559479,,1
104217054,40.4587554,-79.9556998,,1
3277898439,40.4587183,-79.9556249,,1
104217060,40.4586687,-79.9555793,,1
104217067,40.4584147,-79.9555142,,1
104217557,40.4586547,-79.9957866,,1
104217567,40.4580864,-79.9955713,,1
104217578,40.4581244,-79.9944331,,1
1253650442,40.4581705,-79.9945402,,1
1253650512,40.4582287,-79.9946891,,1
1253650364,40.4582261,-79.99484,,1
4074240290,40.4582123,-79.9949412,,1
104217588,40.458099,-79.995507,,1
104244427,40.4210414,-79.8858266,,1
104244437,40.4199222,-79.8865891,,1
104244913,40.483531,-79.9079253,,1
4575931147,40.4836273,-79.9078679,,1
4575931146,40.4837115,-79.9078096,,1
4575931145,40.4838058,-79.9077365,,1
