Source,Target,Type,Id,Label,timeset,Weight,junction,access,service,tunnel,maxspeed,bridge,ref,osmid,oneway,name,distance,lanes,highway,geometry,bridge-size
0,0,Undirected,34518,"['North Charles Street', 'Swindell Bridge', 'Essen Street']",,10,,,,,,yes,,"[11725520, 404164426, 11821469, 404579167]",FALSE,"['North Charles Street', 'Swindell Bridge', 'Essen Street']",426.176,,tertiary,"LINESTRING (584157.5694633533 4480540.230249245, 584175.9985998427 4480549.507561529, 584466.4681515188 4480724.134390572, 584490.7270024784 4480739.628614724, 584495.3649748774 4480742.589615135, 584524.5711676064 4480757.66245744)",10
1,1,Undirected,35020,"['Greenfield Bridge', 'Beechwood Boulevard', 'Greenfield Road']",,10,,,,,,yes,,"[25382304, 388306498, 11965353, 386877044, 550943996, 550943998]",FALSE,"['Greenfield Bridge', 'Beechwood Boulevard', 'Greenfield Road']",792.436,"['3', '2']",secondary,"LINESTRING (590037.8770380052 4475729.651716281, 590052.2192805826 4475766.004668129, 590063.4410307654 4475794.449004114, 590115.5168961056 4475926.94175613, 590116.9528203917 4475931.699476356, 590117.8097228826 4475935.928450634, 590118.1393008655 4475939.562689895, 590118.1197603451 4475943.303748129, 590117.6978038541 4475947.350816034, 590116.6580931832 4475951.268335276, 590115.0926018674 4475955.168429775, 590112.8443014191 4475958.705056858, 590109.7530324941 4475962.497989712, 590104.7936301834 4475967.844909576, 590084.560334131 4475987.573701052, 590062.6522338096 4476007.604365536, 590034.7118615317 4476031.91449639, 590005.4922966473 4476056.087242206, 589959.8632935372 4476091.764320704, 589952.7375755633 4476098.084486471, 589945.9884655003 4476105.541558687, 589940.3770205504 4476113.633990798, 589936.1242227094 4476121.620615112, 589933.0723232486 4476129.921402779, 589930.6371061902 4476138.4405265, 589929.4418619976 4476147.551824443, 589929.3364808955 4476156.332048758, 589930.264247796 4476164.558483659, 589932.2094384187 4476173.540948151, 589935.1678297104 4476182.924136265, 589938.9397982187 4476190.962677265, 589943.7385527445 4476198.269728404, 589949.4580410073 4476205.199274772, 589964.0830941405 4476219.363078437, 589985.0069406257 4476238.831486281, 590002.9032055053 4476254.677718529, 590020.7032634468 4476269.346053375, 590040.2159747586 4476284.090523063, 590057.8589797142 4476296.991883028, 590072.5906620785 4476307.193862988, 590088.6889155176 4476316.624079345, 590106.0207687157 4476325.758317686, 590122.3377249264 4476332.515713153)",10
2,2,Undirected,35097,Saw Mill Run Boulevard,,10,,,,,35 mph,yes,PA 51,"[531835425, 531835435, 54223878, 54223879]",TRUE,Saw Mill Run Boulevard,455.062,"['3', '2']",trunk,"LINESTRING (584230.3736118786 4474004.560597776, 584220.0883833962 4474017.456001869, 584209.6220145744 4474029.86091962, 584197.7609712615 4474042.538827994, 584184.8765782346 4474054.916625448, 584171.5179552389 4474066.456508981, 584043.3496665524 4474170.327389266, 584000.4991841494 4474205.061069396, 583951.5266207606 4474244.744299103, 583931.5575082576 4474260.928704267, 583918.4081992933 4474271.27240595, 583906.2660858689 4474279.573628708, 583893.276317111 4474287.798776374, 583880.865291647 4474294.35409806)",10
2,2,Undirected,35327,,,10,,,,,,yes,,"[54223867, 54223868, 54223869]",TRUE,,219.105,1,trunk_link,"LINESTRING (584014.9618439847 4474156.287799044, 583996.8127976067 4474136.468134998, 583991.8545981839 4474132.160722596, 583986.9408632345 4474129.185989087, 583982.1882345425 4474126.979065464, 583976.9961818581 4474125.366702912, 583971.9970626553 4474124.711231892, 583967.1009062529 4474124.711904476, 583961.9418876439 4474125.453435526, 583957.3174233527 4474126.955856403, 583952.8911191392 4474128.948963919, 583938.829109826 4474136.662466356, 583935.0214698033 4474139.484019682, 583931.5971583889 4474142.931548718, 583928.5649088116 4474146.982947753, 583926.0361370005 4474151.539550205, 583923.8101094788 4474157.098675079, 583922.7197547324 4474162.781527347, 583922.5208859884 4474168.418851147, 583923.219997649 4474174.188342777, 583924.6967797203 4474179.466973145, 583926.913441408 4474184.598465472, 583930.2464009509 4474189.309497355, 583934.2999975015 4474193.318103909, 583939.2138674455 4474197.036604288, 583944.6711965372 4474199.961886482, 583950.4178275758 4474202.057801331, 583956.7246407147 4474203.382890187, 583963.0722262749 4474204.097859709, 583969.0091428844 4474203.598174064, 583974.7657448556 4474202.530298056, 583989.5483375866 4474197.900046508, 583993.6101850234 4474196.624474361)",10
154,1,Undirected,35585,,,10,,,,,,yes,,"[54507814, 54507815]",TRUE,,95.418,3,motorway_link,"LINESTRING (590794.9701095514 4475868.455279152, 590808.5991336581 4475859.028482722, 590853.4370103845 4475825.389564717, 590871.240587468 4475811.039890432)",10
154,1,Undirected,35586,,,10,,,,,,yes,,"[54507816, 54507806]",TRUE,,67.511,1,motorway_link,"LINESTRING (590794.9701095514 4475868.455279152, 590796.3649682845 4475863.96485427, 590796.8223108535 4475860.528841567, 590796.8851304821 4475856.044480527, 590796.2779659654 4475852.240312371, 590795.1283155357 4475848.396265916, 590793.3776164666 4475845.144433754, 590790.5614748924 4475842.301561184, 590787.0050650374 4475840.337864064, 590783.2341772168 4475839.270815047, 590779.0881803181 4475839.05406134, 590752.0009941581 4475841.701247087)",10
1,1,Undirected,35875,,,10,,,,,,yes,,"[54507808, 54507810, 54507811]",TRUE,,99.674,1,motorway_link,"LINESTRING (590613.4727799555 4475888.284295183, 590613.6059125846 4475901.830077293, 590613.8642538448 4475929.576551713, 590613.6260118197 4475935.246680939, 590612.9987556415 4475940.112777791, 590611.9779222002 4475944.552247723, 590610.4540446568 4475948.497156482, 590608.3078314444 4475951.990469016, 590605.563522656 4475955.132394969, 590602.2876366262 4475958.034757074, 590598.3311122073 4475960.396005686, 590593.6417122097 4475962.326528142, 590589.3121747498 4475963.262243733, 590584.0970749406 4475963.765388748, 590577.1301235775 4475963.914307708)",10
0,0,Undirected,35955,Ridge Avenue,,10,,,,,,yes,,"[352622216, 352622212, 352622215]",TRUE,Ridge Avenue,68.967,1,secondary,"LINESTRING (583922.6889563343 4478362.805628728, 583908.6009801973 4478362.181473116, 583900.2303673166 4478359.922870117, 583879.4864497578 4478354.628148719, 583874.1523143108 4478353.09188842, 583865.917356625 4478350.834843939, 583855.8357608595 4478346.869691866)",10
0,0,Undirected,35970,East Ohio Street,,10,,,,,,yes,,"[54338620, 54338621, 54338615]",TRUE,East Ohio Street,88.33,2,primary,"LINESTRING (584975.6346294379 4478624.245374746, 584987.9418578539 4478626.305647811, 585057.5224598453 4478640.639775841, 585062.4306567528 4478641.561464128)",10
1,154,Undirected,36012,,,10,,,,,,yes,,"[550944043, 550944044]",TRUE,,27.645,2,motorway_link,"LINESTRING (590771.3298477518 4475882.812135839, 590778.5710959856 4475878.936517504, 590787.5983858103 4475873.295156848, 590794.9701095514 4475868.455279152)",10
0,0,Undirected,36091,,,10,,,,,,yes,,"[54455403, 54455374, 54455375]",TRUE,,722.486,1,motorway_link,"LINESTRING (583649.8121057245 4483470.355831929, 583670.5240144727 4483338.678055372, 583672.8105672632 4483322.173321753, 583674.5135879809 4483307.071964476, 583675.5773570169 4483293.051412256, 583676.0121828214 4483279.190345071, 583675.9533480111 4483264.002658913, 583674.8408967911 4483235.425718747, 583671.1844116811 4483141.853588855, 583671.0521613432 4483133.981056036, 583671.3593297198 4483126.224457446, 583672.1330802378 4483118.428674352, 583673.6473244706 4483110.352536723, 583675.7146628766 4483102.83767105, 583678.2981918392 4483095.395193174, 583681.6840256653 4483087.451021554, 583685.4012597307 4483080.187760042, 583689.2881364257 4483073.670208144, 583694.4774324691 4483066.645461789, 583700.0670442086 4483060.20248506, 583706.9062468472 4483053.429352582, 583720.3186716163 4483041.689692208, 583756.3020175416 4483010.208848029, 583768.2681023215 4482998.974844069, 583779.9967986589 4482986.994389329, 583790.760815136 4482974.881022881, 583801.7151330014 4482960.915832405, 583811.7569862421 4482946.696192676, 583820.5541356176 4482933.128708892, 583828.6951591538 4482919.12091484, 583836.5042020044 4482904.487715443, 583843.6055215537 4482889.480233577, 583850.4954839979 4482872.916159779, 583857.1172685614 4482855.327734373, 583869.8337270216 4482817.280767404)",10
0,0,Undirected,36179,Ridge Place,,10,,no,,,,yes,,"[55180497, 352622219, 404936437, 352622221]",TRUE,Ridge Place,45.101,1,residential,"LINESTRING (583901.7695539524 4478303.544246792, 583909.8711793913 4478303.324189767, 583911.983503102 4478303.27015094, 583935.840118876 4478309.310350554, 583944.5722413749 4478314.881306982)",10
2,2,Undirected,36312,Penn-Lincoln Parkway West,,10,,,,,55 mph,yes,I 376;US 22;US 30,"[54209613, 54209622, 54224031]",TRUE,Penn-Lincoln Parkway West,436.808,3,motorway,"LINESTRING (582206.7802413318 4475595.958724554, 582202.2619169754 4475570.886528795, 582199.390404822 4475546.498486348, 582197.6210328282 4475522.17804194, 582196.918132663 4475496.53712422, 582197.3670737405 4475471.075362431, 582198.9841856681 4475446.625542941, 582201.7883112875 4475422.244251105, 582206.1211726479 4475393.849909589, 582216.2187112477 4475338.79766393, 582231.9836934536 4475252.823522568, 582234.9482095786 4475234.71631333, 582237.6022279736 4475217.071958528, 582239.5872220043 4475198.54325099, 582240.714722906 4475181.614842372, 582241.0693194394 4475163.989664825)",10
1,1,Undirected,36340,Penn-Lincoln Parkway East,,10,,,,,55 mph,yes,I 376;US 22;US 30,"[292849477, 550944070, 121635815, 54507819, 54507820, 54500077, 54500075]",TRUE,Penn-Lincoln Parkway East,1589.434,3,motorway,"LINESTRING (589941.9398727489 4475914.165329156, 589845.2949058054 4475937.340968949, 589825.1147964119 4475941.362106686, 589804.7673530469 4475944.482051187, 589784.4337307165 4475947.158146195, 589763.8464748798 4475949.054135424, 589743.4729145848 4475950.109007626, 589722.3892240215 4475950.955600718, 589701.3807299833 4475950.48204573, 589680.3515699843 4475949.608639642, 589659.5046743755 4475947.682808123, 589638.4987424453 4475944.866993194, 589617.6708100581 4475941.353956829, 589597.9326030463 4475937.520956575, 589578.2696683464 4475933.067211423, 589558.5909487274 4475927.80290311, 589539.2859708661 4475921.788195154, 589273.5379219232 4475830.93602769, 589041.362243973 4475751.582918439, 589017.8639887533 4475743.543651316, 589003.1793357703 4475739.172781573, 588988.4537493224 4475735.389845612, 588970.253390681 4475731.299242911, 588951.8718955087 4475728.172383436, 588934.1841785334 4475725.919736114, 588916.4873643181 4475724.433040604, 588898.9014018083 4475723.613804415, 588881.3401517635 4475723.572022011, 588863.5935255624 4475724.138676218, 588846.2776090626 4475725.587513365, 588828.3768481349 4475727.706661651, 588811.1117092066 4475730.59940273, 588793.9595557537 4475733.981996821, 588776.4797505486 4475738.52642669, 588759.9564109943 4475743.259852749, 588743.1246306349 4475748.96661156, 588726.6745383996 4475755.399537126, 588710.1906173296 4475762.542606277, 588694.3562165943 4475770.004246005, 588678.6144451782 4475778.244133328, 588663.3207914926 4475787.333083804, 588648.3007999298 4475796.958183349, 588634.2962698764 4475806.806255057, 588620.128719011 4475817.52945808, 588606.5904487898 4475828.848517573, 588593.8294694216 4475840.443230884, 588580.8534003304 4475853.012371548, 588569.2013122067 4475865.541673927, 588557.2355819002 4475879.488303772, 588545.9897312759 4475893.543373464, 588483.9637592497 4475977.005929958)",10
0,0,Undirected,36406,US 19 Truck,,10,,,,,,yes,US 19 Truck,"[78290848, 54455378, 54455379]",TRUE,,517.604,1,motorway_link,"LINESTRING (583935.1659244453 4482828.460533059, 583929.6274429739 4482850.70153615, 583923.7219636336 4482870.90682536, 583916.834966153 4482891.722793982, 583909.0955711206 4482912.973267522, 583900.9048241022 4482933.663602072, 583892.4548899169 4482952.530369278, 583883.0916252709 4482971.220373796, 583872.7139660716 4482989.676976955, 583861.311078975 4483008.11099226, 583850.7823174642 4483023.424167735, 583807.9341366794 4483082.825921145, 583780.6862669508 4483120.599114265, 583769.4429096737 4483137.691752765, 583759.0751845213 4483154.549981612, 583750.2585161399 4483170.648485525, 583742.1160900659 4483187.08760059, 583734.4249633821 4483204.097961869, 583728.2873350198 4483219.37167173, 583718.3537819001 4483246.670348164, 583703.8555072995 4483286.540478971)",10
0,0,Undirected,36503,East Street,,10,,,,,,yes,,"[423732617, 54455389, 54455390]",FALSE,East Street,247.341,3,secondary,"LINESTRING (584030.4380061808 4481869.994931939, 584039.7596691744 4481867.224350584, 584172.4627855918 4481833.391290284, 584189.3534692056 4481827.686438229, 584215.9084628572 4481812.132280449, 584232.458798856 4481796.010368017, 584249.5535487266 4481772.201197431)",10
0,0,Undirected,36529,Parkway North,,10,,,,,50 mph,yes,I 279,"[54455417, 54455418, 92641580]",TRUE,Parkway North,2530.647,3,motorway,"LINESTRING (584102.3724712088 4481799.075920104, 584112.0951396022 4481742.566998581, 584118.3278234527 4481673.784857841, 584121.8974927897 4481599.088919902, 584120.461321337 4481524.78075737, 584104.5028332724 4481285.417072039, 584101.0690305065 4481227.394761, 584101.0898828576 4481184.820327367, 584103.794490225 4481146.339256621, 584111.0407950784 4481108.819582858, 584122.8661960617 4481068.187448197, 584145.7167634903 4481018.154152568, 584227.3358818028 4480877.738042567, 584253.8038935957 4480829.555345911, 584305.9273353992 4480724.133250535, 584358.0011370798 4480623.240393217, 584430.8009770128 4480499.479272658, 584500.3781382593 4480379.756717329, 584578.1332660249 4480244.818080653, 584596.8740435952 4480212.302377425, 584722.5999969958 4479993.990542958, 584745.8556702342 4479948.493014473, 584766.4261588074 4479899.790078514, 584778.2774264483 4479857.338540668, 584784.1991327436 4479816.629406942, 584788.8295647951 4479768.656298277, 584794.8615517212 4479678.557365833, 584798.2151262163 4479606.334993832, 584800.1832932836 4479553.113985321, 584804.7682018963 4479444.814259994)",10
0,0,Undirected,36843,Parkway North,,10,,,,,55 mph,yes,I 279,"[54455401, 54455415, 54455407]",TRUE,Parkway North,1843.605,3,motorway,"LINESTRING (583988.4933540135 4482332.06167738, 583965.2553942897 4482447.968113966, 583929.1677882748 4482645.493865418, 583889.8906169203 4482863.810671996, 583879.3182811223 4482913.960235812, 583868.4424967879 4482951.883515844, 583855.8531218026 4482979.374262027, 583837.7641359896 4483011.321719089, 583821.5750578573 4483035.597088575, 583803.5928554139 4483058.042825879, 583777.801082815 4483087.639349535, 583746.5824198128 4483114.466367847, 583716.3552698412 4483134.510418352, 583683.4199581272 4483152.703606334, 583649.1371993041 4483168.628228997, 583491.4974834058 4483236.140175283, 583168.0882170832 4483372.926248292, 583105.4806668634 4483402.126610687, 583060.6379384305 4483427.43946128, 583029.4771449075 4483450.18463416, 582994.5923072111 4483480.137933943, 582973.9001187019 4483501.20110527, 582941.6639981193 4483538.422289367, 582885.4947462021 4483607.039963357)",10
1,1,Undirected,36941,Panther Hollow Road,,10,,,,,35 mph,yes,,"[282196496, 282196498, 282196493]",TRUE,Panther Hollow Road,212.312,2,secondary,"LINESTRING (589493.3893691802 4476577.308309915, 589478.9170091162 4476587.992950373, 589461.8019613071 4476597.6358012, 589447.6030913307 4476603.894170099, 589431.4217679045 4476609.229658501, 589415.475434359 4476613.357895929, 589400.2281855815 4476615.063227598, 589384.8812770509 4476615.879261703, 589373.4322515137 4476615.631652479, 589360.5558940258 4476614.145844037, 589346.6904682625 4476611.660207233, 589335.609826745 4476608.97466673, 589324.3132729095 4476605.187496356, 589313.359948238 4476601.071383037, 589302.5301063214 4476595.846584247, 589294.2532616029 4476590.652230326)",10
155,0,Undirected,37007,,,10,,,,,,yes,,"[54338561, 54340331]",TRUE,,494.159,1,motorway_link,"LINESTRING (584514.9773284195 4478097.401447511, 584590.52584845 4478109.478200544, 584612.9972516532 4478113.528824668, 584637.3902975328 4478116.391165262, 584663.1955000605 4478117.371182662, 584692.6281097333 4478118.569940719, 584743.2227169364 4478118.109907378, 584774.8646970431 4478118.179428634, 584793.9713522824 4478119.028555797, 584811.975666913 4478120.609052268, 584831.3361219873 4478123.759177189, 584852.2555411586 4478127.792941635, 584871.2551260527 4478132.848553922, 584892.1373774273 4478140.156977396, 584913.5133260939 4478149.547055352, 584935.2049999911 4478161.005672335, 584955.1633512231 4478173.488237636, 584990.414843495 4478197.001780083)",10
155,0,Undirected,37008,North Shore Expressway,,10,,,,,,yes,I 279,"[352443488, 54340332]",TRUE,North Shore Expressway,1542.099,2,motorway,"LINESTRING (584514.9773284195 4478097.401447511, 584588.0568497591 4478114.823470579, 584650.826611577 4478129.687312561, 584694.0352260227 4478137.38082576, 584730.0158411541 4478142.261810848, 584764.3419528907 4478145.703238584, 584817.2216572528 4478150.143172123, 584844.6876827053 4478154.983778899, 584871.446974429 4478162.314333508, 584896.8076016475 4478172.571047554, 584922.1449975302 4478184.870278047, 584941.106249007 4478197.774461116, 584962.9806805933 4478214.786032103, 584985.276097453 4478234.300306063, 585003.7027531385 4478254.681060013, 585021.3988353125 4478278.894718179, 585034.7931974786 4478301.02797593, 585047.4551377092 4478327.904423826, 585055.614709261 4478350.211400613, 585063.9319608337 4478379.536388563, 585068.4203618581 4478404.732498468, 585071.0443725197 4478433.537651824, 585071.8931101426 4478459.602745187, 585070.9899658532 4478478.631724303, 585066.7526331592 4478511.211177955, 585061.9141535341 4478536.989626338, 585053.7639760118 4478573.59892144, 585042.3920773431 4478613.124655226, 585012.2404718109 4478724.708553323, 584977.9575701359 4478858.904040931, 584948.7560954338 4478966.879849345, 584939.9877406657 4478998.264498035, 584926.5504154864 4479039.809660532, 584897.5841982823 4479127.161551402, 584865.5286677898 4479226.024190475)",10
0,0,Undirected,37037,Parkway North,,10,,,,,50 mph,yes,I 279,"[54455416, 90573772, 426169294, 426169295]",TRUE,Parkway North,1084.304,3,motorway,"LINESTRING (584827.9910718078 4479564.752735644, 584816.986670178 4479772.594472126, 584812.8567177606 4479816.043782501, 584805.0949057293 4479858.996775004, 584794.1864703679 4479898.29499748, 584781.9235126233 4479936.667557744, 584763.2817911298 4479976.777448398, 584741.4440044644 4480016.862292347, 584689.5148184627 4480104.165898589, 584615.2755021453 4480233.803320399, 584595.6566848721 4480267.485823778, 584524.8263394532 4480389.09175987, 584432.4953172154 4480550.687912348)",10
0,10,Undirected,37067,North Shore Expressway,,10,,,,,50 mph,yes,I 279,"[121593850, 121593852]",TRUE,North Shore Expressway,261.416,4,motorway,"LINESTRING (584814.4484670879 4478198.803301984, 584757.0792488421 4478185.675529588, 584666.175856207 4478163.565234068, 584559.619189791 4478138.170833097)",10
0,156,Undirected,37104,East Street,,10,,,,,15 mph,yes,,"[54338600, 54338602]",TRUE,East Street,39.011,1,secondary,"LINESTRING (584919.0217868859 4479169.735130001, 584919.9392175792 4479159.876211334, 584919.4356123941 4479156.429000875, 584918.531488972 4479153.154872562, 584914.9171317582 4479148.839753734, 584910.0579411277 4479145.121104648, 584901.2349867654 4479139.48133029)",10
0,156,Undirected,37109,,,10,,,,,,yes,,"[54338601, 54338603]",TRUE,,42.326,1,secondary_link,"LINESTRING (584934.3408330338 4479124.503367129, 584928.2921472107 4479135.936001628, 584925.3127256602 4479139.188274091, 584922.1578547806 4479141.4616161, 584916.2170290066 4479141.893793841, 584910.1050315227 4479140.969639011, 584901.2349867654 4479139.48133029)",10
156,0,Undirected,37115,East Street,,10,,,,,15 mph,yes,,"[54338604, 140082982]",TRUE,East Street,70.879,2,secondary,"LINESTRING (584901.2349867654 4479139.48133029, 584868.2213696035 4479129.881535359, 584862.7309057396 4479127.987525317, 584858.234929211 4479125.138953597, 584853.3798478243 4479121.054036347, 584851.4125663973 4479118.05650758, 584850.0289664998 4479113.688996867, 584849.2250710924 4479109.050517294, 584849.583684233 4479102.848787361)",10
1,1,Undirected,37166,Penn-Lincoln Parkway East,,10,,,,,55 mph,yes,I 376;US 22;US 30,"[54500096, 54500097, 315707785, 550944010, 54507827, 54507828]",TRUE,Penn-Lincoln Parkway East,2124.843,3,motorway,"LINESTRING (588547.5814630253 4475871.558625775, 588559.8568890907 4475857.249285009, 588571.8956761061 4475844.302674674, 588585.2493095053 4475831.371626149, 588598.3532698672 4475819.47010603, 588612.3200072043 4475807.789742407, 588626.8985388448 4475796.749436068, 588641.3050448569 4475786.62856295, 588656.7268847963 4475776.741762711, 588672.4905140435 4475767.369715616, 588688.7701263116 4475758.847536361, 588705.0225620032 4475751.191002259, 588721.8901958311 4475743.885938766, 588738.8177070154 4475737.258825066, 588756.2031221894 4475731.369884362, 588773.1691652477 4475726.508473394, 588791.1596702227 4475721.825764107, 588808.8560610296 4475718.338595617, 588826.5973135482 4475715.362678511, 588845.016209089 4475713.194159539, 588862.8672254557 4475711.696155447, 588881.1570406277 4475711.1137378, 588899.2018369283 4475711.161255228, 588917.3051450504 4475711.997731475, 588935.5020758859 4475713.523668458, 588953.6981282372 4475715.837860621, 588969.2862765911 4475718.431982724, 588984.9264130152 4475721.648450578, 589004.0260040776 4475726.460277956, 589021.6700133465 4475731.676728175, 589277.5978696292 4475819.149959769, 589543.1857919532 4475909.944836857, 589562.0850954935 4475915.83258616, 589581.2818001222 4475920.969021218, 589600.513350996 4475925.317699471, 589619.8367422076 4475929.079133952, 589639.9643770539 4475932.272949165, 589660.3284619442 4475934.847950634, 589680.9296659958 4475936.748639443, 589701.3124635979 4475937.758631234, 589721.7046937799 4475937.980567749, 589742.1629488757 4475937.648263277, 589762.3397162041 4475936.735351885, 589782.5801529535 4475934.757489901, 589802.7167144916 4475932.245553536, 589822.683274513 4475929.054426463, 589842.5732790825 4475925.174125826, 590067.7278859511 4475871.180358055, 590085.3497307568 4475867.573179618, 590103.3971325627 4475864.559552313, 590121.1395154747 4475862.219507015, 590139.1142163204 4475860.31526657, 590157.7014806938 4475858.973526991, 590175.2371097627 4475858.307487288, 590193.9813480007 4475858.022393719, 590211.6417490684 4475858.268285354, 590230.2346315461 4475859.280366611, 590248.2182932324 4475860.862448681, 590266.3401358887 4475862.945818064, 590283.8368548851 4475865.51017755, 590302.056913833 4475868.593976242, 590461.3330431168 4475898.7690792, 590484.8980893857 4475902.5284517, 590509.063061 4475905.784463438, 590532.7808182279 4475908.135906609, 590556.6408567419 4475909.945157559, 590581.0246285485 4475911.239032086)",10
0,0,Undirected,37168,,,10,,,,,,yes,,"[54340548, 116291350]",TRUE,,144.285,1,motorway_link,"LINESTRING (585261.1655981012 4478726.129385586, 585276.0826692214 4478738.033685795, 585307.7627444433 4478762.818152403, 585316.1712635868 4478768.37596438, 585323.6112318479 4478771.857847432, 585329.9819207917 4478773.917645572, 585336.8402238803 4478775.605552524, 585341.2690358488 4478776.166711014, 585346.2365935869 4478776.334355699, 585389.9044623334 4478774.611973804)",10
0,0,Undirected,37169,Chestnut Street,,10,,,,,,yes,,"[313382315, 313382318, 379692629, 532953374]",TRUE,Chestnut Street,72.145,2,tertiary,"LINESTRING (585261.1655981012 4478726.129385586, 585262.5495409097 4478720.02815942, 585263.2006289683 4478716.471957559, 585264.1210321994 4478713.096448694, 585283.9723921489 4478682.682112828, 585292.5963990731 4478671.567730096, 585300.2500501688 4478668.213428579)",10
0,0,Undirected,37199,East Ohio Street,,10,,,,,,yes,,"[313382320, 54338622, 54338623]",TRUE,East Ohio Street,87.939,2,primary,"LINESTRING (585059.3201561744 4478651.850613231, 585054.5667379367 4478650.74195796, 584985.3217464825 4478636.733610722, 584972.9228993722 4478634.527980885)",10
0,52,Undirected,37247,Veterans Bridge,,10,,,,,50 mph,yes,I 579,"[54313960, 54329607]",TRUE,Veterans Bridge,1107.387,"['3', '2']",motorway,"LINESTRING (584825.1801931105 4479274.058649981, 584846.2664751788 4479180.045027172, 584862.727719072 4479111.81245593, 584892.2257501107 4478997.722716639, 584921.2185620195 4478888.62307904, 584948.7871397352 4478784.036841562, 584961.862221844 4478734.105902492, 584973.0379779753 4478691.635905424, 584979.8920363286 4478669.055339104, 584989.9721390505 4478642.437113513, 585009.1275739117 4478597.793030466, 585024.489386442 4478567.60459811, 585041.4369827494 4478537.434207243, 585068.9874235977 4478495.150352906, 585125.0650654592 4478423.960362209, 585167.7027826386 4478375.043116748, 585202.9622478848 4478335.112148225, 585235.7024858585 4478296.740189071, 585251.1452935733 4478275.212366289)",10
158,1,Undirected,37308,,,10,,,,,,yes,,"[54329376, 54329371]",TRUE,,203.367,1,motorway_link,"LINESTRING (585435.3234973154 4477443.436971374, 585412.5288229563 4477425.192404407, 585399.307319302 4477414.628344751, 585387.1478979546 4477403.154985683, 585371.8888693039 4477385.307307908, 585356.2201206589 4477362.470380561, 585326.2995552691 4477308.542093181, 585321.8387833271 4477301.77481689, 585317.951056211 4477296.823629696, 585316.2077657591 4477294.983112033, 585314.3387781685 4477293.007944022, 585308.3775181465 4477287.655690189)",10
158,136,Undirected,37309,,,10,,,,,,yes,,"[54329385, 140069058, 54329380]",TRUE,,152.79,"['1', '2']",motorway_link,"LINESTRING (585435.3234973154 4477443.436971374, 585414.684708911 4477422.086341058, 585401.9109087259 4477408.707578147, 585390.6152520344 4477395.867465405, 585375.773410197 4477375.648795965, 585367.7613803834 4477362.701830451, 585345.5205085607 4477321.128253086)",10
1,70,Undirected,37321,Crosstown Boulevard,,10,,,,,40 mph,yes,I 579,"[54313947, 54329390]",TRUE,Crosstown Boulevard,41.29,2,motorway,"LINESTRING (585352.3665122767 4477020.308870251, 585341.1914914369 4476990.118458877, 585338.133082621 4476981.602006535)",10
1,1,Undirected,37332,,,10,,,,,,yes,,"[54329394, 54329387, 54329386]",TRUE,,293.459,1,motorway_link,"LINESTRING (585468.1286343227 4477393.865176437, 585448.604617377 4477389.290583216, 585441.9945438929 4477387.294598431, 585436.0063508393 4477385.061478257, 585430.899146775 4477382.183417715, 585426.145855394 4477378.765419302, 585421.5543292309 4477374.549954297, 585417.8086006303 4477370.543966759, 585414.3998226174 4477365.997845785, 585410.8185127822 4477359.473675667, 585408.763873447 4477354.443427972, 585406.9973262056 4477348.694862591, 585405.7919041404 4477342.830578605, 585405.3534266511 4477335.909287337, 585407.6751277134 4477288.509764629, 585409.3463513334 4477251.29408762, 585409.6029241615 4477239.951188448, 585408.5063397046 4477229.747425, 585406.5381088561 4477219.367199196, 585401.5042944474 4477201.85810546, 585388.1795636113 4477153.436489243, 585385.0477156764 4477140.212102182)",10
1,1,Undirected,37365,,,10,,,,,,yes,,54329416,TRUE,,83.376,2,trunk_link,"LINESTRING (585551.5424279084 4477398.814073638, 585468.1286343227 4477393.865176437)",10
1,44,Undirected,37408,Centre Avenue,,10,,,,,,yes,,"[130357172, 59380086]",TRUE,Centre Avenue,152.303,2,secondary,"LINESTRING (585517.5352552029 4477142.056581583, 585508.7016507275 4477141.633787799, 585478.6828274862 4477140.924807483, 585456.0197570086 4477139.322923876, 585436.5248087069 4477135.858872668, 585420.356073968 4477132.288483248, 585408.5662236514 4477128.534924132, 585395.2034322561 4477123.61998786, 585378.4946265827 4477116.080266671, 585372.8590758294 4477108.189414966)",10
1,1,Undirected,37411,,,10,,,,,,yes,,"[54329424, 54329418, 54329423]",TRUE,,162.615,1,trunk_link,"LINESTRING (585358.8300877421 4477242.114495267, 585375.6414781294 4477238.39833977, 585389.3569636975 4477237.655457651, 585401.1646207205 4477239.832768911, 585448.7510975418 4477256.006531032, 585463.6854838992 4477263.659393331, 585471.3529638697 4477269.630728907, 585479.0483884193 4477277.611779999, 585486.0840517888 4477286.173693941, 585497.0257456996 4477304.016726936)",10
1,159,Undirected,37412,,,10,,,,,,yes,,"[54329425, 54329431]",TRUE,,104.219,1,trunk_link,"LINESTRING (585358.8300877421 4477242.114495267, 585373.2484301524 4477234.030342327, 585381.8163517483 4477232.45166473, 585390.9268086827 4477231.645191554, 585400.4744845006 4477232.664375042, 585410.4536757411 4477235.26491706, 585449.4289747538 4477248.631706003, 585457.800037366 4477251.669131672)",10
159,1,Undirected,37413,,,10,,,,,,yes,,"[54329425, 54329419]",TRUE,,28.593,1,trunk_link,"LINESTRING (585457.800037366 4477251.669131672, 585462.3446766145 4477253.308512214, 585469.8166223662 4477256.346794338, 585483.7626454302 4477263.644269696)",10
