Id,Label,timeset,d9,d8,d7,d6,d5,d2,d1,d0,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,pageranks,componentnumber,Cluter-ID,clustering,triangles,eigencentrality
2507875048,2507875048,,,,4481210.777014,576793.484243,POINT (576793.4842427189 4481210.777014229),2507875048,-80.094011,40.478035,2,2,93,0.0188,0.021468,0.000728,13,0.000049,3,0,0,0,0.081668
104735469,104735469,,,,4473436.340253,592476.146451,POINT (592476.146450502 4473436.340252881),104735469,-79.9101519,40.4064087,4,4,72,0.024064,0.028145,0.003921,55,0.000066,2,0,0,0,0.549334
104866549,104866549,,,,4479414.530946,580195.98929,POINT (580195.9892896739 4479414.530946164),104866549,-80.0541013,40.4615331,1,1,76,0.024695,0.027558,0,64,0.000029,2,0,0,0,0.072222
104932092,104932092,,,,4472282.921746,582043.493569,POINT (582043.4935691674 4472282.921745993),104932092,-80.0332336,40.3971123,3,3,78,0.024322,0.028811,0.003943,45,0.000058,2,0,0,0,0.240983
104735491,104735491,,,,4473293.154663,592595.37014,POINT (592595.3701400075 4473293.154663443),104735491,-79.9087679,40.4051057,4,4,74,0.022987,0.026728,0.001653,55,0.000067,2,0,0,0,0.465114
104538887,104538887,,,traffic_signals,4478002.788618,590117.61201,POINT (590117.6120102638 4478002.788618255),104538887,-79.9372958,40.4478,3,3,72,0.026001,0.030573,0.002639,63,0.000065,1,0,0,0,0.17327
2507875080,2507875080,,,turning_circle,4481589.447322,577648.703401,POINT (577648.70340121 4481589.447321543),2507875080,-80.0838762,40.4813665,1,1,94,0.018428,0.019921,0,10,0.000037,3,0,0,0,0.029876
107553543,107553543,,,,4470492.601354,593041.289198,POINT (593041.2891980361 4470492.601354373),107553543,-79.9039228,40.3798299,4,4,85,0.018723,0.022341,0.00019,67,0.00007,2,0,0,0,0.419871
104735511,104735511,,,,4473224.959318,592655.849807,POINT (592655.8498068028 4473224.959318103),104735511,-79.9080652,40.4044847,3,3,75,0.02248,0.025931,0.00048,55,0.000053,2,0,0,0,0.314022
104538910,104538910,,,,4477942.997287,590282.838406,POINT (590282.8384059449 4477942.997287371),104538910,-79.9353562,40.4472435,3,3,73,0.02558,0.030055,0.002022,37,0.00007,1,0,0,0,0.149975
104669987,104669987,,,,4481353.308244,581244.222635,POINT (581244.222635227 4481353.308244316),104669987,-80.0414909,40.4788954,4,4,78,0.025324,0.029329,0.000128,0,0.000082,0,0,0,0,0.3198
105849635,105849635,,,,4472317.547993,580031.394723,POINT (580031.3947226802 4472317.547992699),105849635,-80.0569359,40.39762,1,1,81,0.021895,0.023996,0,61,0.000034,2,0,0,0,0.032846
104538920,104538920,,,,4477873.061035,590452.541145,POINT (590452.5411449487 4477873.061034543),104538920,-79.9333653,40.4465951,3,3,73,0.025366,0.029872,0.001797,37,0.000065,1,0,0,0,0.179355
104669997,104669997,,,,4481517.310813,581203.336772,POINT (581203.3367720315 4481517.31081263),104669997,-80.0419522,40.4803767,4,4,76,0.026607,0.030885,0.000442,0,0.000086,0,0,0.166667,1,0.272101
4579992371,4579992371,,,,4483377.65787,589701.281845,POINT (589701.2818453449 4483377.657869577),4579992371,-79.9414445,40.4962593,3,3,74,0.028121,0.033034,0.000247,14,0.000058,0,0,0,0,0.212042
104538933,104538933,,,traffic_signals,4477768.295415,590637.282618,POINT (590637.2826184732 4477768.295414666),104538933,-79.9312021,40.4456313,3,3,72,0.025276,0.029662,0.000925,37,0.000066,1,0,0,0,0.190731
104670006,104670006,,,,4481573.343886,581189.368749,POINT (581189.3687485033 4481573.343885574),104670006,-80.0421098,40.4808828,1,1,77,0.025918,0.02961,0,0,0.000027,0,0,0,0,0.0825
104538938,104538938,,,stop,4477721.084163,590717.446808,POINT (590717.4468081467 4477721.084163278),104538938,-79.9302637,40.4451973,4,4,72,0.02522,0.029689,0.00093,37,0.000078,1,0,0,0,0.28453
105849660,105849660,,,,4472738.253666,577812.550808,POINT (577812.5508082956 4472738.253665564),105849660,-80.0830274,40.40162,3,3,80,0.022375,0.025499,0.000325,23,0.000066,2,0,0,0,0.194049
104538949,104538949,,,,4477666.91452,590810.56332,POINT (590810.5633199112 4477666.914519978),104538949,-79.9291736,40.4446992,3,3,72,0.025097,0.029506,0.000351,37,0.000061,1,0,0,0,0.245639
105849674,105849674,,,,4472764.681535,577955.415243,POINT (577955.4152426353 4472764.681535418),105849674,-80.0813408,40.4018447,4,4,80,0.022262,0.025358,0.000458,23,0.00009,2,0,0,0,0.200089
104538959,104538959,,,traffic_signals,4477601.870297,590919.564095,POINT (590919.5640949323 4477601.870297251),104538959,-79.9278978,40.4441014,4,4,71,0.02537,0.03005,0.001598,37,0.000074,1,0,0,0,0.368688
105718612,105718612,,,traffic_signals,4482723.965841,592761.934594,POINT (592761.9345944036 4482723.965841145),105718612,-79.9054279,40.4900348,3,3,78,0.026112,0.031032,0.00071,18,0.000059,4,0,0,0,0.193784
874193752,874193752,,,turning_circle,4481906.095428,590333.171085,POINT (590333.1710849527 4481906.095427637),874193752,-79.9341986,40.4829357,1,1,87,0.021878,0.025409,0,35,0.000027,1,0,0,0,0.093755
105718618,105718618,,,,4482888.683561,592818.977305,POINT (592818.9773047119 4482888.683560511),105718618,-79.9047308,40.4915121,4,4,80,0.024855,0.02945,0.000345,18,0.000067,4,0,0,0,0.497852
105849691,105849691,,,,4472791.079434,578041.807968,POINT (578041.8079683863 4472791.079434316),105849691,-80.0803196,40.4020744,3,3,79,0.022739,0.025835,0.000508,23,0.000072,2,0,0,0,0.148269
5051851612,5051851612,,,,4480449.395027,576775.331432,POINT (576775.3314324114 4480449.395027382),5051851612,-80.0943173,40.4711782,1,1,92,0.01925,0.022317,0,13,0.000029,3,0,0,0,0.045569
105718621,105718621,,,,4483042.211628,592872.494813,POINT (592872.4948127774 4483042.211627594),105718621,-79.9040769,40.492889,4,4,82,0.0238,0.027952,0.000094,18,0.000068,4,0,0,0,0.489692
104538976,104538976,,,traffic_signals,4477593.712371,591080.531146,POINT (591080.531146272 4477593.712371356),104538976,-79.9260012,40.4440103,4,4,72,0.024999,0.029799,0.001642,37,0.000074,1,0,0,0,0.392352
105128810,105128810,,,,4482800.167878,584482.718126,POINT (584482.7181263316 4482800.167878374),105128810,-80.0030961,40.4916051,3,3,72,0.027454,0.031475,0.000358,36,0.000071,0,0,0,0,0.151022
104538987,104538987,,,,4477592.659744,591135.455911,POINT (591135.4559108746 4477592.659744287),104538987,-79.9253538,40.4439948,3,3,73,0.024487,0.028937,0.000133,37,0.000059,1,0,0,0,0.242484
105849714,105849714,,,,4473013.056958,578229.096177,POINT (578229.0961768909 4473013.05695795),105849714,-80.0780855,40.4040564,3,3,78,0.023251,0.026486,0.000858,23,0.000065,2,0,0,0,0.187636
105128819,105128819,,,,4482805.025613,584732.468354,POINT (584732.4683544441 4482805.025612691),105128819,-80.0001488,40.4916234,3,3,71,0.028227,0.032665,0.000986,36,0.000069,0,0,0,0,0.158488
1026040692,1026040692,,,,4472016.330698,586477.563724,POINT (586477.5637240134 4472016.330698431),1026040692,-79.9810282,40.3942623,1,1,68,0.026144,0.030082,0,60,0.000029,2,0,0,0,0.047258
105718642,105718642,,,,4483644.050555,592898.317221,POINT (592898.3172211183 4483644.05055454),105718642,-79.903684,40.4983071,4,4,79,0.024875,0.029142,0.004424,18,0.000076,4,0,0.166667,1,0.328048
104538999,104538999,,,,4477589.867296,591232.54012,POINT (591232.540119794 4477589.867295997),104538999,-79.9242096,40.443959,3,3,73,0.024252,0.028738,0.000053,37,0.000059,1,0,0,0,0.20369
105784187,105784187,,,,4473279.847726,577613.157666,POINT (577613.1576656025 4473279.847725728),105784187,-80.0853108,40.4065173,3,3,75,0.024976,0.02879,0.000131,23,0.000059,2,0,0.333333,1,0.26365
5322515327,5322515327,,,,4475956.302264,594289.910077,POINT (594289.9100770676 4475956.302263777),5322515327,-79.8884066,40.4289037,3,12,56,0.035295,0.041026,0.058361,4,0.000062,1,0,0,0,0.158533
104539007,104539007,,,,4477589.400801,591261.68124,POINT (591261.6812395941 4477589.400801021),104539007,-79.9238661,40.4439516,3,3,72,0.024538,0.029194,0.000111,37,0.000058,1,0,0,0,0.235831
105849730,105849730,,,,4477335.138903,594469.348645,POINT (594469.3486446402 4477335.138903071),105849730,-79.8860866,40.4413031,3,3,66,0.027422,0.03192,0.003198,17,0.000054,1,0,0,0,0.30661
105718660,105718660,,,,4470825.759656,593208.090596,POINT (593208.0905962781 4470825.759656283),105718660,-79.9019094,40.3828122,3,3,85,0.018739,0.022204,0.000095,67,0.000057,2,0,0,0,0.259945
104539017,104539017,,,,4477585.020424,591407.734271,POINT (591407.7342714122 4477585.020423695),104539017,-79.9221448,40.4438961,3,3,72,0.024614,0.029502,0.002965,37,0.000059,1,0,0,0,0.233106
106111886,106111886,,,,4475248.195262,594779.03044,POINT (594779.0304395296 4475248.195261849),106111886,-79.8827469,40.4224699,3,3,70,0.023892,0.02674,0.000179,4,0.00006,1,0,0,0,0.191476
104539028,104539028,,,traffic_signals,4477582.3833,591546.310643,POINT (591546.3106432926 4477582.383299561),104539028,-79.9205114,40.4438571,4,4,71,0.025148,0.030315,0.004006,37,0.000075,1,0,0,0,0.367873
104539036,104539036,,,,4477609.115927,591660.625598,POINT (591660.6255975438 4477609.115926781),104539036,-79.9191598,40.4440853,4,4,70,0.025715,0.031066,0.011349,37,0.000072,1,0,0,0,0.493547
3157795743,3157795743,,,,4479178.66388,592880.037142,POINT (592880.0371422463 4479178.6638798),3157795743,-79.9045537,40.4580876,3,3,87,0.021022,0.0262,0.000034,31,0.000057,1,0,0.333333,1,0.295216
3157795744,3157795744,,,,4479180.499106,592903.572391,POINT (592903.5723906087 4479180.499106227),3157795744,-79.9042759,40.4581015,4,4,87,0.021022,0.026273,0.00052,31,0.000076,1,0,0.166667,1,0.350577
105849763,105849763,,,,4477000.755393,595557.936438,POINT (595557.9364382678 4477000.755393191),105849763,-79.8733034,40.4381668,4,4,64,0.028676,0.033374,0.00322,46,0.000079,1,0,0,0,0.289806
104539043,104539043,,,traffic_signals,4477637.679495,591776.537411,POINT (591776.5374112049 4477637.679494559),104539043,-79.9177891,40.4443298,5,5,71,0.025321,0.030698,0.014145,37,0.000089,1,0,0,0,0.570967
104539049,104539049,,,,4477660.782464,591876.1369,POINT (591876.136899677 4477660.782464043),104539049,-79.9166115,40.4445269,3,3,72,0.024699,0.029438,0.000507,37,0.000057,1,0,0,0,0.305249
105849770,105849770,,,,4477256.211526,595898.355521,POINT (595898.3555206894 4477256.211526087),105849770,-79.8692518,40.4404286,3,3,65,0.027884,0.032087,0.000883,46,0.000062,1,0,0,0,0.205385
104604587,104604587,,,,4476687.050399,577943.110626,POINT (577943.1106258022 4476687.050399163),104604587,-80.0810051,40.4371785,3,3,86,0.020213,0.023558,0.000272,49,0.000079,3,0,0,0,0.11062
104539055,104539055,,,,4477705.344394,591969.221172,POINT (591969.221172467 4477705.344393827),104539055,-79.9155076,40.444918,3,3,74,0.023587,0.027569,0.000221,37,0.00006,1,0,0.333333,1,0.178448
105784263,105784263,,,,4480940.510491,591794.329846,POINT (591794.3298460548 4480940.510490917),105784263,-79.9171017,40.474078,1,1,88,0.021765,0.025687,0,7,0.000027,1,0,0,0,0.067518
105980874,105980874,,,,4472210.801006,581235.991867,POINT (581235.9918668014 4472210.801006473),105980874,-80.0427568,40.3965418,3,3,73,0.026509,0.030739,0.000959,45,0.000059,2,0,0,0,0.187384
3625526224,3625526224,,,,4468573.899795,590505.96559,POINT (590505.9655899627 4468573.899794884),3625526224,-79.9340577,40.3628261,1,1,76,0.022033,0.025269,0,51,0.000031,2,0,0,0,0.056403
1600660432,1600660432,,,,4468954.736739,585215.339922,POINT (585215.3399221383 4468954.73673894),1600660432,-79.9963083,40.3668141,1,1,80,0.019854,0.022289,0,44,0.000035,2,0,0,0,0.032346
104866773,104866773,,,,4476464.684451,579203.121973,POINT (579203.1219734388 4476464.684450958),104866773,-80.0661784,40.4350564,3,3,82,0.02202,0.026029,0.000929,33,0.00006,2,0,0,0,0.220903
104932318,104932318,,,,4477478.691076,581176.113797,POINT (581176.1137965743 4477478.691075536),104932318,-80.0427899,40.4440002,3,3,73,0.026505,0.030309,0.000335,29,0.000062,2,0,0,0,0.246103
104539102,104539102,,,,4477902.31108,592204.635338,POINT (592204.6353384493 4477902.311080008),104539102,-79.9127035,40.4466661,3,3,75,0.02326,0.027194,0.000122,37,0.00006,1,0,0.333333,1,0.173292
1026040804,1026040804,,,,4472394.540014,585620.237022,POINT (585620.2370216828 4472394.540014355),1026040804,-79.9910778,40.3977577,3,3,62,0.028663,0.032651,0.000636,32,0.000062,2,0,0,0,0.198222
104866789,104866789,,,,4476473.876543,579279.759044,POINT (579279.7590438748 4476473.876543141),104866789,-80.0652738,40.4351319,3,3,80,0.023026,0.02755,0.000723,33,0.000059,2,0,0,0,0.257708
104932328,104932328,,,,4477508.125573,581203.164829,POINT (581203.1648292181 4477508.125572741),104932328,-80.0424672,40.4442627,4,4,72,0.026841,0.03058,0.000508,29,0.000086,2,0,0,0,0.277769
105128937,105128937,,,,4476568.79024,587933.074099,POINT (587933.0740992712 4476568.790239736),105128937,-79.9632512,40.435117,4,4,59,0.033331,0.037692,0.001065,21,0.000077,1,0,0.166667,1,0.28747
104539114,104539114,,,traffic_signals,4477906.430834,592295.736589,POINT (592295.7365885732 4477906.430834115),104539114,-79.9116288,40.4466931,3,3,75,0.023604,0.027513,0.001474,37,0.00006,1,0,0.333333,1,0.17318
104670184,104670184,,,,4470396.678503,581517.588768,POINT (581517.5887678985 4470396.67850276),104670184,-80.0396712,40.3801728,3,3,92,0.018287,0.020545,0.000364,25,0.000039,2,0,0,0,0.136929
105128946,105128946,,,,4476548.941028,587971.896054,POINT (587971.8960538351 4476548.941027559),105128946,-79.9627963,40.4349341,3,3,60,0.032267,0.036206,0.000247,21,0.000058,1,0,0,0,0.26115
104932342,104932342,,,,4477537.182341,581228.133284,POINT (581228.1332843143 4477537.182341294),104932342,-80.0421691,40.444522,4,4,71,0.027498,0.031252,0.000797,29,0.00009,2,0,0,0,0.241254
105128954,105128954,,,,4476517.4773,588034.140489,POINT (588034.1404892678 4476517.477299619),105128954,-79.9620669,40.4346441,3,3,61,0.031326,0.034935,0.000149,21,0.000059,1,0,0,0,0.230915
104932349,104932349,,,,4477589.204088,581275.243533,POINT (581275.2435329799 4477589.204087736),104932349,-80.041607,40.444986,3,3,69,0.028959,0.032912,0.001818,29,0.000071,2,0,0,0,0.157505
105849860,105849860,,,,4477556.742501,593932.452128,POINT (593932.4521277611 4477556.742500553),105849860,-79.8923834,40.44336,4,4,69,0.025804,0.030144,0.000732,17,0.000072,1,0,0,0,0.39959
105128965,105128965,,,,4476436.550032,588172.313932,POINT (588172.3139315716 4476436.55003181),105128965,-79.9604493,40.4339005,3,3,61,0.029854,0.032969,0.000141,21,0.000066,1,0,0,0,0.183011
105718790,105718790,,,,4485581.587041,582849.616625,POINT (582849.6166252668 4485581.587040886),105718790,-80.0220003,40.5168239,2,2,73,0.02605,0.028904,0.001819,20,0.000056,0,0,0,0,0.091314
736437258,736437258,,,,4477147.608262,585792.353859,POINT (585792.3538589324 4477147.608262431),736437258,-79.9884088,40.4405544,4,4,62,0.034771,0.040801,0.002733,48,0.000071,1,0,0,0,0.364336
105849869,105849869,,,,4477425.464487,594252.564754,POINT (594252.564754167 4477425.464487058),105849869,-79.8886289,40.4421413,4,4,67,0.026854,0.031113,0.001153,17,0.000069,1,0,0.166667,1,0.430909
736437264,736437264,,,traffic_signals,4477142.432009,585531.942192,POINT (585531.9421919989 4477142.432008995),736437264,-79.9914796,40.4405346,4,4,61,0.035912,0.04243,0.002869,30,0.000067,1,0,0,0,0.520595
104932371,104932371,,,,4479010.769658,586600.202221,POINT (586600.2022212046 4479010.769657762),104932371,-79.9786307,40.4572534,4,4,68,0.029949,0.033887,0.000361,41,0.000082,1,0,0,0,0.368495
105849881,105849881,,,,4477375.691814,594367.863571,POINT (594367.8635706445 4477375.691814337),105849881,-79.887277,40.4416799,3,3,66,0.027407,0.031668,0.001285,17,0.000054,1,0,0.333333,1,0.314547
4579992603,4579992603,,,,4483254.203962,589866.661421,POINT (589866.6614211043 4483254.203961536),4579992603,-79.9395107,40.4951294,3,12,73,0.030097,0.036283,0.009665,22,0.000061,5,0,0,0,0.206822
104997915,104997915,,,,4480901.799759,582335.890798,POINT (582335.8907977068 4480901.799758678),104997915,-80.0286719,40.4747208,3,3,81,0.023303,0.026936,0.000721,0,0.000069,0,0,0,0,0.150773
4579992605,4579992605,,,,4483230.181957,590131.537931,POINT (590131.537930543 4483230.181957027),4579992605,-79.9363889,40.4948843,3,3,77,0.026891,0.031488,0.000707,27,0.000059,5,0,0.333333,1,0.270709
736437279,736437279,,,,4477154.267436,585929.722846,POINT (585929.7228458496 4477154.26743639),736437279,-79.9867884,40.4406002,3,3,64,0.031643,0.035982,0.000058,48,0.000058,1,0,0,0,0.203115
4579992608,4579992608,,,,4483316.674948,589942.417758,POINT (589942.4177578792 4483316.674947659),4579992608,-79.938608,40.4956839,3,12,73,0.03005,0.036234,0.023026,22,0.000058,5,0,0.333333,1,0.242382
2508858405,2508858405,,,,4481478.289508,577692.555701,POINT (577692.5557006346 4481478.289507569),2508858405,-80.0833725,40.4803611,1,1,90,0.019894,0.021893,0,10,0.000032,3,0,0,0,0.040035
104932390,104932390,,,,4478936.709859,586669.222791,POINT (586669.2227911237 4478936.709858852),104932390,-79.9778269,40.4565791,4,4,67,0.030531,0.034837,0.000489,41,0.000072,1,0,0,0,0.496176
736437289,736437289,,,,4477108.189415,585372.859076,POINT (585372.8590758294 4477108.189414966),736437289,-79.9933597,40.4402425,4,40,61,0.035403,0.04138,0.000121,30,0.000066,44,0,0.166667,1,0.51166
4579992618,4579992618,,,,4483314.74497,589732.853219,POINT (589732.8532191998 4483314.74497005),4579992618,-79.9410809,40.4956892,3,21,71,0.030378,0.036562,0.003977,22,0.000058,0,0,0.333333,1,0.220782
1458644011,1458644011,,,,4478580.552343,583128.673206,POINT (583128.673206382 4478580.552342516),1458644011,-80.0196247,40.4537326,3,3,72,0.028526,0.032625,0.000056,19,0.000056,0,0,0.333333,1,0.293286
107619369,107619369,,,turning_circle,4468348.970116,583577.629455,POINT (583577.6294547478 4468348.9701161),107619369,-80.0156744,40.3615232,1,1,83,0.018626,0.020883,0,44,0.000031,2,0,0,0,0.040278
104932399,104932399,,,,4478861.903632,586738.923313,POINT (586738.9233130706 4478861.90363178),104932399,-79.9770152,40.455898,4,4,66,0.031285,0.035967,0.000758,41,0.00007,1,0,0,0,0.475469
105980976,105980976,,,,4475345.248933,584952.754827,POINT (584952.7548274705 4475345.248933059),105980976,-79.9985481,40.4244054,3,3,72,0.026908,0.030393,0.000016,47,0.000056,2,0,0,0,0.254263
736437297,736437297,,,traffic_signals,4477121.970409,585525.016861,POINT (585525.0168608003 4477121.970408913),736437297,-79.991564,40.440351,4,4,59,0.037506,0.044268,0.006167,30,0.000067,1,0,0.166667,1,0.511938
105129008,105129008,,,stop,4482592.748395,580294.666126,POINT (580294.6661256355 4482592.748394771),105129008,-80.0525352,40.4901524,4,4,79,0.025243,0.030025,0.005545,66,0.000074,0,0,0,0,0.32555
2508858420,2508858420,,,,4481448.559025,577731.994231,POINT (577731.9942307818 4481448.559025461),2508858420,-80.0829109,40.4800896,3,3,88,0.020717,0.023209,0.001456,10,0.000074,3,0,0,0,0.126809
2508858422,2508858422,,,,4481388.155185,577771.387476,POINT (577771.3874758424 4481388.155184953),2508858422,-80.0824536,40.4795418,3,3,88,0.020717,0.023201,0.000122,10,0.000068,3,0,0.333333,1,0.181297
105129015,105129015,,,,4482475.640406,580179.973123,POINT (580179.9731227206 4482475.640405525),105129015,-80.0539032,40.4891086,3,3,78,0.025835,0.030509,0.005555,66,0.000059,0,0,0,0,0.219289
104735799,104735799,,,,4482610.204129,583416.466334,POINT (583416.466333549 4482610.204129037),104735799,-80.0157012,40.4900018,3,3,71,0.028045,0.032375,0.000358,36,0.000073,0,0,0,0,0.179634
271197242,271197242,,,,4477793.671431,583615.808433,POINT (583615.8084333774 4477793.671430933),271197242,-80.0139841,40.4465957,3,3,65,0.033911,0.039588,0.000117,30,0.000058,0,0,0,0,0.25165
271197243,271197243,,,traffic_signals,4477870.936279,583929.244976,POINT (583929.2449760322 4477870.93627942),271197243,-80.0102783,40.4472601,4,4,65,0.034572,0.040916,0.00064,30,0.000074,0,0,0,0,0.376162
104932410,104932410,,,,4478799.73966,586796.860539,POINT (586796.8605386465 4478799.739659894),104932410,-79.9763405,40.455332,3,3,65,0.031976,0.036792,0.001094,41,0.000056,1,0,0,0,0.29423
4579992635,4579992635,,,stop,4483269.882518,589858.573846,POINT (589858.5738455649 4483269.882518176),4579992635,-79.9396039,40.4952715,4,22,72,0.030951,0.037748,0.030182,22,0.000076,5,0,0.166667,1,0.298764
2508858430,2508858430,,,,4481340.441486,577890.88515,POINT (577890.8851497397 4481340.44148579),2508858430,-80.0810498,40.4791008,3,3,88,0.020716,0.023106,0.000121,10,0.000074,3,0,0,0,0.128144
2508858433,2508858433,,,,4481363.848586,577904.196269,POINT (577904.1962694426 4481363.848585771),2508858433,-80.0808899,40.4793104,3,3,87,0.021154,0.02377,0.000121,10,0.000067,3,0,0,0,0.167413
2508858434,2508858434,,,,4481333.025307,577902.567544,POINT (577902.5675443179 4481333.025307221),2508858434,-80.0809129,40.4790329,3,3,87,0.021153,0.023712,0.000242,10,0.00007,3,0,0,0,0.14682
104735816,104735816,,,,4482695.170362,583425.926738,POINT (583425.9267383536 4482695.170362128),104735816,-80.0155784,40.4907662,3,3,72,0.027285,0.031205,0.000122,36,0.000076,0,0,0,0,0.136074
104670293,104670293,,,,4476689.620577,589352.60637,POINT (589352.6063701508 4476689.620576634),104670293,-79.9465003,40.4360541,5,5,60,0.031008,0.035774,0.003609,37,0.000098,1,0,0,0,0.344247
4579992662,4579992662,,,,4483193.290658,590129.719729,POINT (590129.7197291747 4483193.290657611),4579992662,-79.9364156,40.4945522,4,4,78,0.026209,0.030612,0.000452,27,0.000077,5,0,0.166667,1,0.343589
2508858457,2508858457,,,,4481445.915159,578389.243101,POINT (578389.2431006432 4481445.915158954),2508858457,-80.0751579,40.480004,3,3,87,0.021153,0.023709,0.000344,10,0.000058,3,0,0.333333,1,0.22483
2508858458,2508858458,,,,4481514.723756,578601.021785,POINT (578601.0217847013 4481514.723755977),2508858458,-80.0726511,40.4806038,3,3,89,0.020295,0.022443,0,10,0.000057,3,0,0.666667,2,0.232835
2508858459,2508858459,,,,4481564.62981,578445.014448,POINT (578445.0144476107 4481564.629810212),2508858459,-80.0744853,40.4810681,3,3,88,0.020715,0.023056,0.000121,10,0.000057,3,0,0.333333,1,0.230896
107553884,107553884,,,,4475856.712229,581733.111991,POINT (581733.1119908643 4475856.712228639),107553884,-80.0364314,40.4293351,1,1,73,0.026475,0.029277,0,52,0.000032,2,0,0,0,0.045431
2508858461,2508858461,,,,4481348.450778,578508.359258,POINT (578508.3592583913 4481348.450778098),2508858461,-80.0737648,40.4791148,3,3,87,0.021153,0.023719,0.000384,10,0.000058,3,0,0,0,0.224916
4579992670,4579992670,,,,4483152.4603,590015.656054,POINT (590015.6560544511 4483152.460300455),4579992670,-79.9377672,40.4941968,4,4,77,0.026639,0.031233,0.000454,27,0.000077,5,0,0,0,0.313697
2508858460,2508858460,,,,4481468.789528,578459.650562,POINT (578459.6505618165 4481468.789527881),2508858460,-80.0743245,40.4802034,4,4,88,0.020715,0.023097,0.000081,10,0.000074,3,0,0.166667,1,0.300197
3783926881,3783926881,,,turning_circle,4484125.906406,595176.182148,POINT (595176.1821475779 4484125.906406409),3783926881,-79.8767348,40.5023892,1,1,84,0.022124,0.024596,0,18,0.000037,29,0,0,0,0.027349
4472120418,4472120418,,,,4473850.168016,582829.851977,POINT (582829.8519766184 4473850.16801641),4472120418,-80.0237648,40.411152,3,3,70,0.029594,0.034593,0.000309,65,0.000055,2,0,0,0,0.313783
687154275,687154275,,,motorway_junction,4482933.733023,589969.706146,POINT (589969.7061464197 4482933.733023324),687154275,-79.9383404,40.4922316,3,30,74,0.029005,0.034954,0.007702,22,0.000061,45,0,0,0,0.183474
687154276,687154276,,,,4482991.872294,589950.224257,POINT (589950.2242569727 4482991.872293551),687154276,-79.938562,40.4927574,3,30,74,0.029428,0.035442,0.009157,22,0.000061,46,0,0,0,0.184753
687154277,687154277,,,,4482936.187463,589960.556631,POINT (589960.5566307186 4482936.187463149),687154277,-79.938448,40.4922547,3,30,74,0.029022,0.034966,0.009656,22,0.000061,47,0,0,0,0.182666
2508858466,2508858466,,,,4481395.32078,578588.696217,POINT (578588.696217202 4481395.320779585),2508858466,-80.0728113,40.4795294,3,3,88,0.020715,0.023046,0.000162,10,0.000057,3,0,0.333333,1,0.231447
2508858468,2508858468,,,,4481491.916868,578530.826361,POINT (578530.8263611882 4481491.916868231),2508858468,-80.073482,40.480405,4,4,89,0.020295,0.022483,0,10,0.000073,3,0,0.333333,2,0.303069
2508858470,2508858470,,,,4481594.779679,578518.929961,POINT (578518.9299608457 4481594.779679482),2508858470,-80.0736096,40.4813327,3,3,89,0.020295,0.022443,0,10,0.000057,3,0,0.333333,1,0.232759
687154284,687154284,,5,motorway_junction,4483483.809076,590153.075134,POINT (590153.0751342979 4483483.809076213),687154284,-79.9360987,40.4971665,3,21,70,0.03138,0.038534,0.073435,22,0.00006,8,0,0,0,0.1958
3670680684,3670680684,,,,4473827.439581,577406.050738,POINT (577406.0507383319 4473827.43958061),3670680684,-80.0876847,40.4114693,3,3,78,0.023155,0.026443,0.000049,5,0.000061,3,0,0.333333,1,0.260126
271197294,271197294,,,,4477647.972593,583654.363761,POINT (583654.3637608002 4477647.972592976),271197294,-80.0135487,40.4452794,3,12,66,0.032879,0.038067,0.000115,30,0.00006,0,0,0,0,0.207863
687154287,687154287,,,,4483127.979645,589939.009299,POINT (589939.0092993046 4483127.979645346),687154287,-79.938675,40.4939846,3,3,75,0.02809,0.033269,0.001252,22,0.00007,5,0,0,0,0.13898
104670322,104670322,,,stop,4476987.868042,589354.393016,POINT (589354.3930158131 4476987.868042088),104670322,-79.9464373,40.4387404,3,12,60,0.02982,0.034566,0.003476,37,0.000063,1,0,0,0,0.167644
106112126,106112126,,,,4471280.596025,588844.702665,POINT (588844.7026652931 4471280.596024917),106112126,-79.953243,40.3873859,1,1,74,0.023008,0.025914,0,60,0.00003,2,0,0,0,0.044836
104670336,104670336,,,,4476583.298487,589290.158801,POINT (589290.1588013975 4476583.298486572),104670336,-79.9472514,40.4351031,3,12,60,0.031148,0.036111,0.003196,37,0.000058,1,0,0,0,0.271372
105063559,105063559,,,,4470565.367071,592116.342259,POINT (592116.3422591402 4470565.367070516),105063559,-79.9148068,40.3805881,3,3,75,0.022618,0.026715,0.006071,67,0.00006,2,0,0,0,0.22707
1061299338,1061299338,,,,4475845.148463,575769.484097,POINT (575769.4840965105 4475845.148463152),1061299338,-80.1067308,40.4297955,2,20,72,0.026884,0.030556,0,58,0.00005,48,0,0,0,0.078922
106046602,106046602,,,,4480180.659291,578075.131762,POINT (578075.1317619506 4480180.659290724),106046602,-80.0790191,40.4686363,3,3,92,0.019731,0.022973,0.000375,13,0.000069,3,0,0.333333,1,0.151752
271197325,271197325,,,,4477752.703944,583967.786527,POINT (583967.7865272985 4477752.703944283),271197325,-80.0098395,40.4461912,3,3,66,0.033428,0.039008,0.000121,30,0.00006,0,0,0,0,0.234742
271197326,271197326,,,,4477804.545211,584180.129991,POINT (584180.1299911735 4477804.545211487),271197326,-80.007329,40.4466367,3,3,67,0.033178,0.038725,0.000156,30,0.000065,0,0,0,0,0.202409
