id,osm_node_id,lat,lon,osm_label,neighborhood
123,104198887,40.3580231,-80.1029982,,
124,104200786,40.3889301,-79.9991999,,Overbrook
125,104498273,40.3620773,-79.9047306,,
126,104200823,40.361964,-79.9051217,,
127,104200828,40.3618831,-79.9054314,,
128,104200836,40.3617847,-79.9057676,,
129,104200866,40.3615837,-79.9043555,,
130,104201034,40.3552323,-80.0412379,,
131,104201040,40.3550422,-80.0411172,,
132,104201052,40.354707,-80.0409938,,
133,104201066,40.3542989,-80.0415002,,
134,104201079,40.3553781,-80.0403414,,
135,104201157,40.3883752,-80.0059114,,Overbrook
136,104201284,40.4364684,-80.019433,,Duquesne Heights
137,104613487,40.5367124,-79.8353053,,
138,104202327,40.5364196,-79.836644,,
139,104202074,40.5365493,-79.838926,,
140,688770385,40.5369079,-79.8391197,,
141,104202270,40.5370782,-79.8369557,,
142,104202717,40.3655703,-79.9088866,,Lincoln Place
143,104202725,40.3655155,-79.9099368,,Lincoln Place
144,104202883,40.4115945,-79.8707699,,
145,104202892,40.4113103,-79.8704373,,
146,104205561,40.4764495,-79.860212,,
147,104205580,40.4753042,-79.8603106,,
148,691589588,40.3451251,-80.0297022,,
149,104206987,40.4657056,-79.9480583,,Central Lawrenceville
150,104207326,40.4961478,-79.9211618,,
151,104207334,40.4956195,-79.9212154,,
152,4575931040,40.4865509,-79.913289,,Morningside
153,718434994,40.4501379,-80.1113088,,
154,312092712,40.4504021,-80.1111173,,
155,718433792,40.4496448,-80.1110422,,
156,718435976,40.4500272,-80.111188,,
157,104208978,40.3942037,-80.0660634,,
158,104208992,40.3929075,-80.0666825,,
159,105741592,40.3931857,-80.0639305,,
160,271198056,40.44136,-80.0042763,,Central Business District
161,104211469,40.3998531,-79.9864729,,Carrick
162,1993209810,40.5135228,-80.0734349,,
163,1993209863,40.5139415,-80.0743036,,
164,1993210368,40.5138856,-80.0764654,,
165,1993209784,40.5127969,-80.0764437,,
166,1993190480,40.5120426,-80.0771017,,
167,1993209802,40.5115861,-80.0765283,,
168,104213084,40.4169315,-79.9685653,,Arlington
169,104213153,40.4464314,-80.088777,,Fairywood
170,3257696368,40.4302706,-79.9330885,,Squirrel Hill South
171,104214534,40.3724932,-79.8599987,,
172,1445781111,40.3723705,-79.8600211,,
173,104214586,40.3722834,-79.8614542,,
174,332672388,40.4230165,-80.1061622,,
175,5307323773,40.4233311,-80.1057034,,
176,104216616,40.4650724,-80.1092404,,
177,104216623,40.4653234,-80.1079902,,
178,104216673,40.4671565,-80.1051279,,
179,104217578,40.4581244,-79.9944331,,Spring Garden
180,1253650512,40.4582287,-79.9946891,,Spring Garden
181,1253650364,40.4582261,-79.99484,,Spring Garden
182,104217588,40.458099,-79.995507,,East Allegheny
183,104218770,40.4919367,-79.9877366,,
184,104218781,40.4919491,-79.9868659,,
185,104192703,40.3998224,-80.1011868,,
186,104244355,40.399388,-80.1012721,,
187,104218699,40.3989249,-80.1014912,,
188,104244913,40.483531,-79.9079253,,Lincoln-Lemington-Belmar
189,4575931175,40.4840128,-79.907095,,Highland Park
190,104244921,40.440075,-80.0758907,,
191,104244928,40.4399311,-80.0751203,,
192,104245220,40.5067491,-79.9493269,,
193,104245786,40.4298103,-80.0195179,,Mount Washington
194,105683990,40.4617325,-79.9653174,,Lower Lawrenceville
195,686555158,40.4330339,-79.870262,,
196,4572563776,40.4329809,-79.8659965,,
197,104247459,40.4076954,-80.0070129,,Brookline
198,1726635255,40.4072914,-80.0066044,,Brookline
199,104248070,40.393411,-79.8995243,,
200,107565829,40.4589931,-79.809719,,
201,104248936,40.4587165,-79.8097327,,
202,104249055,40.4805435,-80.0855325,,
203,2507875080,40.4813665,-80.0838762,,
204,104250057,40.4525015,-79.8736425,,East Hills
205,104250005,40.4537918,-79.8741272,,East Hills
206,104380481,40.4545449,-79.874212,,East Hills
207,104570636,40.4567297,-79.8714008,,East Hills
208,104250122,40.5016939,-79.976125,,
209,1687096606,40.5025581,-79.9749402,,
210,104250447,40.4856223,-79.9397337,,Stanton Heights
211,104250819,40.4377483,-80.0528608,,Westwood
212,107685543,40.4399475,-79.9308005,,Squirrel Hill North
213,105982467,40.4389093,-79.9307545,,Squirrel Hill North
214,4408454718,40.4378517,-79.9307258,,Squirrel Hill North
215,104351754,40.4095131,-79.851709,,
216,104351767,40.408527,-79.8513731,,
217,104351785,40.5254115,-79.8401422,,
218,4619329153,40.5250409,-79.8402885,,
219,104351797,40.5247075,-79.8404201,,
220,104351984,40.5108276,-79.8563005,,
221,104351992,40.5110364,-79.8555881,,
222,3900501028,40.5153624,-80.0951429,,
223,104353569,40.5147879,-80.0950432,,
224,104353767,40.3700526,-79.9082225,,Lincoln Place
225,104353809,40.3676156,-79.9080014,,Lincoln Place
226,104354096,40.4763454,-80.0106162,,Perry South
227,104354103,40.4768287,-80.0106197,,Perry North
228,104354875,40.4473177,-79.9755568,,Middle Hill
