index,step_id,edge_id,bundle_id,times_edge_crossed,times_bundle_crossed
284,16,145051,,1,
285,16,145052,,1,
286,16,125381,,1,
287,16,125382,,1,
288,16,125383,,1,
289,16,125384,,1,
290,16,125385,,1,
291,16,125386,,1,
292,16,125387,,1,
293,16,125388,,1,
294,16,125389,,1,
295,16,125390,,1,
296,16,125391,,1,
297,16,125392,,1,
298,16,125393,,1,
299,16,91256,,1,
300,16,91257,,1,
301,16,91258,,1,
302,16,91255,,1,
303,17,91238,55,1,1
304,17,91239,55,1,1
305,17,91240,55,1,1
306,17,91241,55,1,1
307,17,91242,55,1,1
308,17,91243,55,1,1
309,17,91244,55,1,1
310,17,91245,55,1,1
311,17,91246,55,1,1
312,17,91247,55,1,1
313,17,91248,55,1,1
314,17,91249,55,1,1
315,17,91250,55,1,1
316,17,91251,55,1,1
317,17,91252,55,1,1
318,17,91253,55,1,1
319,17,91254,55,1,1
320,18,91222,,1,
321,18,91223,,1,
322,18,91224,,1,
323,18,91225,,1,
324,18,91226,,1,
325,18,91227,,1,
326,18,91228,,1,
327,18,91229,,1,
328,18,91230,,1,
329,18,91231,,1,
330,18,91232,,1,
331,18,91233,,1,
332,18,91234,,1,
333,18,91235,,1,
334,18,91236,,1,
335,18,91237,,1,
336,18,223742,,1,
337,18,223741,,1,
338,18,223740,,1,
339,18,223739,,1,
340,18,108330,,1,
341,18,108331,,1,
342,19,108332,52,1,1
343,19,108333,52,1,1
344,19,108334,52,1,1
345,19,108335,52,1,1
346,19,108336,52,1,1
347,19,91163,52,1,1
348,19,91164,52,1,1
349,19,91165,52,1,1
350,19,108337,52,1,1
351,19,108338,52,1,1
352,19,108339,52,1,1
353,19,108340,52,1,1
354,20,87883,,1,
355,20,87884,,1,
356,20,87885,,1,
357,20,87886,,1,
358,20,263573,,1,
359,20,263572,,1,
360,20,263571,,1,
361,20,263570,,1,
362,20,263569,,1,
363,20,278244,,1,
364,20,91432,,1,
365,20,91433,,1,
366,20,91434,,1,
367,20,91435,,1,
368,20,91436,,1,
369,20,91457,,1,
370,20,91458,,1,
371,20,91459,,1,
372,20,91460,,1,
373,20,91461,,1,
374,20,91462,,1,
375,21,100007,121,1,1
376,22,99979,,1,
377,22,99980,,1,
378,22,99981,,1,
379,22,99982,,1,
380,22,99983,,1,
381,22,99984,,1,
382,22,99985,,1,
383,22,99986,,1,
384,22,99987,,1,
385,22,99988,,1,
386,22,99989,,1,
387,22,99990,,1,
388,22,99991,,1,
389,22,99992,,1,
390,22,99993,,1,
391,22,99994,,1,
392,22,99995,,1,
393,22,99996,,1,
394,22,99997,,1,
395,22,99998,,1,
396,22,99999,,1,
397,22,100000,,1,
398,22,100001,,1,
399,22,100002,,1,
400,22,100003,,1,
401,22,100004,,1,
402,22,100005,,1,
403,22,100006,,1,
404,22,112101,,1,
405,22,112102,,1,
406,22,112103,,1,
407,22,112143,,1,
408,22,112144,,1,
409,22,112145,,1,
410,22,112146,,1,
411,22,172789,,1,
412,22,172788,,1,
413,22,273389,,1,
414,22,273388,,1,
415,22,187086,,1,
416,22,187085,,1,
417,22,187084,,1,
418,22,187083,,1,
419,22,187082,,1,
420,22,187081,,1,
421,22,187080,,1,
422,22,187079,,1,
423,22,187078,,1,
424,22,187077,,1,
425,22,187076,,1,
426,22,187075,,1,
427,22,187074,,1,
428,22,187073,,1,
429,22,187072,,1,
430,22,187071,,1,
431,22,187070,,1,
432,22,187069,,1,
433,22,187068,,1,
434,22,187067,,1,
435,22,187066,,1,
436,22,187065,,1,
437,22,187064,,1,
438,22,187063,,1,
439,22,187062,,1,
440,22,187061,,1,
441,22,187060,,1,
442,22,187059,,1,
443,22,187058,,1,
444,22,187057,,1,
445,22,187056,,1,
446,22,187055,,1,
447,22,187054,,1,
448,22,273395,,1,
449,22,273394,,1,
450,22,273393,,1,
451,22,273392,,1,
452,22,273391,,1,
453,22,273390,,1,
454,22,100548,,1,
455,22,100549,,1,
456,23,106045,58,1,1
457,23,106046,58,1,1
458,23,106047,58,1,1
459,23,106048,58,1,1
460,23,106049,58,1,1
461,23,106050,58,1,1
462,23,106051,58,1,1
463,23,106052,58,1,1
464,23,106053,58,1,1
465,23,106054,58,1,1
466,23,106055,58,1,1
467,23,106056,58,1,1
468,23,106057,58,1,1
469,23,106058,58,1,1
470,23,91469,58,1,1
471,24,91470,,1,
472,24,91471,,1,
473,24,91472,,1,
474,24,91473,,1,
475,24,91474,,1,
476,24,91475,,1,
477,24,91476,,1,
478,24,91477,,1,
479,24,91478,,1,
480,25,91446,57,1,1
481,25,91447,57,1,1
482,25,91448,57,1,1
483,25,91449,57,1,1
484,26,91453,,1,
485,26,91454,,1,
486,26,91455,,1,
487,26,91456,,1,
488,26,247992,,1,
489,26,247991,,1,
490,26,247990,,1,
491,26,247989,,1,
492,26,257182,,1,
493,26,247940,,1,
494,26,247939,,1,
495,26,247938,,1,
496,26,247937,,1,
497,26,154461,,1,
498,26,154460,,1,
499,27,187903,5,1,1
500,27,187902,5,1,1
501,27,187901,5,1,1
502,27,187900,5,1,1
503,28,92063,,1,
504,28,92064,,1,
505,28,92065,,1,
506,28,92066,,1,
507,28,92067,,1,
508,28,92081,,1,
509,28,175982,,1,
510,28,175981,,1,
511,28,175980,,1,
512,28,175979,,1,
513,28,175978,,1,
514,28,244349,,1,
515,28,244348,,1,
516,28,244347,,1,
517,28,244346,,1,
518,28,244345,,1,
519,28,244344,,1,
520,28,244343,,1,
521,28,244342,,1,
522,28,244341,,1,
523,28,244340,,1,
524,28,244339,,1,
525,28,245129,,1,
526,28,237834,,1,
527,29,237838,2,1,1
528,29,244338,2,1,1
529,29,244337,2,1,1
530,29,162384,2,1,1
531,29,248478,2,1,1
532,30,237379,,1,
533,30,248278,,1,
534,30,248277,,1,
535,30,237418,,1,
536,30,237417,,1,
537,30,237416,,1,
538,30,237415,,1,
539,30,237414,,1,
540,30,237413,,1,
541,31,192434,7,1,1
542,32,144332,,1,
543,32,144333,,1,
544,32,144334,,1,
545,32,144335,,1,
546,32,87589,,1,
547,32,87590,,1,
548,32,87591,,1,
549,32,87592,,1,
550,32,87593,,1,
551,32,87594,,1,
552,32,87595,,1,
553,32,87596,,1,
554,32,87597,,1,
555,32,87598,,1,
556,32,87599,,1,
557,32,87600,,1,
558,32,87601,,1,
559,32,87602,,1,
560,32,87603,,1,
561,32,87604,,1,
562,32,87605,,1,
563,32,87606,,1,
564,32,87607,,1,
565,32,87608,,1,
566,32,87609,,1,
567,32,72056,,1,
568,32,72057,,1,
569,32,72058,,1,
570,32,112104,,1,
571,32,112105,,1,
572,32,148752,,1,
573,32,148753,,1,
574,32,148754,,1,
575,32,245127,,1,
576,32,245126,,1,
577,32,245125,,1,
578,32,245124,,1,
579,32,245123,,1,
580,32,245122,,1,
581,32,245121,,1,
582,32,245120,,1,
583,32,245119,,1,
584,32,245118,,1,
585,32,262136,,1,
586,32,262135,,1,
587,32,262134,,1,
588,32,262133,,1,
589,32,262132,,1,
590,32,262131,,1,
591,32,262130,,1,
592,32,274018,,1,
593,32,274017,,1,
594,32,274016,,1,
595,32,274015,,1,
596,32,262129,,1,
597,32,262128,,1,
598,32,262127,,1,
599,32,262126,,1,
600,32,270862,,1,
601,32,270861,,1,
602,32,270863,,1,
603,32,274019,,1,
604,32,105406,,1,
605,32,105407,,1,
606,32,105408,,1,
607,32,105409,,1,
608,32,105410,,1,
609,32,105411,,1,
610,32,105412,,1,
611,32,105413,,1,
612,32,105414,,1,
613,32,105415,,1,
614,32,105416,,1,
615,32,105417,,1,
616,32,105418,,1,
617,32,105419,,1,
618,32,105420,,1,
619,32,105421,,1,
620,32,105422,,1,
621,32,105423,,1,
622,32,105424,,1,
623,32,105425,,1,
624,32,105426,,1,
625,32,105427,,1,
626,32,105428,,1,
627,32,105429,,1,
628,32,105430,,1,
629,32,105431,,1,
630,32,145066,,1,
631,32,145067,,1,
632,32,145068,,1,
633,32,122077,,1,
634,32,122078,,1,
635,32,122079,,1,
636,32,122080,,1,
637,32,122081,,1,
638,32,122082,,1,
639,32,122083,,1,
640,32,122084,,1,
641,32,122085,,1,
642,32,122086,,1,
643,32,122087,,1,
644,32,122088,,1,
645,32,122089,,1,
646,32,122090,,1,
647,32,122091,,1,
648,32,122092,,1,
649,32,144957,,1,
650,32,144958,,1,
651,32,144959,,1,
652,32,144960,,1,
653,32,144961,,1,
654,32,91329,,1,
655,32,91330,,1,
656,32,91331,,1,
657,32,91332,,1,
658,32,91333,,1,
659,32,91334,,1,
660,32,91335,,1,
661,33,91317,56,1,1
662,34,144974,,1,
663,34,91311,,1,
664,34,91312,,1,
665,34,91313,,1,
666,34,91314,,1,
667,34,91315,,1,
668,34,91316,,1,
669,34,144940,,1,
670,34,144953,,1,
671,34,144954,,1,
672,34,144955,,1,
673,34,132478,,1,
674,34,132479,,1,
675,34,41810,,1,
676,35,125158,158,1,1
677,36,257643,158,1,2
678,36,192088,,1,
679,36,132480,,1,
680,36,132481,,1,
681,36,132482,,1,
682,36,132483,,1,
683,36,132484,,1,
684,36,132485,,1,
685,36,132486,,1,
686,36,132487,,1,
687,36,132488,,1,
688,36,132489,,1,
689,36,132490,,1,
690,36,132491,,1,
691,36,132492,,1,
692,36,132493,,1,
693,36,132494,,1,
694,36,132495,,1,
695,36,257641,,1,
696,37,257642,157,1,1
697,38,125157,157,1,2
698,38,125156,,1,
699,38,132496,,1,
700,38,132497,,1,
701,38,132498,,1,
702,38,132499,,1,
703,38,132500,,1,
704,38,132501,,1,
705,38,132502,,1,
706,38,132503,,1,
707,38,54592,,1,
708,39,125185,161,1,1
709,40,125186,,1,
710,40,125187,,1,
711,40,125188,,1,
712,40,125189,,1,
713,40,125190,,1,
714,40,125191,,1,
715,40,125192,,1,
716,40,125193,,1,
717,40,125194,,1,
718,40,68285,,1,
719,40,167473,,1,
720,40,167472,,1,
721,40,167471,,1,
722,40,167470,,1,
723,40,112557,,1,
724,40,112558,,1,
725,40,112559,,1,
726,40,112560,,1,
727,40,112561,,1,
728,40,227732,,1,
729,40,227731,,1,
730,40,227730,,1,
731,40,227729,,1,
732,40,162316,,1,
733,40,132545,,1,
734,40,132546,,1,
735,40,132547,,1,
736,40,132548,,1,
737,40,132549,,1,
738,40,132550,,1,
739,40,132551,,1,
740,40,132552,,1,
741,40,132553,,1,
742,40,132554,,1,
743,41,132555,170,1,1
744,42,132506,,1,
745,42,132507,,1,
746,42,132508,,1,
747,42,132509,,1,
748,42,132510,,1,
749,42,132511,,1,
750,42,132512,,1,
751,42,132513,,1,
752,42,132514,,1,
753,42,132515,,1,
754,42,132516,,1,
755,42,132517,,1,
756,42,132518,,1,
757,42,132519,,1,
758,42,132520,,1,
759,42,132521,,1,
760,42,132522,,1,
761,42,132523,,1,
762,42,132524,,1,
763,42,132525,,1,
764,42,132526,,1,
765,42,132527,,1,
766,42,132528,,1,
767,42,132529,,1,
768,42,132530,,1,
769,42,132531,,1,
770,42,132532,,1,
771,42,132533,,1,
772,42,132534,,1,
773,42,91336,,1,
774,42,91337,,1,
775,42,91338,,1,
776,42,144956,,1,
777,42,144967,,1,
778,42,144968,,1,
779,42,144969,,1,
780,42,144970,,1,
781,42,144971,,1,
782,42,144972,,1,
783,42,144973,,1,
784,42,91264,,1,
785,42,91265,,1,
786,42,91266,,1,
787,42,91319,,1,
788,42,91320,,1,
789,42,91321,,1,
790,42,91322,,1,
791,43,125183,160,1,1
792,44,125184,,1,
793,44,89508,,1,
794,44,91341,,1,
795,44,106080,,1,
796,44,106081,,1,
797,44,106082,,1,
798,44,106083,,1,
799,44,106084,,1,
800,44,106059,,1,
801,44,106060,,1,
802,44,106061,,1,
803,44,106062,,1,
804,44,106063,,1,
805,44,106064,,1,
806,44,106065,,1,
807,44,106066,,1,
808,44,106067,,1,
809,44,106068,,1,
810,44,106069,,1,
811,44,106070,,1,
812,44,106071,,1,
813,44,106072,,1,
814,44,273387,,1,
815,44,278236,,1,
816,44,278235,,1,
817,44,278234,,1,
818,44,278233,,1,
819,44,278232,,1,
820,44,278231,,1,
821,44,278230,,1,
822,44,278229,,1,
823,44,278228,,1,
824,44,278227,,1,
825,44,237389,,1,
826,44,237388,,1,
827,44,237387,,1,
828,44,237386,,1,
829,44,237385,,1,
830,44,263568,,1,
831,44,263567,,1,
832,44,263566,,1,
833,44,263565,,1,
834,44,263564,,1,
835,44,59000,,1,
836,45,101231,133,1,1
837,46,101230,,1,
838,47,101229,132,1,1
839,48,241630,132,1,2
840,48,241631,,1,
841,48,241632,133,1,2
842,48,208757,,1,
843,48,263563,,1,
844,48,263562,,1,
845,48,263561,,1,
846,48,263560,,1,
847,48,263559,,1,
848,48,263558,,1,
849,48,263557,,1,
850,48,263556,,1,
851,48,257184,,1,
852,48,257183,,1,
853,48,257182,,2,
854,48,257181,,1,
855,48,257180,,1,
856,48,257179,,1,
857,48,100023,,1,
858,48,100024,,1,
859,48,100025,,1,
860,48,112036,,1,
861,48,112037,,1,
862,48,112038,,1,
863,48,112039,,1,
864,48,112040,,1,
865,48,240734,,1,
866,48,240733,,1,
867,48,240732,,1,
868,48,240731,,1,
869,48,240730,,1,
870,48,240729,,1,
871,48,240728,,1,
872,49,228070,17,1,1
873,50,79076,,1,
874,50,187337,,1,
875,50,79071,,1,
876,50,79072,,1,
877,50,79073,,1,
878,50,79074,,1,
879,50,135448,,1,
880,50,135449,,1,
881,50,135450,,1,
882,50,135451,,1,
883,50,135452,,1,
884,50,135453,,1,
885,50,36144,,1,
886,50,11994,,1,
887,50,11995,,1,
888,50,11996,,1,
889,50,11997,,1,
890,50,11998,,1,
891,50,11999,,1,
892,50,163434,,1,
893,50,236528,,1,
894,50,236527,,1,
895,50,236526,,1,
896,50,236525,,1,
897,50,236524,,1,
898,50,236523,,1,
899,50,236522,,1,
900,50,236521,,1,
901,50,236520,,1,
902,50,236519,,1,
903,50,236518,,1,
904,50,236517,,1,
905,50,236516,,1,
906,50,236515,,1,
907,50,236514,,1,
908,50,236513,,1,
909,50,236512,,1,
910,50,236511,,1,
911,50,236510,,1,
912,50,77750,,1,
913,51,100069,123,1,1
914,52,100065,,1,
915,52,100066,,1,
916,52,100067,,1,
917,52,100068,,1,
918,53,100064,122,1,1
919,54,100081,,1,
920,54,177622,,1,
921,54,72241,,1,
922,54,243698,,1,
923,54,243697,,1,
924,54,88754,,1,
925,54,199651,,1,
926,54,199650,,1,
927,54,199649,,1,
928,54,199648,,1,
929,54,199647,,1,
930,54,199646,,1,
931,54,199645,,1,
932,54,124726,,1,
933,54,124727,,1,
934,54,124728,,1,
935,54,124729,,1,
936,54,88601,,1,
937,54,88602,,1,
938,54,88603,,1,
939,54,88604,,1,
940,54,88605,,1,
941,54,88606,,1,
942,54,88607,,1,
943,54,88608,,1,
944,54,88609,,1,
945,54,95597,,1,
946,54,95598,,1,
947,54,95599,,1,
948,54,95600,,1,
949,55,132628,21,1,1
950,55,132629,21,1,1
951,55,132630,21,1,1
952,55,109411,21,1,1
953,55,109412,21,1,1
954,55,109413,21,1,1
955,55,109414,21,1,1
956,55,109415,21,1,1
957,55,109416,21,1,1
958,55,109417,21,1,1
959,55,146329,21,1,1
960,55,146330,21,1,1
961,55,109410,21,1,1
962,55,124630,21,1,1
963,56,95581,,1,
964,56,95582,,1,
965,56,119035,,1,
966,56,119036,,1,
967,56,119037,,1,
968,56,119038,,1,
969,56,119039,,1,
970,56,119040,,1,
971,56,200744,,1,
972,56,200743,,1,
973,56,124476,,1,
974,56,124477,,1,
975,56,146306,,1,
976,56,124478,,1,
977,56,124479,,1,
978,56,124480,,1,
979,56,124481,,1,
980,56,150940,,1,
981,56,146307,,1,
982,56,146308,,1,
983,56,146309,,1,
984,56,88655,,1,
985,56,88656,,1,
986,56,88657,,1,
987,56,126053,,1,
988,56,126054,,1,
989,56,126055,,1,
990,56,126056,,1,
991,56,126057,,1,
992,56,126058,,1,
993,56,126059,,1,
994,56,126060,,1,
995,56,126061,,1,
996,56,126062,,1,
997,56,126063,,1,
998,56,126064,,1,
999,56,126065,,1,
1000,56,126066,,1,
1001,56,109420,,1,
1002,56,109421,,1,
1003,56,109422,,1,
1004,56,109423,,1,
1005,56,109424,,1,
1006,56,109425,,1,
1007,56,102817,,1,
1008,56,102818,,1,
1009,56,102819,,1,
1010,56,25011,,1,
1011,56,47947,,1,
1012,56,47948,,1,
1013,56,123668,,1,
1014,56,123663,,1,
1015,56,123664,,1,
1016,56,123665,,1,
1017,56,274730,,1,
1018,56,274729,,1,
1019,56,236451,,1,
1020,56,236450,,1,
1021,56,236449,,1,
1022,56,236448,,1,
1023,56,75143,,1,
1024,56,75144,,1,
1025,57,91972,59,1,1
1026,57,91973,59,1,1
1027,58,91976,,1,
1028,58,91977,,1,
1029,58,91978,,1,
1030,58,91979,,1,
1031,58,91980,,1,
1032,58,91981,,1,
1033,58,91982,,1,
1034,58,91983,,1,
1035,58,91984,,1,
1036,58,91985,,1,
1037,58,102833,,1,
1038,58,102834,,1,
1039,58,102835,,1,
1040,58,102836,,1,
1041,58,102837,,1,
1042,58,102838,,1,
1043,58,102839,,1,
1044,59,88417,42,1,1
1045,59,88418,42,1,1
1046,59,106980,42,1,1
1047,59,106981,42,1,1
1048,59,106982,42,1,1
1049,59,106983,42,1,1
1050,59,106984,42,1,1
1051,59,106985,42,1,1
1052,59,106986,42,1,1
1053,59,106987,42,1,1
1054,60,88907,,1,
1055,60,88908,,1,
1056,60,88909,,1,
1057,60,121606,,1,
1058,60,121607,,1,
1059,60,231156,,1,
1060,60,231155,,1,
1061,60,231154,,1,
1062,60,246623,,1,
1063,60,220783,,1,
1064,60,255468,,1,
1065,60,255467,,1,
1066,60,255466,,1,
1067,60,256125,,1,
1068,60,150437,,1,
1069,60,121901,,1,
1070,60,121902,,1,
1071,60,121911,,1,
1072,60,75013,,1,
1073,60,75014,,1,
1074,60,75015,,1,
1075,60,75016,,1,
1076,60,136793,,1,
1077,60,136794,,1,
1078,60,136795,,1,
1079,60,104512,,1,
1080,60,104513,,1,
1081,60,104514,,1,
1082,60,104515,,1,
1083,60,104516,,1,
1084,60,104517,,1,
1085,60,136782,,1,
1086,60,107805,,1,
1087,60,107806,,1,
1088,60,107807,,1,
1089,60,107808,,1,
1090,60,107809,,1,
1091,61,101904,79,1,1
1092,61,101905,79,1,1
1093,61,101906,79,1,1
1094,61,101907,79,1,1
1095,61,93158,79,1,1
1096,61,93159,79,1,1
1097,61,93160,79,1,1
1098,61,93161,79,1,1
1099,61,93162,79,1,1
1100,62,101919,,1,
1101,62,101920,,1,
1102,62,101921,,1,
1103,62,101922,,1,
1104,62,101923,,1,
1105,62,101924,,1,
1106,62,150982,,1,
1107,62,104517,,2,
1108,62,136785,,1,
1109,62,136786,,1,
1110,62,136787,,1,
1111,62,136783,,1,
1112,62,136784,,1,
1113,62,92472,,1,
1114,62,92473,,1,
1115,62,92474,,1,
1116,62,107416,,1,
1117,62,107417,,1,
1118,62,123018,,1,
1119,62,123019,,1,
1120,62,22189,,1,
1121,62,92383,,1,
1122,63,92384,68,1,1
1123,63,92385,68,1,1
1124,63,92386,68,1,1
1125,63,92387,68,1,1
1126,63,92388,68,1,1
1127,63,92389,68,1,1
1128,63,92390,68,1,1
1129,64,108727,63,1,1
1130,64,108728,63,1,1
1131,64,108729,63,1,1
1132,64,108730,63,1,1
1133,64,108731,63,1,1
1134,64,108732,63,1,1
1135,64,108733,63,1,1
1136,64,92475,63,1,1
1137,64,92476,63,1,1
1138,64,92477,63,1,1
1139,64,92478,63,1,1
1140,64,92479,63,1,1
1141,64,92480,63,1,1
1142,64,92481,63,1,1
1143,64,116152,63,1,1
1144,64,116153,63,1,1
1145,64,116154,63,1,1
1146,64,116155,63,1,1
1147,64,116140,63,1,1
1148,64,116141,63,1,1
1149,64,116142,63,1,1
1150,64,116143,63,1,1
1151,64,116144,63,1,1
1152,64,116145,63,1,1
1153,64,116146,63,1,1
1154,64,116147,63,1,1
1155,64,116148,63,1,1
1156,64,116149,63,1,1
1157,64,116150,63,1,1
1158,64,116151,63,1,1
1159,65,90176,,1,
1160,65,90177,,1,
1161,65,90178,,1,
1162,65,238760,,1,
1163,65,238759,,1,
1164,65,238758,,1,
1165,65,238757,,1,
1166,65,238756,,1,
1167,65,238755,,1,
1168,65,238754,,1,
1169,65,238753,,1,
1170,65,238752,,1,
1171,65,238751,,1,
1172,65,238750,,1,
1173,65,238749,,1,
1174,65,238748,,1,
1175,65,238747,,1,
1176,66,238761,96,1,1
1177,67,244196,,1,
1178,67,244195,,1,
1179,67,244194,,1,
1180,67,244193,,1,
1181,67,244192,,1,
1182,67,244191,,1,
1183,67,244190,,1,
1184,67,244189,,1,
1185,67,244188,,1,
1186,67,244187,,1,
1187,67,244186,,1,
1188,67,244185,,1,
1189,67,244184,,1,
1190,67,244183,,1,
1191,67,244182,,1,
1192,67,244181,,1,
1193,67,244180,,1,
1194,67,244179,,1,
1195,67,244178,,1,
1196,67,244177,,1,
1197,67,244176,,1,
1198,67,244175,,1,
1199,67,244174,,1,
1200,67,244173,,1,
1201,67,244172,,1,
1202,67,244171,,1,
1203,67,244170,,1,
1204,67,244169,,1,
1205,67,244168,,1,
1206,67,244167,,1,
1207,67,244166,,1,
1208,67,244165,,1,
1209,67,244164,,1,
1210,67,238718,,1,
1211,67,238717,,1,
1212,67,238716,,1,
