id,osm_node_i,lat,lon,modularity,wprdc_hood,hood_no
22973,107574361,40.4396751,-79.952368,36,Central Oakland,20
22987,315295698,40.4368595,-79.9721913,36,South Oakland,70
22989,339261144,40.4365567,-79.9741323,36,Bluff,11
22990,5317313675,40.4366702,-79.9708834,36,South Oakland,70
22993,105013396,40.4444446,-79.9486742,36,North Oakland,56
22994,105013377,40.4440583,-79.950213,36,North Oakland,56
22996,106132155,40.4612965,-79.9669419,36,Lower Lawrenceville,48
23001,104991719,40.4457016,-79.9504427,36,North Oakland,56
23019,339255971,40.4584997,-79.9568088,36,North Oakland,56
23020,339254970,40.4591882,-79.9570571,36,Polish Hill,65
23021,1519280055,40.4591158,-79.9571264,36,Polish Hill,65
23022,339256090,40.4590042,-79.9572334,36,Polish Hill,65
23023,339255861,40.4585712,-79.9572667,36,Polish Hill,65
23024,339255973,40.4586514,-79.957248,36,North Oakland,56
23025,1519280043,40.4589894,-79.9570918,36,North Oakland,56
23026,1519280038,40.4587922,-79.9578053,36,Polish Hill,65
23027,339256049,40.457862,-79.9606261,36,Polish Hill,65
23040,339260713,40.4361783,-79.9754707,36,Bluff,11
23042,686447187,40.4358231,-79.9667626,36,South Oakland,70
23043,1602034058,40.4372727,-79.9656326,36,West Oakland,88
23044,339262702,40.4377638,-79.9646232,36,West Oakland,88
23077,5317313740,40.4365795,-79.9747209,36,Bluff,11
23131,339262718,40.4365743,-79.9662755,36,South Oakland,70
23157,105917267,40.4343817,-79.9531863,36,South Oakland,70
23468,5317313700,40.4360876,-79.965689,36,South Oakland,70
23469,5317313711,40.4360132,-79.9657477,36,South Oakland,70
23470,5317313689,40.4357945,-79.9646829,36,South Oakland,70
23471,5317313681,40.4362415,-79.9693148,36,South Oakland,70
23474,339261427,40.4361203,-79.9691192,36,South Oakland,70
23475,5317313732,40.4360652,-79.9686194,36,South Oakland,70
23495,1252119188,40.4555476,-79.9663439,36,Bedford Dwellings,7
23496,339256459,40.4556603,-79.9660128,36,Polish Hill,65
23871,5317314131,40.4348383,-79.9662292,36,South Oakland,70
23872,5317314181,40.4355813,-79.9687435,36,South Oakland,70
23873,6177940898,40.4357525,-79.9658184,36,South Oakland,70
23875,686444307,40.4363068,-79.9726234,36,South Oakland,70
23876,5317313779,40.4363093,-79.9727641,36,South Oakland,70
23889,686461820,40.4317846,-79.9590716,36,South Oakland,70
23890,5320858482,40.4317453,-79.9586935,36,South Oakland,70
23891,5320858180,40.4316102,-79.9585005,36,South Oakland,70
23892,5320858691,40.4287714,-79.9561043,36,South Oakland,70
23894,5320858472,40.4322437,-79.9584913,36,South Oakland,70
23895,5320858503,40.4324985,-79.9585093,36,South Oakland,70
23896,686447903,40.4356985,-79.9684136,36,South Oakland,70
23897,105931969,40.4349817,-79.9559644,36,South Oakland,70
23898,5320858697,40.4313406,-79.9586513,36,South Oakland,70
23899,5320858700,40.4316971,-79.959164,36,South Oakland,70
23909,5320858661,40.4282213,-79.9475068,36,Greenfield,37
23910,5320857605,40.4291747,-79.9434573,36,Greenfield,37
23911,5320858664,40.4273744,-79.9509702,36,South Oakland,70
24403,3002278225,40.4430005,-79.9655271,36,Terrace Village,83
24404,104639517,40.4432536,-79.9651757,36,West Oakland,88
24577,339262344,40.4359014,-79.964906,36,South Oakland,70
24908,1252119197,40.4554027,-79.9660459,36,Bedford Dwellings,7
25024,5317314122,40.4346296,-79.9875756,36,Bluff,11
25086,104663476,40.4528064,-79.9541442,36,North Oakland,56
25127,339255975,40.4586848,-79.9573474,36,Polish Hill,65
25178,339262721,40.4364541,-79.9668252,36,South Oakland,70
25558,106329642,40.4358252,-79.9614938,36,South Oakland,70
25566,2029509537,40.4412361,-79.9704274,36,Terrace Village,83
25739,104707673,40.4401618,-79.9667358,36,West Oakland,88
25740,2394461696,40.4387715,-79.9687336,36,Terrace Village,83
25741,2394462192,40.4390777,-79.9695678,36,Terrace Village,83
25742,104707668,40.4400072,-79.9676059,36,West Oakland,88
25743,2029509607,40.4417534,-79.9695255,36,Terrace Village,83
25744,2029509489,40.4414096,-79.97119,36,Terrace Village,83
25745,106348121,40.4432213,-79.9699101,36,Terrace Village,83
25746,2394461388,40.4432332,-79.9705065,36,Terrace Village,83
25747,2394461389,40.4424209,-79.969951,36,Terrace Village,83
25748,2394461695,40.4393901,-79.968367,36,Terrace Village,83
25749,2394462194,40.4396674,-79.9691779,36,Terrace Village,83
25750,2394462557,40.4394047,-79.9702087,36,West Oakland,88
25751,2394462556,40.439864,-79.969483,36,Terrace Village,83
25943,105233901,40.456746,-79.965063,36,Polish Hill,65
26164,106114218,40.4290935,-79.9511681,36,South Oakland,70
26165,105782302,40.4282332,-79.9521537,36,South Oakland,70
26177,104707686,40.4404372,-79.9648998,36,West Oakland,88
26253,339255991,40.4579726,-79.9605763,36,Polish Hill,65
26254,2963962509,40.45321,-79.9755783,36,Strip District,80
26256,105036629,40.458366,-79.9549809,36,North Oakland,56
26261,104844056,40.4532872,-79.9473554,36,Shadyside,68
26269,3781721938,40.440878,-79.9483531,36,Squirrel Hill North,76
26281,105075877,40.4478857,-79.9574383,36,North Oakland,56
26289,105152192,40.4498042,-79.9507475,36,North Oakland,56
26290,105152213,40.4503998,-79.9487445,36,Shadyside,68
26292,107649398,40.4397076,-79.9705204,36,Terrace Village,83
26307,104663466,40.4514934,-79.9533454,36,North Oakland,56
26317,104925171,40.444424,-79.9581364,36,North Oakland,56
26338,2995374759,40.4518104,-79.9543235,36,North Oakland,56
26339,2978789341,40.4520859,-79.9544447,36,North Oakland,56
26340,104844036,40.4518907,-79.9520154,36,North Oakland,56
26342,3002278221,40.4430484,-79.9658721,36,West Oakland,88
26367,104844032,40.4512807,-79.9540574,36,North Oakland,56
26369,2394458829,40.4420686,-79.9712743,36,Terrace Village,83
26401,3116168169,40.4328492,-79.960334,36,South Oakland,70
26402,3305302901,40.435686,-79.9629515,36,South Oakland,70
26403,3116168174,40.4358355,-79.9632022,36,South Oakland,70
26404,339262258,40.4356554,-79.9632928,36,South Oakland,70
26517,106329632,40.4361827,-79.9619532,36,South Oakland,70
26518,106042479,40.4364767,-79.9623132,36,South Oakland,70
26519,3116168168,40.4347861,-79.9596786,36,South Oakland,70
26520,106329676,40.4345553,-79.9591253,36,South Oakland,70
26521,3526958026,40.4358861,-79.9589729,36,South Oakland,70
26576,104706102,40.4383837,-79.9577099,36,Central Oakland,20
26634,105814308,40.4514944,-79.949232,36,Shadyside,68
26653,105893651,40.4565962,-79.949512,36,Bloomfield,10
26709,3564391331,40.4542701,-79.9731528,36,Polish Hill,65
26873,3637886773,40.4380666,-79.9581509,36,Central Oakland,20
26876,3639613142,40.4441492,-79.9705484,36,Terrace Village,83
26884,3639956804,40.4343713,-79.9595509,36,South Oakland,70
27760,5320858470,40.4323721,-79.958521,36,South Oakland,70
25104,1462806085,40.4836884,-80.0508418,37,Brighton Heights,13
26832,3621954183,40.4892547,-80.0428789,37,Brighton Heights,13
26833,3621954182,40.4890213,-80.0431622,37,Brighton Heights,13
300,107735483,40.4133484,-80.0284795,39,Beechview,8
301,104379768,40.4142469,-80.0285331,39,Beechview,8
302,1014990174,40.4148187,-80.0284473,39,Beechview,8
690,104517680,40.405569,-80.022975,39,Beechview,8
776,5160879389,40.4029513,-80.0206456,39,Brookline,14
777,276836615,40.4028622,-80.022169,39,Beechview,8
1097,271210680,40.4090417,-80.0246393,39,Beechview,8
1098,271213248,40.4086592,-80.0246311,39,Beechview,8
1099,104544971,40.407533,-80.0245573,39,Beechview,8
1100,104544974,40.4060357,-80.0247216,39,Beechview,8
1196,104549668,40.4132436,-80.016575,39,Beechview,8
1604,104571062,40.4140211,-80.0211489,39,Beechview,8
1605,104571069,40.4130946,-80.0210812,39,Beechview,8
2908,104639597,40.4162401,-80.0277231,39,Beechview,8
2909,104639601,40.4162738,-80.0268321,39,Beechview,8
2910,104639612,40.4163077,-80.0259369,39,Beechview,8
2911,104639623,40.4163337,-80.0250594,39,Beechview,8
2912,104639635,40.4163789,-80.0240538,39,Beechview,8
2966,104644278,40.4091911,-80.0197415,39,Beechview,8
2967,104644297,40.4085151,-80.0208539,39,Beechview,8
5313,104789353,40.4180869,-80.0229406,39,Beechview,8
5314,104789361,40.416927,-80.0231793,39,Beechview,8
5315,104789369,40.4144165,-80.0230625,39,Beechview,8
5316,104789384,40.4130423,-80.0229523,39,Beechview,8
5317,3583920601,40.4072461,-80.0225521,39,Beechview,8
5318,104789445,40.4066606,-80.0225249,39,Beechview,8
5319,104789458,40.4053086,-80.0225168,39,Beechview,8
6605,104872177,40.4219087,-80.0234584,39,Beechview,8
6606,104872183,40.4214407,-80.0235504,39,Beechview,8
6607,2277386933,40.4194701,-80.0238629,39,Beechview,8
6687,5160879349,40.4053495,-80.018813,39,Beechview,8
6688,5160879351,40.4053467,-80.0181518,39,Brookline,14
6891,104894055,40.4170606,-80.0251686,39,Beechview,8
6892,104872210,40.4169262,-80.0242577,39,Beechview,8
6893,1014900007,40.4169183,-80.0240694,39,Beechview,8
6894,104894044,40.4170761,-80.0218195,39,Beechview,8
7400,104921939,40.4200832,-80.0269184,39,Beechview,8
7418,104922624,40.4091005,-80.030003,39,Beechview,8
7419,104922596,40.408549,-80.028222,39,Beechview,8
7420,104922589,40.4085817,-80.0273208,39,Beechview,8
7421,104922581,40.4086101,-80.026408,39,Beechview,8
9932,105069417,40.4168914,-80.0259564,39,Beechview,8
9933,105069422,40.4143257,-80.0258479,39,Beechview,8
9934,105069424,40.4129574,-80.0257761,39,Beechview,8
9935,104537065,40.4105381,-80.0256269,39,Beechview,8
9936,104922571,40.4086363,-80.0255239,39,Beechview,8
10022,105075685,40.4096375,-80.0217764,39,Beechview,8
10023,104922549,40.4087617,-80.0217421,39,Beechview,8
10024,105075703,40.4075613,-80.0216639,39,Beechview,8
10025,105075719,40.4075592,-80.0215189,39,Beechview,8
10026,105075734,40.4066779,-80.0215342,39,Beechview,8
10027,276836560,40.4040244,-80.02162,39,Beechview,8
11379,5160879343,40.4064202,-80.0184795,39,Brookline,14
11612,5161997047,40.410451,-80.0155611,39,Beechview,8
11613,271203753,40.4112618,-80.0125489,39,Beechview,8
12110,276836617,40.4037997,-80.0209583,39,Beechview,8
12142,105216245,40.4151422,-80.0194296,39,Beechview,8
12143,1027025239,40.4141322,-80.0193638,39,Beechview,8
12144,2272874763,40.4135839,-80.0193415,39,Beechview,8
12145,105216264,40.4131651,-80.0192918,39,Beechview,8
12146,2272874724,40.4127547,-80.0192975,39,Beechview,8
12147,104537006,40.4107407,-80.019181,39,Beechview,8
12148,105216274,40.4102143,-80.0191399,39,Beechview,8
12308,105229623,40.4066638,-80.020489,39,Beechview,8
12309,105229642,40.4066638,-80.0235274,39,Beechview,8
12334,276836534,40.4027855,-80.0208535,39,Brookline,14
12335,5160879374,40.4032572,-80.0193212,39,Brookline,14
13199,105696902,40.4207926,-80.0260487,39,Beechview,8
13200,105696911,40.4218312,-80.0255345,39,Beechview,8
13201,3554485495,40.4218871,-80.025525,39,Beechview,8
13202,105696921,40.4230426,-80.0253276,39,Beechview,8
13203,105696850,40.4248882,-80.0268179,39,Beechview,8
13204,105696870,40.4265485,-80.0270917,39,Beechview,8
14080,105738829,40.407569,-80.018975,39,Beechview,8
14081,105738841,40.4075634,-80.0194779,39,Beechview,8
14082,104517607,40.407569,-80.019875,39,Beechview,8
14083,105738851,40.4075657,-80.0204804,39,Beechview,8
14084,105738861,40.4075657,-80.0207808,39,Beechview,8
14085,104789423,40.4075702,-80.0226675,39,Beechview,8
14086,105738870,40.4075531,-80.0235569,39,Beechview,8
14087,105738878,40.4064939,-80.026437,39,Beechview,8
14190,5161997017,40.4121849,-80.0107003,39,Beechview,8
14367,105754643,40.4249618,-80.0259924,39,Beechview,8
14368,1014900260,40.4245591,-80.0253735,39,Beechview,8
14473,105761848,40.4237272,-80.0244218,39,Beechview,8
14474,105761869,40.4229103,-80.0244716,39,Beechview,8
14475,3554484892,40.4218097,-80.024624,39,Beechview,8
14476,105747907,40.4215507,-80.0246742,39,Beechview,8
14477,105761882,40.4182479,-80.0252108,39,Beechview,8
14478,1014900070,40.417446,-80.0253262,39,Beechview,8
14510,104789402,40.4103595,-80.0228093,39,Beechview,8
14647,105774009,40.4054354,-80.0194645,39,Beechview,8
14908,104537042,40.4106687,-80.0218744,39,Beechview,8
14909,104789393,40.4118758,-80.0229131,39,Beechview,8
14981,1027100548,40.4033576,-80.0175645,39,Brookline,14
14982,1027100643,40.4008416,-80.0219482,39,Brookline,14
15129,4472120418,40.411152,-80.0237648,39,Beechview,8
15130,271210115,40.4109416,-80.0245488,39,Beechview,8
15131,271210118,40.4106458,-80.0246768,39,Beechview,8
15306,276836579,40.4035734,-80.0222037,39,Beechview,8
15467,105837177,40.404896,-80.0254525,39,Beechview,8
15468,105837157,40.4052657,-80.0249281,39,Beechview,8
16378,105903300,40.4056487,-80.0235945,39,Beechview,8
16379,105903319,40.4060908,-80.0261003,39,Beechview,8
16380,105903332,40.405809,-80.0275272,39,Beechview,8
16837,271207734,40.4096689,-80.0175417,39,Beechview,8
16838,1027024811,40.4107143,-80.0204755,39,Beechview,8
17270,105970568,40.4141894,-80.0175196,39,Beechview,8
17271,105970576,40.4132169,-80.0175127,39,Beechview,8
17272,5161997039,40.4125704,-80.0174892,39,Beechview,8
17273,105970623,40.4102571,-80.0182455,39,Beechview,8
17429,105981805,40.4139582,-80.0220681,39,Beechview,8
17430,105981831,40.4141345,-80.0184683,39,Beechview,8
17431,2272885991,40.4141861,-80.0175756,39,Beechview,8
17821,5160879420,40.4017821,-80.0221121,39,Brookline,14
17822,3643368162,40.4038874,-80.0246371,39,Beechview,8
18048,106021511,40.4193999,-80.0212803,39,Beechview,8
18049,1027025692,40.4178218,-80.0216448,39,Beechview,8
18101,3627393304,40.4122698,-80.0292921,39,Beechview,8
18102,104537092,40.4104399,-80.0292485,39,Beechview,8
18103,106025605,40.4095091,-80.0291771,39,Beechview,8
18403,106041643,40.413075,-80.0220082,39,Beechview,8
18595,106053120,40.4131294,-80.0202092,39,Beechview,8
19128,106099096,40.4083499,-80.0299764,39,Beechview,8
19395,2272874748,40.4146215,-80.0186941,39,Beechview,8
19396,1027025234,40.4141682,-80.0184725,39,Beechview,8
19397,106117627,40.4132005,-80.0184277,39,Beechview,8
19457,104872198,40.4181433,-80.0240753,39,Beechview,8
19834,106331686,40.4132045,-80.0180661,39,Beechview,8
19990,106347326,40.4203344,-80.026156,39,Beechview,8
20451,107492957,40.4143002,-80.0267376,39,Beechview,8
20452,107501588,40.4129247,-80.026643,39,Beechview,8
20453,107501596,40.4117092,-80.026583,39,Beechview,8
20454,104537071,40.4105185,-80.0265196,39,Beechview,8
20455,271212930,40.4079036,-80.0263659,39,Beechview,8
20554,107507279,40.4165423,-80.0277606,39,Beechview,8
20555,107492949,40.4142796,-80.0276212,39,Beechview,8
20556,1014990306,40.4131237,-80.0275514,39,Beechview,8
20557,3076463527,40.4071189,-80.026982,39,Beechview,8
20562,107507596,40.4120197,-80.0118148,39,Beechview,8
20563,107507631,40.413239,-80.0169033,39,Beechview,8
21276,107565443,40.411828,-80.013096,39,Beechview,8
21374,4998819539,40.4130982,-80.0305347,39,Beechview,8
21758,107624931,40.407326,-80.018975,39,Beechview,8
22023,4998819559,40.4094255,-80.0319215,39,Beechview,8
22150,107664619,40.4242676,-80.025873,39,Beechview,8
22265,107673808,40.4117624,-80.0155498,39,Beechview,8
22690,107735505,40.4117092,-80.0283682,39,Beechview,8
22691,104537085,40.4104443,-80.0283185,39,Beechview,8
22752,106004826,40.4060928,-80.0278464,39,Beechview,8
22753,1027080622,40.4054188,-80.0293833,39,Beechview,8
22885,105937935,40.4143796,-80.0239526,39,Beechview,8
22886,105937946,40.4130096,-80.023845,39,Beechview,8
22887,104537011,40.4107229,-80.0200653,39,Beechview,8
22888,104537047,40.4106341,-80.0228286,39,Beechview,8
22889,104537053,40.4106067,-80.023725,39,Beechview,8
22890,271212967,40.4105737,-80.0246736,39,Beechview,8
22891,104537076,40.4104811,-80.0274012,39,Beechview,8
22892,104537101,40.4104358,-80.0301096,39,Beechview,8
24709,1014900017,40.4171099,-80.0254579,39,Beechview,8
24710,105747919,40.4219046,-80.0263981,39,Beechview,8
24711,1014990058,40.4115594,-80.0274656,39,Beechview,8
24712,1014990205,40.4142143,-80.028855,39,Beechview,8
24713,105944079,40.4143465,-80.0249304,39,Beechview,8
24801,1027025682,40.4177393,-80.0193388,39,Beechview,8
24807,6074955785,40.4038793,-80.0248755,39,Beechview,8
25459,271210684,40.4086546,-80.0247735,39,Beechview,8
25460,3076463526,40.4065022,-80.0282132,39,Beechview,8
25464,105944102,40.4129919,-80.024879,39,Beechview,8
25465,271212981,40.408716,-80.0227034,39,Beechview,8
25630,2272874767,40.413166,-80.0193408,39,Beechview,8
25631,2272886052,40.4146636,-80.0176353,39,Beechview,8
25632,2272874757,40.4152401,-80.0204123,39,Beechview,8
25633,2272874756,40.4157085,-80.02113,39,Beechview,8
25634,2272874753,40.4154308,-80.0205533,39,Beechview,8
25635,2277386934,40.4194263,-80.0238935,39,Beechview,8
26384,5160879323,40.4084541,-80.0177639,39,Brookline,14
26504,3235511533,40.4110762,-80.0247883,39,Beechview,8
26539,271213037,40.4087024,-80.0236228,39,Beechview,8
26796,3588189490,40.4097842,-80.0179774,39,Beechview,8
26828,105090528,40.4110243,-80.0301264,39,Beechview,8
49,572065243,40.46761,-79.9281859,40,East Liberty,29
50,104186779,40.4670213,-79.9285441,40,East Liberty,29
51,104186773,40.466623,-79.9287844,40,East Liberty,29
52,104186765,40.4656068,-79.9293942,40,East Liberty,29
53,104186753,40.4644891,-79.9300616,40,East Liberty,29
54,104186744,40.4634975,-79.9306816,40,Friendship,34
450,104457679,40.4771029,-79.9135997,40,Highland Park,40
705,104523004,40.4606597,-79.9227295,40,Shadyside,68
706,104523012,40.4612076,-79.9223655,40,East Liberty,29
707,104523020,40.4616576,-79.9220912,40,East Liberty,29
778,104523036,40.4628833,-79.9213037,40,East Liberty,29
779,104528147,40.4632271,-79.9223208,40,East Liberty,29
780,104528138,40.4633259,-79.9226004,40,East Liberty,29
781,104528126,40.4637332,-79.9237827,40,East Liberty,29
782,3331321741,40.4638451,-79.9241243,40,East Liberty,29
783,104528120,40.4639565,-79.9244643,40,East Liberty,29
784,104528113,40.4642488,-79.9254967,40,East Liberty,29
785,104528105,40.4645335,-79.9265388,40,East Liberty,29
844,104531579,40.4634819,-79.9271981,40,East Liberty,29
845,3331321733,40.4629632,-79.9275188,40,East Liberty,29
846,104531559,40.4624884,-79.9278226,40,East Liberty,29
868,104532851,40.4774728,-79.9179051,40,Highland Park,40
869,104532858,40.478813,-79.9170058,40,Highland Park,40
1042,104541247,40.4657459,-79.9163569,40,Larimer,45
1043,104541265,40.4661282,-79.9154754,40,Larimer,45
1044,104541272,40.4672207,-79.9128879,40,Larimer,45
1045,104541286,40.4676533,-79.9120242,40,Larimer,45
1046,104541292,40.4683348,-79.9102432,40,Larimer,45
1077,104543968,40.4647597,-79.921364,40,East Liberty,29
1078,104543986,40.4643851,-79.9202868,40,East Liberty,29
2283,104609512,40.4756121,-79.9156477,40,Highland Park,40
2284,2633091843,40.4778451,-79.9145121,40,Highland Park,40
2285,572065271,40.4653611,-79.9209869,40,East Liberty,29
2513,104620519,40.4608947,-79.9151522,40,Larimer,45
2514,104620548,40.4618823,-79.9145616,40,Larimer,45
2515,104620561,40.4623618,-79.9138022,40,Larimer,45
2516,104620574,40.4628353,-79.9130488,40,Larimer,45
2517,104620590,40.4633108,-79.9123246,40,Larimer,45
2518,104620605,40.4639393,-79.9113805,40,Larimer,45
2519,104620624,40.464576,-79.9104363,40,Larimer,45
2520,104620643,40.4657392,-79.9086607,40,Larimer,45
2616,104625997,40.4718979,-79.9255839,40,Highland Park,40
2617,104626006,40.471579,-79.924613,40,Highland Park,40
2618,104626016,40.4712827,-79.9236704,40,Highland Park,40
2619,104626030,40.4713398,-79.9236358,40,Highland Park,40
2620,104626042,40.4709978,-79.9226971,40,Highland Park,40
2762,104632337,40.4614118,-79.924825,40,East Liberty,29
2763,104632344,40.4619869,-79.9245753,40,East Liberty,29
2764,104632350,40.4624705,-79.9243488,40,East Liberty,29
3354,104662551,40.4672941,-79.9118257,40,Larimer,45
3355,104662575,40.466522,-79.9113767,40,Larimer,45
3356,104662595,40.4665834,-79.9112315,40,Larimer,45
3357,104662618,40.4657351,-79.910431,40,Larimer,45
3843,104688202,40.4614289,-79.9272539,40,East Liberty,29
3844,104688192,40.4621249,-79.9268349,40,East Liberty,29
3862,104690428,40.4675331,-79.9298834,40,Garfield,35
3937,104693879,40.4718056,-79.9140169,40,Highland Park,40
3938,104693893,40.4742075,-79.9133396,40,Highland Park,40
3939,104693904,40.4751028,-79.9130814,40,Highland Park,40
3967,104186918,40.4794189,-79.9224138,40,Highland Park,40
3968,104695316,40.478734,-79.9202854,40,Highland Park,40
4106,104704862,40.4649513,-79.9275289,40,East Liberty,29
4107,104704879,40.4659543,-79.9269063,40,East Liberty,29
4108,572065248,40.466965,-79.9262917,40,East Liberty,29
4414,104718003,40.4696835,-79.9164545,40,Highland Park,40
4415,3626657105,40.4696329,-79.9137943,40,Highland Park,40
4488,394825940,40.4612258,-79.9266872,40,East Liberty,29
4925,104768925,40.4669852,-79.9101325,40,Larimer,45
5040,104775632,40.4791016,-79.9177635,40,Highland Park,40
5041,104705023,40.4794592,-79.9187068,40,Highland Park,40
5224,104785666,40.4732219,-79.9159219,40,Highland Park,40
5225,104785671,40.4743395,-79.9154413,40,Highland Park,40
5257,104787221,40.4634904,-79.9252931,40,East Liberty,29
5258,104787231,40.463321,-79.9248103,40,East Liberty,29
5259,104632358,40.4630821,-79.9240678,40,East Liberty,29
5260,104787248,40.462705,-79.9229679,40,East Liberty,29
5261,104787256,40.4625588,-79.922718,40,East Liberty,29
5497,104632386,40.4689604,-79.9213692,40,East Liberty,29
5498,104609553,40.4683742,-79.9191327,40,East Liberty,29
5499,104800614,40.4681003,-79.91815,40,East Liberty,29
5500,104800619,40.4678415,-79.9171988,40,East Liberty,29
5501,104800628,40.4676499,-79.9164425,40,East Liberty,29
5502,104800649,40.4680511,-79.9151241,40,Highland Park,40
5695,104810285,40.4666305,-79.9249349,40,East Liberty,29
5696,104810298,40.4676553,-79.9243382,40,East Liberty,29
5697,104810317,40.465516,-79.9256424,40,East Liberty,29
5698,104810327,40.4662216,-79.9252483,40,East Liberty,29
5716,104402366,40.4784759,-79.9245459,40,Highland Park,40
5717,104186898,40.4779757,-79.92329,40,Highland Park,40
5718,104811788,40.477192,-79.9212154,40,Highland Park,40
5719,104704976,40.4768392,-79.9202974,40,Highland Park,40
5720,104811794,40.4764685,-79.9193521,40,Highland Park,40
5721,104632490,40.4759149,-79.917868,40,Highland Park,40
6074,104837562,40.4720145,-79.9155104,40,Highland Park,40
6075,104837568,40.4718643,-79.9145748,40,Highland Park,40
6078,104186862,40.4742134,-79.9250806,40,Highland Park,40
6079,104837651,40.4739807,-79.9243087,40,Highland Park,40
6080,104837667,40.4736706,-79.9233565,40,Highland Park,40
6081,104704936,40.4733743,-79.9224008,40,Highland Park,40
6082,104837676,40.4730407,-79.9214292,40,Highland Park,40
6083,104632423,40.472483,-79.919724,40,Highland Park,40
6084,104837682,40.4723756,-79.9183731,40,Highland Park,40
6085,104609598,40.4723149,-79.9171927,40,Highland Park,40
6086,104837695,40.4722039,-79.9154503,40,Highland Park,40
6507,104632498,40.4765152,-79.9174665,40,Highland Park,40
6508,104863176,40.4773107,-79.9157387,40,Highland Park,40
6509,355773010,40.4622728,-79.9056177,40,Larimer,45
6510,693248134,40.4612905,-79.9032513,40,Homewood West,43
6801,104632480,40.4757307,-79.9179874,40,Highland Park,40
6802,104889787,40.4756552,-79.9165757,40,Highland Park,40
6803,104609634,40.4755779,-79.9153519,40,Highland Park,40
6804,104889800,40.4755198,-79.9142802,40,Highland Park,40
6916,104894682,40.4652372,-79.911182,40,Larimer,45
7077,104902802,40.4747253,-79.9196525,40,Highland Park,40
7078,104632465,40.4745294,-79.9187856,40,Highland Park,40
7360,104186908,40.4787153,-79.9228433,40,Highland Park,40
7361,104919809,40.4779265,-79.9207758,40,Highland Park,40
7362,104705005,40.4775756,-79.9198652,40,Highland Park,40
7363,104919817,40.4771962,-79.9189175,40,Highland Park,40
7364,104632509,40.4766168,-79.9173981,40,Highland Park,40
7469,104186871,40.4754367,-79.9245416,40,Highland Park,40
7470,104925372,40.4751244,-79.9236584,40,Highland Park,40
7471,104925399,40.4748084,-79.9226481,40,Highland Park,40
7472,104704952,40.4745037,-79.9217152,40,Highland Park,40
7473,104925410,40.4741868,-79.9207494,40,Highland Park,40
7474,104632456,40.4736725,-79.9191769,40,Highland Park,40
7475,104632446,40.4734154,-79.9192976,40,Highland Park,40
7476,104925439,40.4733343,-79.9179341,40,Highland Park,40
7477,104609606,40.4732681,-79.9167978,40,Highland Park,40
7478,104925455,40.4731702,-79.9150726,40,Highland Park,40
7479,104925470,40.4730592,-79.9144633,40,Highland Park,40
7866,104949167,40.4656213,-79.925945,40,East Liberty,29
7867,572065251,40.466643,-79.925354,40,East Liberty,29
7868,104949196,40.4667529,-79.9252889,40,East Liberty,29
7869,104949208,40.4677621,-79.924655,40,East Liberty,29
7870,104949224,40.4687205,-79.9240646,40,East Liberty,29
7871,104949236,40.4704037,-79.9230589,40,Highland Park,40
7872,104949244,40.4717283,-79.9222532,40,Highland Park,40
7873,104949252,40.4721237,-79.9220123,40,Highland Park,40
7874,104949271,40.4757373,-79.9197899,40,Highland Park,40
8469,104990680,40.4617344,-79.9257278,40,East Liberty,29
8470,1395205575,40.4608625,-79.9262685,40,East Liberty,29
8471,104990685,40.4605328,-79.9264729,40,East Liberty,29
8742,105008230,40.4744499,-79.9173472,40,Highland Park,40
8743,104609623,40.4743912,-79.916137,40,Highland Park,40
8744,105008244,40.4743836,-79.9145534,40,Highland Park,40
8999,105022461,40.4678043,-79.9104149,40,Larimer,45
9018,104835362,40.4787133,-79.9116223,40,Highland Park,40
10031,105075972,40.4626773,-79.9264949,40,East Liberty,29
10032,105075987,40.4622782,-79.9253816,40,East Liberty,29
10033,105075993,40.4615522,-79.9233483,40,East Liberty,29
10225,104530294,40.4595464,-79.9263795,40,Shadyside,68
10226,105086913,40.4604286,-79.926818,40,East Liberty,29
10269,105089263,40.4617594,-79.9168143,40,East Liberty,29
10270,105089274,40.462113,-79.9168608,40,East Liberty,29
10271,105089368,40.4609883,-79.9174355,40,East Liberty,29
10272,3632964825,40.4615046,-79.9174905,40,East Liberty,29
10273,105089399,40.4606719,-79.9166587,40,East Liberty,29
10274,105089427,40.4610449,-79.9167263,40,East Liberty,29
10285,105089886,40.4693366,-79.9197833,40,East Liberty,29
10286,105089894,40.4710011,-79.9190263,40,Highland Park,40
10558,104632516,40.4777695,-79.9166422,40,Highland Park,40
10559,105115047,40.477611,-79.915464,40,Highland Park,40
11017,105139721,40.4656887,-79.9175639,40,Larimer,45
11018,105139756,40.4638647,-79.9167267,40,Larimer,45
11019,105139763,40.4628063,-79.9156008,40,Larimer,45
11020,105139776,40.4607354,-79.9132688,40,Larimer,45
11032,106315221,40.4786033,-79.9259576,40,Highland Park,40
11074,105143802,40.460442,-79.9249737,40,East Liberty,29
11207,105154213,40.4619313,-79.9099535,40,Larimer,45
11208,105154227,40.4612024,-79.9092867,40,Larimer,45
11544,862393478,40.4771313,-79.9137512,40,Highland Park,40
11545,104775638,40.4777539,-79.9134678,40,Highland Park,40
11662,105183104,40.4583939,-79.9165805,40,Larimer,45
11663,687084723,40.4573413,-79.9147998,40,Larimer,45
12071,105209476,40.4619476,-79.9091167,40,Larimer,45
