node_index,bridge_id,direction
105031,9229359,from
105031,9229359,to
105032,9229359,from
105032,9229359,to
105033,9229359,from
105033,9229359,to
105034,9229359,from
105034,9229359,to
105048,9229359,to
105052,9229359,from
105052,9229359,to
105053,9229359,from
105053,9229359,to
105054,9229359,from
105054,9229359,to
105059,5424559,from
105059,5424559,from
105059,5424559,to
105059,5424559,to
105070,9248100,from
105070,9248100,to
105080,9248100,from
105080,9248100,to
105779,3979944,from
105779,3979944,from
105779,3979944,to
105779,3979944,to
105848,9248102,from
105848,9248102,to
105849,9248102,from
105849,9248102,to
105850,9248102,from
105850,9248102,to
105851,9248102,from
105851,9248102,to
105852,9248102,from
105852,9248102,to
105853,9248102,from
105853,9248102,to
105854,9248102,from
105854,9248102,to
105863,9248115,from
105863,9248115,to
105980,4246069,from
105980,4246069,to
105981,4246069,from
105981,4246069,to
105982,4246069,from
105982,4246069,to
105983,4246069,to
105984,4246069,from
105984,4246069,to
105985,4246069,from
105985,4246069,to
105986,4246069,from
105986,4246069,to
105987,4246069,from
105987,4246069,to
105988,4246069,from
105988,4246069,to
105989,4246069,from
105989,4246069,to
105990,4246069,from
105990,4246069,to
105991,4246069,from
105991,4246069,to
105992,9233486,from
105992,9233486,to
105994,9233486,from
105995,9233486,from
105995,9233486,to
106044,9248029,from
106217,9053196,to
106290,4184571,from
106513,4246068,from
106513,4246068,to
107034,6892034,from
107034,6892034,to
107035,6892034,from
107035,6892034,to
107036,6892034,from
107036,6892034,to
107037,6892034,from
107037,6892034,to
107038,6892034,to
107042,6892034,from
107043,6892034,from
107043,6892034,to
107044,6892034,from
107044,6892034,to
107045,6892034,from
107045,6892034,to
107046,6892034,from
107046,6892034,to
107047,6892034,from
107047,6892034,to
107048,6892034,from
107048,6892034,to
107353,138548789,from
107353,3903715,to
107354,3903715,from
107354,3903715,to
107398,4246068,from
107398,4246068,from
107398,4246068,to
107398,4246068,to
107399,4246068,from
107399,4246068,from
107399,4246068,to
107399,4246068,to
107400,4246068,from
107400,4246068,from
107400,4246068,to
107400,4246068,to
107401,4246068,from
107401,4246068,from
107401,4246068,to
107401,4246068,to
107402,4246068,from
107402,4246068,from
107402,4246068,to
107402,4246068,to
107403,4246068,from
107403,4246068,from
107403,4246068,to
107403,4246068,to
107452,9248023,from
107452,9248023,to
107453,9248023,from
107453,9248023,to
107454,9248023,from
107454,9248023,to
107455,9248023,from
107455,9248023,to
107949,9248084,from
108003,3903716,from
108003,3903716,to
108004,3903716,from
108004,3903716,to
108005,3903716,from
108005,3903716,to
108006,3903716,from
108006,3903716,to
108007,3903716,from
108007,3903716,to
108008,3903716,from
108008,3903716,to
108009,3903716,from
108009,3903716,to
108010,3903716,from
108010,3903716,to
108011,3903716,from
108011,3903716,to
108017,3903716,from
108017,3903716,to
108018,3903716,from
108018,3903716,to
108019,3903716,from
108019,3903716,to
108020,3903716,from
108020,3903716,to
108021,3903716,from
108021,3903716,to
108022,3903716,from
108022,3903716,to
108023,3903716,from
108023,3903716,to
108024,3903716,from
108024,3903716,to
108025,3903716,from
108025,3903716,to
108813,4245928,from
108813,4245928,to
108947,7989444,from
108947,7989444,to
108954,7989444,from
108954,7989444,to
108955,7989444,from
108955,7989444,from
108955,7989444,to
108955,7989444,to
108956,7989444,from
108956,7989444,from
108956,7989444,to
108956,7989444,to
108957,7989444,from
108957,7989444,from
108957,7989444,to
108957,7989444,to
108958,7989444,from
108958,7989444,from
108958,7989444,to
108958,7989444,to
108959,7989444,from
108959,7989444,from
108959,7989444,to
108959,7989444,to
108960,7989444,from
108960,7989444,from
108960,7989444,to
108960,7989444,to
108961,7989444,from
108961,7989444,from
108961,7989444,to
108961,7989444,to
108962,7989444,from
108962,7989444,from
108962,7989444,to
108962,7989444,to
108963,7989444,from
108963,7989444,from
108963,7989444,to
108963,7989444,to
108964,7989444,from
108964,7989444,from
108964,7989444,to
108964,7989444,to
108965,7989444,from
108965,7989444,from
108965,7989444,to
108965,7989444,to
109552,318681952,from
109552,318681952,to
109568,9248354,from
109568,9248354,to
109574,9248353,from
109574,9248353,to
109594,9248353,from
109594,9248353,from
109594,9248353,to
109594,9248353,to
109595,161498893,from
109595,161498893,to
110309,168458166,from
110309,168458166,to
110319,436607139,from
110319,436607139,to
111962,9058541,to
111973,9058541,to
111981,9058541,from
111982,9058541,from
112035,208939050,from
112035,208939050,to
112036,208939050,from
112036,208939050,to
112039,208944245,from
112039,208944245,to
114024,4246068,from
114024,4246068,from
114024,4246068,to
114024,4246068,to
114025,4246068,from
114025,4246068,from
114025,4246068,to
114025,4246068,to
114026,4246068,from
114026,4246068,from
114026,4246068,to
114026,4246068,to
114027,4246068,from
114027,4246068,from
114027,4246068,to
114027,4246068,to
114028,4246068,from
114028,4246068,from
114028,4246068,to
114028,4246068,to
114029,4246068,from
114029,4246068,from
114029,4246068,to
114029,4246068,to
114030,4246068,from
114030,4246068,from
114030,4246068,to
114030,4246068,to
114031,4246068,from
114031,4246068,from
114031,4246068,to
114031,4246068,to
114032,4246068,from
114032,4246068,from
114032,4246068,to
114032,4246068,to
114033,4246068,from
114033,4246068,from
114033,4246068,to
114033,4246068,to
114034,4246068,from
114034,4246068,from
114034,4246068,to
114034,4246068,to
114035,4246068,from
114035,4246068,from
114035,4246068,to
114035,4246068,to
114036,4246068,from
114036,4246068,from
114036,4246068,to
114036,4246068,to
114037,4246068,from
114037,4246068,from
114037,4246068,to
114037,4246068,to
114038,4246068,from
114038,4246068,from
114038,4246068,to
114038,4246068,to
114039,4246068,from
114039,4246068,to
114040,4246068,from
114040,4246068,to
114041,4246068,from
114041,4246068,to
114042,4246068,from
114042,4246068,to
114043,4246068,from
114043,4246068,to
114044,4246068,from
114044,4246068,to
114045,4246068,from
114045,4246068,to
114046,4246068,from
114046,4246068,to
114047,4246068,from
114047,4246068,to
114048,4246068,from
114048,4246068,to
114049,4246068,from
114049,4246068,to
114050,4246068,from
114050,4246068,to
114051,4246068,from
114051,4246068,to
114052,4246068,from
114052,4246068,to
114053,4246068,from
114053,4246068,to
114054,4246068,from
114054,4246068,to
114055,4246068,from
114055,4246068,to
114056,4246068,from
114056,4246068,to
114057,4246068,from
114057,4246068,to
114058,4246068,from
114058,4246068,to
114059,4246068,from
114059,4246068,to
114060,4246068,from
114060,4246068,to
114061,4246068,from
114061,4246068,to
114062,4246068,from
114062,4246068,to
114063,4246068,from
114063,4246068,to
114064,4246068,from
114064,4246068,to
114065,4246068,from
114065,4246068,to
116677,9229359,from
116677,9229359,to
116678,9229359,from
116678,9229359,to
116679,9229359,from
116679,9229359,to
116680,9229359,from
116680,9229359,to
116681,9229359,from
116681,9229359,to
116682,9229359,from
116682,9229359,to
116683,9229359,from
116683,9229359,to
116684,9229359,from
116684,9229359,to
116685,9229359,from
116685,9229359,to
116686,9229359,from
116686,9229359,to
116687,9229359,from
116687,9229359,to
116688,9229359,from
116688,9229359,to
116689,9229359,from
116689,9229359,to
118076,280957324,from
118076,280957324,to
118114,9228920,from
118115,3557514,from
118115,3557514,to
118116,9228920,from
118116,9228920,to
118117,9228920,from
118117,9228920,to
118118,9228920,to
118604,4799820,from
118604,4799820,to
118609,3979944,from
118609,3979944,from
118609,3979944,to
118609,3979944,to
118610,3979944,from
118610,3979944,from
118610,3979944,to
118610,3979944,to
118611,3979944,from
118611,3979944,from
118611,3979944,to
118611,3979944,to
118646,9219371,from
118646,9219371,from
118646,9219371,to
118646,9219371,to
118693,3557517,from
118693,3557517,to
118762,9248101,from
118762,9248101,to
118763,9248101,from
118763,9248101,to
118764,9248101,from
118764,9248101,to
118765,9248101,from
118765,9248101,to
118766,9248101,from
118766,9248101,to
118767,9248101,from
118767,9248101,to
118768,9248101,from
118768,9248101,to
118769,9248101,from
118769,9248101,to
119236,9340973,from
119236,9340973,to
119784,4246068,from
119784,4246068,to
119785,4246068,from
119785,4246068,to
119786,4246068,from
119786,4246068,to
119787,4246068,from
119787,4246068,to
119788,4246068,from
119788,4246068,to
119789,4246068,from
119789,4246068,to
119826,3903718,from
119826,3903718,to
119827,3903718,from
119827,3903718,to
119828,3903718,from
119828,3903718,to
120326,307763095,from
120326,307763095,to
120332,307763102,from
120332,307763102,to
120334,307765415,from
120334,307765415,to
120335,307765415,from
120335,307765415,to
120336,307771790,from
120336,307771790,to
120338,436607139,from
120338,436607139,to
120423,308537541,from
120423,308537541,to
120426,308537541,from
120426,308537541,to
120427,308537541,from
120427,308537541,from
120427,308537541,to
120427,308537541,to
120428,308537541,from
120428,308537541,from
120428,308537541,to
120428,308537541,to
120717,9248056,to
120722,9248056,from
120723,9248056,from
120723,9248056,to
121377,318681952,from
121377,318681952,to
121379,318681953,from
121379,318681953,to
121388,318681961,from
121388,318681961,to
121389,9229313,from
121389,9229313,to
121390,9229313,from
121390,9229313,to
121391,9229313,to
121400,9229313,to
121401,318681971,from
121401,318681971,to
121493,9229084,from
121493,9229084,to
121494,9229084,from
121494,9229084,to
121496,9229091,from
121496,9229091,to
121899,9053216,from
121899,9053216,to
121900,9053216,from
121900,9053216,to
122019,4246069,from
122019,4246069,to
122020,4246069,from
122020,4246069,to
122021,4246069,from
122021,4246069,to
122022,4246069,from
122022,4246069,to
122023,4246069,from
122023,4246069,to
122024,4246069,from
122024,4246069,to
122025,4246069,from
122025,4246069,to
122026,4246069,from
122026,4246069,to
122027,4246069,from
122027,4246069,to
122028,4246069,from
122028,4246069,to
122667,9248115,from
122667,9248115,to
123098,9053489,from
123100,9053489,to
123658,9219367,from
123658,9219367,from
123658,9219367,to
123658,9219367,to
123659,9219367,from
123659,9219367,from
123659,9219367,to
123659,9219367,to
124225,9233486,from
124225,9233486,to
124226,9233486,from
124226,9233486,to
124227,9233486,from
124227,9233486,to
124228,9233486,from
124228,9233486,to
124229,352622212,from
124230,352622212,to
125501,3903715,from
125501,3903715,to
125751,366692328,from
125751,366692328,to
125752,366692328,from
125752,366692328,from
125752,366692328,to
125752,366692328,to
125753,366692328,from
125753,366692328,from
125753,366692328,to
125753,366692328,to
125754,366692328,from
125754,366692328,to
125929,379692607,from
125929,379692607,to
126327,374188428,from
126327,374188428,from
126327,374188428,to
126327,374188428,to
126431,9248115,from
126431,9248115,to
126483,9229286,from
126483,9229286,to
126484,9229286,from
126484,9229286,to
126485,9229286,from
126485,9229286,to
126855,9248056,from
126855,9248056,to
127271,4245926,from
127271,4245926,from
127271,4245926,to
127271,4245926,to
127613,9229302,from
127614,9229302,to
127641,9229302,to
127660,9229302,from
127725,3903716,from
127725,3903716,to
127726,3903716,from
127726,3903716,to
128358,9053086,from
128358,9053086,from
128358,9053086,to
128358,9053086,to
130733,510893768,from
130733,510893768,to
131267,461112672,from
131267,461112672,to
131539,4184571,from
131539,4184571,to
133615,9053489,to
134639,9053489,from
135686,510893768,from
135686,510893768,to
135702,511174072,to
135705,9248115,to
135708,9248115,from
135708,9248115,from
135708,9248115,to
135708,9248115,to
135710,9248115,from
135711,9248115,from
135712,9248115,from
135712,9248115,to
135713,9248115,from
135713,9248115,to
135714,9248115,from
135714,9248115,to
135715,9248115,from
135715,9248115,to
135715,9248115,to
135716,511174072,from
135716,9248115,to
135717,9248115,from
135717,9248115,to
135718,9248115,from
135718,9248115,to
135729,511174072,from
135729,511174072,to
135730,9248115,from
135730,9248115,from
135730,9248115,to
135731,9248115,from
135731,9248115,to
135732,9248115,from
135732,9248115,to
135734,511174080,to
135745,9248115,from
135745,9248115,to
135746,9248115,from
135746,9248115,to
135747,9248115,from
135747,9248115,to
135748,9248115,from
135748,9248115,to
135749,9248115,from
135749,9248115,to
135750,9248115,from
135750,9248115,to
135751,9248115,from
135751,9248115,to
135752,9248115,from
135752,9248115,to
135753,9248115,from
135753,9248115,to
135757,9248115,from
135757,9248115,to
135758,9248115,from
135758,9248115,to
135759,9248115,from
135759,9248115,to
135787,511174108,from
135787,511174108,to
135852,4246071,from
135852,4246071,from
135852,4246071,to
135852,4246071,to
135853,4246071,from
135853,4246071,to
135854,4246071,from
135854,4246071,from
135854,4246071,to
135854,4246071,to
138337,9248082,from
138337,4246069,to
138357,3903716,from
138357,3903716,to
138358,3903716,from
138358,3903716,to
138419,4122219,from
138419,4122219,to
138420,4122219,from
138420,4122219,to
139337,9248100,from
139337,9248100,to
140504,9248029,from
140504,9248029,to
142115,677521081,from
142115,677521081,to
